Gene ID	Illumina ID	
1645	ILMN_1687757 [Chip: ]; ILMN_1668617 [Chip: ]; ILMN_1662507 [Chip: ]; 0000840563 [Chip: ]; ILMN_3237488 [Chip: ]	
1650	ILMN_1734231 [Chip: ]; 0000450706 [Chip: ]	
166012	0005050520 [Chip: ]; ILMN_1734707 [Chip: ]	
1666	-	
166785	0007100129 [Chip: ]; ILMN_1754315 [Chip: ]	
169355	ILMN_1670572 [Chip: ]; 0002350347 [Chip: ]; ILMN_3237462 [Chip: ]	
170712	0006380465 [Chip: ]; ILMN_1674658 [Chip: ]	
171425	0101240390 [Chip: ]; ILMN_1663538 [Chip: ]; 0005670136 [Chip: ]; ILMN_1712088 [Chip: ]; 0106380066 [Chip: ]	
1716	ILMN_1658481 [Chip: ]; 0006650725 [Chip: ]; ILMN_1743432 [Chip: ]; ILMN_2312897 [Chip: ]; 0006650427 [Chip: ]	
1717	ILMN_2165867 [Chip: ]; 0003990725 [Chip: ]; ILMN_1815626 [Chip: ]	
1718	ILMN_1725510 [Chip: ]; 0002480603 [Chip: ]	
1719	ILMN_1665821 [Chip: ]; ILMN_1778543 [Chip: ]; ILMN_1710143 [Chip: ]; ILMN_1782813 [Chip: ]; 0000670164 [Chip: ]	
1723	ILMN_1782993 [Chip: ]; 0006520446 [Chip: ]; ILMN_1745168 [Chip: ]; ILMN_2381206 [Chip: ]	
1727	ILMN_2308582 [Chip: ]; 0000460546 [Chip: ]; 0003710736 [Chip: ]; ILMN_1740441 [Chip: ]	
1737	ILMN_1736237 [Chip: ]; 0004810671 [Chip: ]; ILMN_1706583 [Chip: ]	
1738	0006590068 [Chip: ]; ILMN_1664577 [Chip: ]	
1743	ILMN_1773228 [Chip: ]; 0000730347 [Chip: ]	
175	0006840605 [Chip: ]; ILMN_1802631 [Chip: ]	
1757	0005050309 [Chip: ]; ILMN_1704973 [Chip: ]	
178	ILMN_2371825 [Chip: ]; ILMN_2274377 [Chip: ]; 0001740471 [Chip: ]; 0005720739 [Chip: ]; ILMN_2277492 [Chip: ]; ILMN_1717468 [Chip: ]; ILMN_1680343 [Chip: ]; 0002060180 [Chip: ]; ILMN_1664006 [Chip: ]	
1786	0005050632 [Chip: ]; ILMN_1760201 [Chip: ]	
1787	0005420050 [Chip: ]; ILMN_1688104 [Chip: ]; ILMN_2404112 [Chip: ]	
1788	ILMN_1698137 [Chip: ]; 0006040332 [Chip: ]; 0003060438 [Chip: ]; ILMN_1676128 [Chip: ]; ILMN_1654945 [Chip: ]; 0006040725 [Chip: ]; 0006760427 [Chip: ]	
1789	0001850242 [Chip: ]; ILMN_1733929 [Chip: ]; ILMN_1734285 [Chip: ]; ILMN_2328977 [Chip: ]; ILMN_1794692 [Chip: ]; 0001450021 [Chip: ]; 0001780138 [Chip: ]; ILMN_2328972 [Chip: ]	
1798	0006130632 [Chip: ]; ILMN_1744244 [Chip: ]; ILMN_1692760 [Chip: ]	
18	0005720358 [Chip: ]; 0006660750 [Chip: ]; ILMN_2404407 [Chip: ]; ILMN_1805104 [Chip: ]; ILMN_1670117 [Chip: ]	
1800	0007050450 [Chip: ]; ILMN_1670779 [Chip: ]	
1806	0003190142 [Chip: ]; ILMN_1795715 [Chip: ]	
1807	0002850121 [Chip: ]; ILMN_1749324 [Chip: ]	
1808	ILMN_1672503 [Chip: ]; 0002370364 [Chip: ]	
1809	ILMN_1679262 [Chip: ]; 0005700048 [Chip: ]	
1811	0004780750 [Chip: ]; ILMN_1760087 [Chip: ]	
1836	0001170541 [Chip: ]; ILMN_1801491 [Chip: ]	
1841	ILMN_1716445 [Chip: ]; 0004210500 [Chip: ]; ILMN_1732006 [Chip: ]	
1854	0001500601 [Chip: ]; ILMN_1732688 [Chip: ]; ILMN_1721008 [Chip: ]; ILMN_2374778 [Chip: ]	
189	ILMN_1709796 [Chip: ]; 0001050082 [Chip: ]	
1890	ILMN_1738867 [Chip: ]; ILMN_3297126 [Chip: ]; ILMN_1690939 [Chip: ]; ILMN_2109708 [Chip: ]; ILMN_3223126 [Chip: ]; 0005860066 [Chip: ]	
1891	0002320671 [Chip: ]	
1892	0000060619 [Chip: ]; ILMN_1718132 [Chip: ]	
19	ILMN_1766054 [Chip: ]; 0006100070 [Chip: ]	
191	0006520215 [Chip: ]; ILMN_1657862 [Chip: ]	
192134	ILMN_1680081 [Chip: ]; ILMN_1806613 [Chip: ]; 0005550438 [Chip: ]; ILMN_1821293 [Chip: ]	
195814	0002360193 [Chip: ]; ILMN_3236661 [Chip: ]; ILMN_1682522 [Chip: ]; ILMN_1710064 [Chip: ]	
1962	0004780465 [Chip: ]; ILMN_1751877 [Chip: ]; ILMN_1701507 [Chip: ]	
196743	ILMN_1765116 [Chip: ]; ILMN_2278265 [Chip: ]; 0003830341 [Chip: ]; ILMN_2363058 [Chip: ]	
196883	ILMN_1677893 [Chip: ]; 0002450133 [Chip: ]; ILMN_2148944 [Chip: ]	
197257	ILMN_1722771 [Chip: ]; 0005270722 [Chip: ]; ILMN_1657718 [Chip: ]; ILMN_2407346 [Chip: ]; 0000870050 [Chip: ]	
197258	0104730347 [Chip: ]; ILMN_1704195 [Chip: ]; 0003360377 [Chip: ]	
199974	ILMN_2267797 [Chip: ]; ILMN_1693594 [Chip: ]; ILMN_1747874 [Chip: ]; 0002510040 [Chip: ]; ILMN_2359698 [Chip: ]	
200010	0007050338 [Chip: ]; ILMN_1748366 [Chip: ]	
200576	0000430195 [Chip: ]; ILMN_1793509 [Chip: ]; 0004850180 [Chip: ]; ILMN_1742197 [Chip: ]; ILMN_1671108 [Chip: ]; ILMN_1743535 [Chip: ]	
201288	-	
2023	0001980600 [Chip: ]; 0003130047 [Chip: ]; ILMN_1710756 [Chip: ]	
2026	0002320717 [Chip: ]; ILMN_1765796 [Chip: ]; 0005700402 [Chip: ]; ILMN_1711210 [Chip: ]; ILMN_1732961 [Chip: ]	
2027	0002340142 [Chip: ]; ILMN_1678904 [Chip: ]; ILMN_2365383 [Chip: ]	
203	0105550603 [Chip: ]; 0004150086 [Chip: ]	
2030	0005690114 [Chip: ]; ILMN_1723971 [Chip: ]; ILMN_2338963 [Chip: ]; ILMN_2279377 [Chip: ]	
204	ILMN_1716053 [Chip: ]; 0000730315 [Chip: ]; ILMN_1670542 [Chip: ]; 0006840100 [Chip: ]; ILMN_1655645 [Chip: ]	
205	ILMN_1764090 [Chip: ]; ILMN_1777499 [Chip: ]; ILMN_1843198 [Chip: ]; ILMN_1686522 [Chip: ]; ILMN_2338038 [Chip: ]; ILMN_1798249 [Chip: ]; 0005270035 [Chip: ]	
2052	0005720372 [Chip: ]; ILMN_1701025 [Chip: ]	
2053	0104120239 [Chip: ]; ILMN_1709237 [Chip: ]; 0003870451 [Chip: ]	
206358	ILMN_2124471 [Chip: ]; 0000630446 [Chip: ]; ILMN_1787826 [Chip: ]	
2098	ILMN_1720285 [Chip: ]; 0004610040 [Chip: ]	
210	0000450750 [Chip: ]; ILMN_2404657 [Chip: ]; ILMN_1679898 [Chip: ]; ILMN_1747577 [Chip: ]	
2108	ILMN_1718924 [Chip: ]	
2109	ILMN_1729374 [Chip: ]; ILMN_1684758 [Chip: ]; 0006290008 [Chip: ]; ILMN_2300970 [Chip: ]; ILMN_1779500 [Chip: ]	
211	ILMN_2385647 [Chip: ]; ILMN_1728309 [Chip: ]; ILMN_1700047 [Chip: ]	
2110	ILMN_1758034 [Chip: ]; ILMN_1778500 [Chip: ]; 0003440008 [Chip: ]	
212	ILMN_2271875 [Chip: ]; 0006040022 [Chip: ]; ILMN_2367126 [Chip: ]; ILMN_1708323 [Chip: ]	
213	0003170176 [Chip: ]	
2131	ILMN_1868805 [Chip: ]; ILMN_1824480 [Chip: ]; 0005720300 [Chip: ]; ILMN_1794343 [Chip: ]; ILMN_2129927 [Chip: ]	
2132	ILMN_2328029 [Chip: ]; ILMN_1761259 [Chip: ]	
2134	0003830280 [Chip: ]; ILMN_1718783 [Chip: ]	
2135	ILMN_1797950 [Chip: ]; 0002450019 [Chip: ]; ILMN_2388425 [Chip: ]	
2137	ILMN_1778226 [Chip: ]; 0101410519 [Chip: ]; 0006770091 [Chip: ]	
2147	ILMN_1671753 [Chip: ]; ILMN_3249291 [Chip: ]; 0005390725 [Chip: ]	
215	ILMN_1772189 [Chip: ]; 0003360048 [Chip: ]	
216	ILMN_2096372 [Chip: ]	
2168	0006550025 [Chip: ]; ILMN_1678965 [Chip: ]; ILMN_1772328 [Chip: ]	
217	0001770551 [Chip: ]; ILMN_1793859 [Chip: ]	
218	0006420647 [Chip: ]; ILMN_1702503 [Chip: ]	
2180	0001170025 [Chip: ]; ILMN_1684585 [Chip: ]	
2181	ILMN_1666096 [Chip: ]; ILMN_1654414 [Chip: ]; ILMN_2360705 [Chip: ]; 0000360184 [Chip: ]	
2182	0004230025 [Chip: ]; 0002190079 [Chip: ]; ILMN_2285506 [Chip: ]; ILMN_1711650 [Chip: ]; ILMN_1691714 [Chip: ]; ILMN_2391458 [Chip: ]; 0006290072 [Chip: ]; ILMN_1683598 [Chip: ]; ILMN_1693479 [Chip: ]	
2184	0001850408 [Chip: ]; ILMN_1781536 [Chip: ]	
219	0002060600 [Chip: ]; ILMN_2150894 [Chip: ]; ILMN_1675398 [Chip: ]	
2194	ILMN_1784871 [Chip: ]; 0005860133 [Chip: ]	
220	0001090692 [Chip: ]; ILMN_2139970 [Chip: ]; ILMN_1807439 [Chip: ]	
2203	0006590390 [Chip: ]; ILMN_1728799 [Chip: ]	
221	0002480520 [Chip: ]; ILMN_1727965 [Chip: ]; ILMN_1728662 [Chip: ]	
221823	0007000053 [Chip: ]; ILMN_2232953 [Chip: ]; ILMN_1655155 [Chip: ]	
222	0006020110 [Chip: ]; ILMN_1763666 [Chip: ]; ILMN_1761514 [Chip: ]; ILMN_2363880 [Chip: ]	
2222	ILMN_2144088 [Chip: ]; 0006110167 [Chip: ]; ILMN_1741096 [Chip: ]	
2224	ILMN_1804248 [Chip: ]; 0000130731 [Chip: ]	
222537	0002850500 [Chip: ]; ILMN_1802523 [Chip: ]; ILMN_3259593 [Chip: ]	
223	ILMN_1761804 [Chip: ]; 0001690215 [Chip: ]	
2235	ILMN_1774091 [Chip: ]; ILMN_2364305 [Chip: ]; 0002320725 [Chip: ]	
224	ILMN_1794825 [Chip: ]; ILMN_2401641 [Chip: ]; ILMN_1667564 [Chip: ]	
2243	0002360161 [Chip: ]; ILMN_2280203 [Chip: ]; 0003850594 [Chip: ]; 0002360717 [Chip: ]; ILMN_1659947 [Chip: ]; ILMN_1779017 [Chip: ]; ILMN_2381945 [Chip: ]; ILMN_1656487 [Chip: ]	
225	ILMN_2198897 [Chip: ]; 0002450156 [Chip: ]	
226	0002570377 [Chip: ]; ILMN_2251253 [Chip: ]; ILMN_1723927 [Chip: ]; 0003610112 [Chip: ]; ILMN_1736700 [Chip: ]; 0004200390 [Chip: ]; 0006180400 [Chip: ]; ILMN_1681374 [Chip: ]	
2271	0005720047 [Chip: ]; ILMN_1719392 [Chip: ]	
22856	ILMN_1791576 [Chip: ]; 0002030609 [Chip: ]	
229	ILMN_1771970 [Chip: ]; ILMN_1747716 [Chip: ]; 0000780056 [Chip: ]	
22928	0002810181 [Chip: ]; ILMN_1687824 [Chip: ]	
22929	ILMN_1673369 [Chip: ]; ILMN_2176768 [Chip: ]	
22934	ILMN_1714809 [Chip: ]; 0003190044 [Chip: ]	
22978	ILMN_1682165 [Chip: ]; 0006660575 [Chip: ]	
230	0100460270 [Chip: ]; 0006840541 [Chip: ]; ILMN_1755974 [Chip: ]; 0006450056 [Chip: ]	
23007	ILMN_1668409 [Chip: ]; ILMN_2043060 [Chip: ]	
23057	ILMN_1742968 [Chip: ]; 0003870286 [Chip: ]; ILMN_1803818 [Chip: ]; 0002030059 [Chip: ]; ILMN_1707881 [Chip: ]; 0001500398 [Chip: ]	
231	0005900047 [Chip: ]; ILMN_1701731 [Chip: ]	
23169	ILMN_1796231 [Chip: ]; 0002680563 [Chip: ]	
23205	0001980685 [Chip: ]; ILMN_2227011 [Chip: ]; ILMN_1676609 [Chip: ]	
23236	ILMN_1708432 [Chip: ]; 0100770601 [Chip: ]; 0002630338 [Chip: ]; ILMN_1723969 [Chip: ]; 0000110315 [Chip: ]	
2326	ILMN_1684401 [Chip: ]; 0002470746 [Chip: ]	
2327	0003130100 [Chip: ]; ILMN_1732158 [Chip: ]	
2328	0003290673 [Chip: ]; ILMN_2344283 [Chip: ]; ILMN_1808657 [Chip: ]	
2329	ILMN_1677885 [Chip: ]; 0004920717 [Chip: ]; ILMN_1750904 [Chip: ]	
2330	0006100706 [Chip: ]; ILMN_1811632 [Chip: ]	
23305	ILMN_1737418 [Chip: ]; ILMN_2278242 [Chip: ]; ILMN_2378555 [Chip: ]; ILMN_1730025 [Chip: ]	
23315	0005130746 [Chip: ]; ILMN_1690625 [Chip: ]; ILMN_1885147 [Chip: ]; 0000510739 [Chip: ]	
23382	ILMN_1712786 [Chip: ]; 0002350010 [Chip: ]	
23396	ILMN_1668514 [Chip: ]; 0001090494 [Chip: ]	
23417	0105130072 [Chip: ]; 0001170438 [Chip: ]; 0102100129 [Chip: ]; ILMN_1651336 [Chip: ]	
23428	0001410056 [Chip: ]; 0004050369 [Chip: ]; 0002630037 [Chip: ]; ILMN_1747397 [Chip: ]; ILMN_1807894 [Chip: ]	
23430	0001740687 [Chip: ]; ILMN_1676256 [Chip: ]; ILMN_1808512 [Chip: ]	
23439	ILMN_1653211 [Chip: ]; 0003140594 [Chip: ]	
23443	0003520170 [Chip: ]; ILMN_1653429 [Chip: ]	
23464	0000430348 [Chip: ]; ILMN_1724437 [Chip: ]	
23475	0004050280 [Chip: ]; ILMN_1669211 [Chip: ]; ILMN_1700268 [Chip: ]	
23478	ILMN_1693490 [Chip: ]; 0005270288 [Chip: ]	
2348	ILMN_1661733 [Chip: ]; 0001740408 [Chip: ]; 0004810369 [Chip: ]; ILMN_1686067 [Chip: ]; 0002970056 [Chip: ]; ILMN_1712582 [Chip: ]; ILMN_1698608 [Chip: ]	
23483	0006370746 [Chip: ]; ILMN_1685567 [Chip: ]	
23498	0007050632 [Chip: ]; ILMN_1715125 [Chip: ]	
2350	0006180286 [Chip: ]; ILMN_1745963 [Chip: ]	
2352	0004200288 [Chip: ]; ILMN_1730454 [Chip: ]	
23530	0003390136 [Chip: ]; ILMN_1806634 [Chip: ]; ILMN_2254994 [Chip: ]; ILMN_2336647 [Chip: ]	
23533	0101660687 [Chip: ]; 0003130113 [Chip: ]; ILMN_1681067 [Chip: ]	
23539	ILMN_1731165 [Chip: ]; 0003450609 [Chip: ]	
23545	ILMN_1700380 [Chip: ]; 0005890026 [Chip: ]	
23556	ILMN_2263829 [Chip: ]; 0003130538 [Chip: ]; ILMN_2352724 [Chip: ]; 0006520070 [Chip: ]; ILMN_1691112 [Chip: ]	
2356	0000520286 [Chip: ]; ILMN_1659576 [Chip: ]; ILMN_1713948 [Chip: ]; ILMN_1681724 [Chip: ]	
23563	0005720112 [Chip: ]; ILMN_1678478 [Chip: ]; ILMN_1770853 [Chip: ]; 0006520736 [Chip: ]; ILMN_1759848 [Chip: ]	
23600	ILMN_1792741 [Chip: ]; ILMN_2367172 [Chip: ]; ILMN_1759670 [Chip: ]; 0003120601 [Chip: ]	
23632	0004560685 [Chip: ]; ILMN_1742358 [Chip: ]	
23657	0005910280 [Chip: ]; ILMN_1655229 [Chip: ]	
23743	ILMN_2070521 [Chip: ]; 0006420095 [Chip: ]; ILMN_1813043 [Chip: ]	
23761	ILMN_1759401 [Chip: ]; 0004760347 [Chip: ]; ILMN_1793934 [Chip: ]	
239	ILMN_1713731 [Chip: ]; 0006020471 [Chip: ]	
240	ILMN_1680996 [Chip: ]; ILMN_1792150 [Chip: ]; ILMN_1860008 [Chip: ]	
242	ILMN_1692332 [Chip: ]; 0002030215 [Chip: ]	
245972	0006550309 [Chip: ]; ILMN_1799889 [Chip: ]	
245973	ILMN_2389995 [Chip: ]; ILMN_1660729 [Chip: ]; 0000360112 [Chip: ]	
246	ILMN_1679410 [Chip: ]; 0001340411 [Chip: ]; ILMN_1676042 [Chip: ]; ILMN_1783443 [Chip: ]; ILMN_2403534 [Chip: ]	
246213	0004120551 [Chip: ]; ILMN_1767842 [Chip: ]	
247	ILMN_2276904 [Chip: ]; 0006590731 [Chip: ]; ILMN_1751975 [Chip: ]; ILMN_2393149 [Chip: ]	
248	ILMN_1752669 [Chip: ]; 0001770577 [Chip: ]	
249	ILMN_1701603 [Chip: ]; 0003610204 [Chip: ]	
2495	ILMN_1683146 [Chip: ]	
250	0004670722 [Chip: ]; ILMN_1693789 [Chip: ]	
251	0002810152 [Chip: ]	
2512	0005860129 [Chip: ]	
2517	0005860603 [Chip: ]; ILMN_1752728 [Chip: ]	
2519	ILMN_2085362 [Chip: ]	
2523	ILMN_1712894 [Chip: ]; 0000610278 [Chip: ]	
2525	0000730452 [Chip: ]; ILMN_1653358 [Chip: ]	
2530	ILMN_1741422 [Chip: ]; 0006840286 [Chip: ]; ILMN_1693152 [Chip: ]; 0006840398 [Chip: ]	
2531	ILMN_2154053 [Chip: ]; ILMN_3241164 [Chip: ]; ILMN_2154052 [Chip: ]; ILMN_1764187 [Chip: ]; 0002060193 [Chip: ]	
253430	0003780279 [Chip: ]; ILMN_1724346 [Chip: ]	
2538	0100520685 [Chip: ]; ILMN_2079890 [Chip: ]	
2539	ILMN_1697559 [Chip: ]; 0005700072 [Chip: ]; ILMN_2261122 [Chip: ]; ILMN_2347949 [Chip: ]	
2542	0002230059 [Chip: ]; 0004610114 [Chip: ]; ILMN_1678678 [Chip: ]	
2548	0006550500 [Chip: ]; ILMN_1765801 [Chip: ]; ILMN_2410783 [Chip: ]	
256435	ILMN_2127379 [Chip: ]; ILMN_1855839 [Chip: ]	
257068	0006110687 [Chip: ]; ILMN_1670365 [Chip: ]	
2571	0000130494 [Chip: ]; ILMN_1712731 [Chip: ]; ILMN_2292646 [Chip: ]; ILMN_1812859 [Chip: ]; ILMN_1660973 [Chip: ]; 0000130022 [Chip: ]; 0000130433 [Chip: ]	
2572	ILMN_1728301 [Chip: ]; 0106220092 [Chip: ]	
257202	ILMN_1740990 [Chip: ]	
25769	0004590609 [Chip: ]; ILMN_1711826 [Chip: ]; ILMN_1854570 [Chip: ]; 0106660082 [Chip: ]	
25796	ILMN_1797005 [Chip: ]	
2581	ILMN_2415572 [Chip: ]; 0002850368 [Chip: ]; ILMN_1799744 [Chip: ]	
2582	ILMN_1777523 [Chip: ]; ILMN_1714157 [Chip: ]; ILMN_1792168 [Chip: ]; ILMN_1653765 [Chip: ]	
25828	ILMN_1654457 [Chip: ]; 0000510088 [Chip: ]	
2583	0006220497 [Chip: ]; ILMN_1805725 [Chip: ]	
25830	ILMN_1774824 [Chip: ]; 0000050519 [Chip: ]; ILMN_1701637 [Chip: ]; ILMN_1665186 [Chip: ]; 0004730039 [Chip: ]; ILMN_1718836 [Chip: ]	
2584	ILMN_1803194 [Chip: ]; 0004480092 [Chip: ]	
2585	ILMN_1723124 [Chip: ]; ILMN_1659682 [Chip: ]; ILMN_1732514 [Chip: ]	
2588	0001450736 [Chip: ]; 0106620112 [Chip: ]; ILMN_1737949 [Chip: ]	
2589	ILMN_1803977 [Chip: ]; 0004570014 [Chip: ]; ILMN_1902341 [Chip: ]; ILMN_1878074 [Chip: ]	
2590	ILMN_1865013 [Chip: ]	
25902	0003840010 [Chip: ]	
2591	ILMN_1671039 [Chip: ]; 0000060161 [Chip: ]	
2592	ILMN_1657475 [Chip: ]; 0002060075 [Chip: ]; 0002850433 [Chip: ]; ILMN_1697760 [Chip: ]; 0001170441 [Chip: ]	
259230	0003120400 [Chip: ]; ILMN_1740505 [Chip: ]	
2593	0003170041 [Chip: ]; ILMN_1756469 [Chip: ]; ILMN_1764355 [Chip: ]; ILMN_1794595 [Chip: ]; 0003990270 [Chip: ]	
2595	0002510369 [Chip: ]; ILMN_1812256 [Chip: ]	
2597	0001850181 [Chip: ]; ILMN_1343295 [Chip: ]; ILMN_1802252 [Chip: ]; ILMN_2038778 [Chip: ]; 0001940184 [Chip: ]	
26	ILMN_1731433 [Chip: ]; 0000380333 [Chip: ]	
26002	ILMN_1687501 [Chip: ]; 0001400180 [Chip: ]; ILMN_1761788 [Chip: ]	
260293	0007050390 [Chip: ]; ILMN_1669338 [Chip: ]; ILMN_2175317 [Chip: ]	
26035	0002680193 [Chip: ]; ILMN_1714349 [Chip: ]	
26061	-	
26062	-	
26063	ILMN_1783337 [Chip: ]; 0001170162 [Chip: ]	
2618	ILMN_1800020 [Chip: ]; ILMN_1793220 [Chip: ]; ILMN_1679476 [Chip: ]; 0006660397 [Chip: ]; 0006840091 [Chip: ]; 0006620288 [Chip: ]	
262	ILMN_1667994 [Chip: ]; ILMN_1788462 [Chip: ]	
26227	0005290750 [Chip: ]; ILMN_1704537 [Chip: ]	
26229	ILMN_2210581 [Chip: ]; ILMN_1721432 [Chip: ]; 0001340451 [Chip: ]	
26266	0002760592 [Chip: ]; ILMN_1663723 [Chip: ]	
26275	ILMN_1656977 [Chip: ]; 0005890435 [Chip: ]	
26279	ILMN_2233050 [Chip: ]; ILMN_1788811 [Chip: ]; 0006180039 [Chip: ]	
2628	ILMN_1820900 [Chip: ]; 0003840400 [Chip: ]; ILMN_1729180 [Chip: ]	
26289	0002510279 [Chip: ]; ILMN_2387712 [Chip: ]; 0005860707 [Chip: ]; ILMN_1690676 [Chip: ]; 0003840022 [Chip: ]; ILMN_1656593 [Chip: ]; ILMN_2283473 [Chip: ]	
2629	-	
26290	0006110402 [Chip: ]; 0002360519 [Chip: ]; ILMN_1681916 [Chip: ]; ILMN_1782978 [Chip: ]	
26301	0002690195 [Chip: ]; ILMN_1652906 [Chip: ]	
2632	0003060309 [Chip: ]; ILMN_1789702 [Chip: ]	
26330	-	
2638	0004010093 [Chip: ]	
2639	0001090176 [Chip: ]; 0006100487 [Chip: ]; ILMN_1753796 [Chip: ]; ILMN_1763424 [Chip: ]; ILMN_3228037 [Chip: ]; ILMN_1797482 [Chip: ]; ILMN_2296843 [Chip: ]	
2643	ILMN_1788802 [Chip: ]; ILMN_1812759 [Chip: ]; 0006420114 [Chip: ]	
2645	0005220619 [Chip: ]; ILMN_1694472 [Chip: ]; 0003440088 [Chip: ]; ILMN_1676437 [Chip: ]; ILMN_1706775 [Chip: ]; 0005550068 [Chip: ]	
2650	0004120050 [Chip: ]; ILMN_1666545 [Chip: ]; ILMN_2225135 [Chip: ]	
26503	0001230066 [Chip: ]; ILMN_1684434 [Chip: ]; ILMN_3251399 [Chip: ]; ILMN_1771317 [Chip: ]	
2651	0004010504 [Chip: ]; ILMN_1666986 [Chip: ]; 0005360148 [Chip: ]; 0006370348 [Chip: ]; ILMN_1680390 [Chip: ]; ILMN_1653174 [Chip: ]; 0004010102 [Chip: ]; ILMN_1655651 [Chip: ]; ILMN_1807970 [Chip: ]	
2653	ILMN_2090782 [Chip: ]; ILMN_3221072 [Chip: ]; 0005270110 [Chip: ]	
266722	ILMN_1721429 [Chip: ]; ILMN_3240824 [Chip: ]; 0000510494 [Chip: ]; 0003290092 [Chip: ]	
267020	0002760113 [Chip: ]	
2673	ILMN_2220187 [Chip: ]; 0002480373 [Chip: ]; ILMN_1696000 [Chip: ]; ILMN_2220184 [Chip: ]	
2678	ILMN_1686531 [Chip: ]; ILMN_1787180 [Chip: ]; ILMN_1748309 [Chip: ]; 0004120064 [Chip: ]; ILMN_1652604 [Chip: ]; 0006290338 [Chip: ]; ILMN_3249311 [Chip: ]; ILMN_1813658 [Chip: ]; ILMN_1722975 [Chip: ]; ILMN_2274240 [Chip: ]; ILMN_2368585 [Chip: ]; ILMN_1663324 [Chip: ]	
2679	0103940129 [Chip: ]; ILMN_1710264 [Chip: ]; ILMN_1652604 [Chip: ]; 0106550541 [Chip: ]	
2683	-	
2686	0004780722 [Chip: ]; 0001770563 [Chip: ]; ILMN_1715051 [Chip: ]; ILMN_1737036 [Chip: ]	
2687	0006200170 [Chip: ]; ILMN_1749372 [Chip: ]	
26873	0005390239 [Chip: ]; ILMN_1738539 [Chip: ]; ILMN_1711030 [Chip: ]; ILMN_1728366 [Chip: ]	
2694	-	
270	0006020601 [Chip: ]; ILMN_1759312 [Chip: ]	
27010	ILMN_1804629 [Chip: ]; 0003800139 [Chip: ]; ILMN_2367063 [Chip: ]	
27034	ILMN_2225595 [Chip: ]; 0002320242 [Chip: ]	
27068	ILMN_1687785 [Chip: ]; 0005700358 [Chip: ]; 0002190110 [Chip: ]; ILMN_1755041 [Chip: ]; 0101570039 [Chip: ]; ILMN_2342455 [Chip: ]	
27087	0000670576 [Chip: ]; 0000670315 [Chip: ]; ILMN_1761093 [Chip: ]; ILMN_1696536 [Chip: ]; ILMN_1794072 [Chip: ]; ILMN_2371440 [Chip: ]	
27089	0005050064 [Chip: ]; ILMN_1666471 [Chip: ]	
271	ILMN_1701589 [Chip: ]; ILMN_1696830 [Chip: ]; 0006400338 [Chip: ]; ILMN_1786899 [Chip: ]; 0005890446 [Chip: ]; 0006400064 [Chip: ]	
2710	ILMN_2393296 [Chip: ]; ILMN_1725471 [Chip: ]; 0000610717 [Chip: ]	
27109	ILMN_1679188 [Chip: ]; ILMN_2299843 [Chip: ]; 0003120731 [Chip: ]; ILMN_1700625 [Chip: ]	
27115	0003800315 [Chip: ]; ILMN_1806533 [Chip: ]	
2712	0002190725 [Chip: ]; ILMN_1722330 [Chip: ]	
27124	ILMN_1670668 [Chip: ]; 0006290427 [Chip: ]; ILMN_3241087 [Chip: ]; ILMN_1777644 [Chip: ]	
2713	-	
27159	ILMN_1798138 [Chip: ]; 0005340059 [Chip: ]	
27165	ILMN_1706070 [Chip: ]; 0004280400 [Chip: ]; ILMN_1709771 [Chip: ]; ILMN_1677439 [Chip: ]; 0006400746 [Chip: ]	
2717	0002760047 [Chip: ]; ILMN_1766637 [Chip: ]	
272	ILMN_1660854 [Chip: ]; ILMN_1866549 [Chip: ]; 0001230242 [Chip: ]; ILMN_1774447 [Chip: ]; ILMN_1665307 [Chip: ]; ILMN_1731223 [Chip: ]	
2720	ILMN_2289111 [Chip: ]; ILMN_1735155 [Chip: ]; ILMN_1790862 [Chip: ]; 0000610148 [Chip: ]; ILMN_2397721 [Chip: ]	
27232	0000060300 [Chip: ]	
27235	0003610184 [Chip: ]; ILMN_1756572 [Chip: ]	
2729	ILMN_2215194 [Chip: ]; ILMN_1730575 [Chip: ]; 0001990066 [Chip: ]	
2730	ILMN_2225974 [Chip: ]; 0003850039 [Chip: ]; ILMN_1788547 [Chip: ]	
27306	ILMN_1668855 [Chip: ]; ILMN_1713753 [Chip: ]; 0006590075 [Chip: ]	
2731	ILMN_1806754 [Chip: ]; 0002450309 [Chip: ]	
27349	0003830164 [Chip: ]; ILMN_1745513 [Chip: ]; 0006110551 [Chip: ]; ILMN_1767679 [Chip: ]	
2739	ILMN_1702177 [Chip: ]; 0002370670 [Chip: ]	
27430	ILMN_1680246 [Chip: ]; 0002340300 [Chip: ]; ILMN_1811367 [Chip: ]; 0005360520 [Chip: ]; 0005570484 [Chip: ]; ILMN_1673960 [Chip: ]; ILMN_1688437 [Chip: ]	
2744	0106130551 [Chip: ]; ILMN_2188722 [Chip: ]; 0001940717 [Chip: ]; ILMN_1798791 [Chip: ]	
2745	ILMN_1737308 [Chip: ]	
2746	0004150048 [Chip: ]; ILMN_1713756 [Chip: ]	
2747	0000130600 [Chip: ]; ILMN_1777521 [Chip: ]; 0004150048 [Chip: ]	
275	ILMN_1665331 [Chip: ]; ILMN_1807211 [Chip: ]; 0003120093 [Chip: ]	
