Gene ID	Illumina ID	
2752	0001400088 [Chip: ]; ILMN_1653496 [Chip: ]; ILMN_1765208 [Chip: ]; ILMN_1867511 [Chip: ]; ILMN_1678881 [Chip: ]; ILMN_2269977 [Chip: ]	
276	ILMN_1663313 [Chip: ]; 0005390438 [Chip: ]; ILMN_2408219 [Chip: ]; ILMN_1726327 [Chip: ]; ILMN_2094262 [Chip: ]; ILMN_1797796 [Chip: ]; ILMN_1719031 [Chip: ]; ILMN_2094261 [Chip: ]; ILMN_2294762 [Chip: ]	
2762	0003800053 [Chip: ]; ILMN_1711227 [Chip: ]	
2766	0004570161 [Chip: ]; ILMN_1729487 [Chip: ]	
277	ILMN_2094261 [Chip: ]; ILMN_2094262 [Chip: ]; 0005390438 [Chip: ]; ILMN_1797796 [Chip: ]; ILMN_1663313 [Chip: ]; ILMN_1726327 [Chip: ]; ILMN_2294762 [Chip: ]; ILMN_1719031 [Chip: ]; ILMN_2408219 [Chip: ]	
278	ILMN_2094262 [Chip: ]; ILMN_2094261 [Chip: ]; ILMN_1719031 [Chip: ]; 0005390438 [Chip: ]; ILMN_2408219 [Chip: ]	
279	ILMN_2094262 [Chip: ]; ILMN_1719031 [Chip: ]; ILMN_2131123 [Chip: ]	
2799	0004590594 [Chip: ]; ILMN_1744517 [Chip: ]	
28	ILMN_1656979 [Chip: ]; 0000110129 [Chip: ]	
280	ILMN_3236904 [Chip: ]; ILMN_2073157 [Chip: ]; ILMN_2094262 [Chip: ]; ILMN_1719031 [Chip: ]; ILMN_1694882 [Chip: ]	
2805	ILMN_1656145 [Chip: ]; 0006590725 [Chip: ]	
2806	0000050458 [Chip: ]; ILMN_1801348 [Chip: ]	
2819	0004480056 [Chip: ]; ILMN_1764175 [Chip: ]; 0104850008 [Chip: ]; ILMN_1679746 [Chip: ]	
2820	0005670056 [Chip: ]; ILMN_2105643 [Chip: ]	
2821	0003440524 [Chip: ]; ILMN_2173451 [Chip: ]; ILMN_1654465 [Chip: ]	
28231	ILMN_1743701 [Chip: ]; ILMN_1727200 [Chip: ]; 0002030064 [Chip: ]	
28232	ILMN_1706261 [Chip: ]; ILMN_1667887 [Chip: ]; ILMN_1661200 [Chip: ]; ILMN_1654735 [Chip: ]; ILMN_1708379 [Chip: ]; ILMN_1663699 [Chip: ]	
28234	0005130193 [Chip: ]; ILMN_1687319 [Chip: ]	
283871	ILMN_2057566 [Chip: ]; 0003450193 [Chip: ]; ILMN_1836744 [Chip: ]	
284098	ILMN_2178186 [Chip: ]; 0006760446 [Chip: ]; ILMN_1743397 [Chip: ]	
284111	ILMN_1676192 [Chip: ]	
284129	ILMN_1672930 [Chip: ]; ILMN_1739751 [Chip: ]; 0001580273 [Chip: ]	
284273	0006770603 [Chip: ]	
286016	ILMN_1684114 [Chip: ]; 0003940161 [Chip: ]	
286297	-	
2875	ILMN_1795257 [Chip: ]; 0004050026 [Chip: ]	
2876	ILMN_1749662 [Chip: ]; ILMN_1787412 [Chip: ]; 0001190047 [Chip: ]	
2877	ILMN_1662776 [Chip: ]; 0001940398 [Chip: ]; ILMN_2133205 [Chip: ]	
2878	0004780575 [Chip: ]; ILMN_1726666 [Chip: ]	
2879	0102060168 [Chip: ]; ILMN_2378952 [Chip: ]	
2880	ILMN_2385410 [Chip: ]; 0003390438 [Chip: ]; ILMN_1776732 [Chip: ]; ILMN_1775871 [Chip: ]; ILMN_2385416 [Chip: ]; 0001230471 [Chip: ]	
2882	ILMN_1726030 [Chip: ]	
28965	ILMN_1741592 [Chip: ]; ILMN_1797666 [Chip: ]; ILMN_2377199 [Chip: ]	
28972	0005670494 [Chip: ]; ILMN_1665280 [Chip: ]	
28976	0003870364 [Chip: ]; ILMN_1840106 [Chip: ]; ILMN_1775579 [Chip: ]	
28982	ILMN_1661596 [Chip: ]	
290	ILMN_1763837 [Chip: ]; 0004590538 [Chip: ]	
291	ILMN_1681670 [Chip: ]; ILMN_2211780 [Chip: ]; 0003850093 [Chip: ]	
29124	ILMN_1794842 [Chip: ]; 0001570519 [Chip: ]	
292	ILMN_1774062 [Chip: ]	
293	ILMN_3240838 [Chip: ]; 0006420100 [Chip: ]; ILMN_1671466 [Chip: ]	
2936	ILMN_2127416 [Chip: ]; 0003060538 [Chip: ]; ILMN_1775182 [Chip: ]	
2937	0006380324 [Chip: ]; ILMN_1683462 [Chip: ]	
2944	ILMN_1668134 [Chip: ]; 0000380278 [Chip: ]; ILMN_1762255 [Chip: ]; 0005270484 [Chip: ]; ILMN_1674153 [Chip: ]; ILMN_2391861 [Chip: ]	
2954	ILMN_1684168 [Chip: ]; ILMN_2381296 [Chip: ]; 0004570551 [Chip: ]; 0004570164 [Chip: ]; ILMN_1711642 [Chip: ]	
2974	0001780722 [Chip: ]; ILMN_1652166 [Chip: ]	
2977	0102100162 [Chip: ]; ILMN_1834126 [Chip: ]; ILMN_1720496 [Chip: ]; 0001240164 [Chip: ]	
2978	ILMN_1662086 [Chip: ]; 0002850440 [Chip: ]; 0006660195 [Chip: ]	
29785	0004610041 [Chip: ]; ILMN_1705403 [Chip: ]; ILMN_1787193 [Chip: ]	
29796	ILMN_2366710 [Chip: ]; 0005390279 [Chip: ]; ILMN_2366714 [Chip: ]; ILMN_1781986 [Chip: ]; ILMN_1715223 [Chip: ]	
2982	ILMN_1808590 [Chip: ]; ILMN_2131177 [Chip: ]; 0006220465 [Chip: ]	
2983	ILMN_1782567 [Chip: ]; 0006130279 [Chip: ]	
2984	ILMN_2144663 [Chip: ]; ILMN_1677210 [Chip: ]; 0000130372 [Chip: ]	
2986	-	
2987	-	
29880	ILMN_1664449 [Chip: ]	
29881	ILMN_1787556 [Chip: ]; 0002340524 [Chip: ]	
2990	ILMN_1669878 [Chip: ]	
29906	ILMN_1735584 [Chip: ]; 0003190039 [Chip: ]; 0100770068 [Chip: ]	
2992	ILMN_2230862 [Chip: ]; 0001500075 [Chip: ]	
29920	ILMN_1808568 [Chip: ]; 0006200692 [Chip: ]	
29922	0001770180 [Chip: ]; ILMN_1716583 [Chip: ]	
29925	ILMN_2412927 [Chip: ]; 0002190022 [Chip: ]; ILMN_1773645 [Chip: ]; 0003390133 [Chip: ]; ILMN_1720207 [Chip: ]; ILMN_1772072 [Chip: ]; 0006100450 [Chip: ]; ILMN_1738233 [Chip: ]	
29926	0006650592 [Chip: ]; 0006420685 [Chip: ]; ILMN_1804476 [Chip: ]; ILMN_1693878 [Chip: ]	
29929	ILMN_1771411 [Chip: ]; 0005270605 [Chip: ]	
29953	ILMN_1797063 [Chip: ]; ILMN_1815329 [Chip: ]; ILMN_1826804 [Chip: ]	
29958	ILMN_2117526 [Chip: ]; ILMN_1789753 [Chip: ]; 0004200528 [Chip: ]	
29968	0006290500 [Chip: ]; ILMN_1692938 [Chip: ]; ILMN_1712563 [Chip: ]	
2997	0003170152 [Chip: ]; ILMN_1711289 [Chip: ]	
2998	0004050132 [Chip: ]; ILMN_1807745 [Chip: ]	
29988	ILMN_1724609 [Chip: ]; 0003360632 [Chip: ]	
30	-	
3000	0003130398 [Chip: ]; ILMN_1725410 [Chip: ]; ILMN_1795842 [Chip: ]	
30061	ILMN_1761833 [Chip: ]; 0003190601 [Chip: ]; 0103360035 [Chip: ]; ILMN_2053103 [Chip: ]	
3028	ILMN_1758275 [Chip: ]; ILMN_2355971 [Chip: ]; 0006860167 [Chip: ]; ILMN_1691926 [Chip: ]	
3029	ILMN_2379520 [Chip: ]; 0005900008 [Chip: ]; ILMN_1772731 [Chip: ]	
3030	ILMN_1712751 [Chip: ]; 0001850136 [Chip: ]	
3032	ILMN_2197846 [Chip: ]; 0005130398 [Chip: ]	
3033	ILMN_1719906 [Chip: ]; 0002650092 [Chip: ]	
3034	ILMN_1719988 [Chip: ]; 0006450075 [Chip: ]; ILMN_2074748 [Chip: ]	
3036	ILMN_1754716 [Chip: ]	
3037	ILMN_1777562 [Chip: ]; ILMN_1792978 [Chip: ]; ILMN_1738492 [Chip: ]; ILMN_1700935 [Chip: ]; ILMN_2243036 [Chip: ]; ILMN_1744837 [Chip: ]	
3038	ILMN_1684341 [Chip: ]; ILMN_1720271 [Chip: ]; ILMN_1794501 [Chip: ]; 0004060450 [Chip: ]; ILMN_1679365 [Chip: ]; 0007050372 [Chip: ]; 0006100440 [Chip: ]	
3067	ILMN_1792323 [Chip: ]; 0006940195 [Chip: ]	
3073	0007050685 [Chip: ]; ILMN_1813911 [Chip: ]	
3074	-	
3081	0002970541 [Chip: ]; ILMN_1678318 [Chip: ]; ILMN_2198239 [Chip: ]; ILMN_1717264 [Chip: ]; ILMN_1719678 [Chip: ]; ILMN_3239725 [Chip: ]	
30814	0004010520 [Chip: ]; ILMN_1710590 [Chip: ]	
30815	ILMN_1691736 [Chip: ]; 0003940079 [Chip: ]	
30833	0001980400 [Chip: ]; ILMN_1806432 [Chip: ]	
3098	0001090746 [Chip: ]; 0000430647 [Chip: ]; ILMN_1761829 [Chip: ]; 0000670739 [Chip: ]; 0000670180 [Chip: ]; ILMN_1755548 [Chip: ]; ILMN_2382990 [Chip: ]; ILMN_1727672 [Chip: ]	
3099	0106450440 [Chip: ]; ILMN_1723486 [Chip: ]; ILMN_2156172 [Chip: ]; 0002480739 [Chip: ]	
31	ILMN_1667641 [Chip: ]; 0002100288 [Chip: ]; ILMN_2331636 [Chip: ]; ILMN_1772123 [Chip: ]; 0003440458 [Chip: ]	
3101	0000430040 [Chip: ]; ILMN_1670302 [Chip: ]	
314	0002100020 [Chip: ]; ILMN_1799863 [Chip: ]; ILMN_2405185 [Chip: ]; ILMN_1741431 [Chip: ]	
3141	0002970113 [Chip: ]; ILMN_1792669 [Chip: ]; ILMN_2191402 [Chip: ]	
3145	ILMN_1685954 [Chip: ]; ILMN_1694476 [Chip: ]; 0004120138 [Chip: ]; ILMN_1726306 [Chip: ]	
3155	0003780341 [Chip: ]; ILMN_2122420 [Chip: ]; ILMN_1714157 [Chip: ]; ILMN_1777523 [Chip: ]; ILMN_1653765 [Chip: ]; ILMN_1688095 [Chip: ]	
3156	0005900324 [Chip: ]	
3157	0001690433 [Chip: ]; ILMN_1797728 [Chip: ]	
3158	ILMN_1815203 [Chip: ]; 0005860059 [Chip: ]	
316	0003710193 [Chip: ]; ILMN_1767113 [Chip: ]	
3162	0006180100 [Chip: ]; ILMN_1800512 [Chip: ]	
3163	0004590288 [Chip: ]; ILMN_1658807 [Chip: ]	
3176	ILMN_2284744 [Chip: ]; ILMN_1790881 [Chip: ]; ILMN_1751789 [Chip: ]; ILMN_1705984 [Chip: ]; ILMN_1713685 [Chip: ]	
3177	ILMN_1730809 [Chip: ]	
318	ILMN_2349444 [Chip: ]; 0003120019 [Chip: ]; 0006980014 [Chip: ]; ILMN_1778347 [Chip: ]	
32	ILMN_1763852 [Chip: ]	
3242	ILMN_1781126 [Chip: ]; 0002640044 [Chip: ]	
3251	ILMN_2056975 [Chip: ]	
3283	ILMN_1780693 [Chip: ]; 0004730079 [Chip: ]	
3284	0002030270 [Chip: ]; ILMN_1733462 [Chip: ]	
3290	ILMN_2389501 [Chip: ]; 0003520026 [Chip: ]; 0004730347 [Chip: ]; ILMN_2389506 [Chip: ]; ILMN_1751879 [Chip: ]; ILMN_1811370 [Chip: ]	
3291	0006940377 [Chip: ]; 0102480309 [Chip: ]; ILMN_1813350 [Chip: ]	
3292	ILMN_1773623 [Chip: ]; ILMN_1780045 [Chip: ]; 0002630093 [Chip: ]; 0103170672 [Chip: ]	
3293	0002850332 [Chip: ]; ILMN_1765954 [Chip: ]	
3294	ILMN_1808713 [Chip: ]; 0000870086 [Chip: ]	
3295	ILMN_1673795 [Chip: ]; ILMN_1789897 [Chip: ]; ILMN_3239580 [Chip: ]; 0000070739 [Chip: ]	
33	0002630270 [Chip: ]; ILMN_1660890 [Chip: ]	
3340	0002120609 [Chip: ]; ILMN_1807283 [Chip: ]	
335	ILMN_1690884 [Chip: ]; 0005270020 [Chip: ]	
337876	ILMN_1740407 [Chip: ]; 0002510438 [Chip: ]	
338	0004200373 [Chip: ]; ILMN_1664024 [Chip: ]	
339221	0001660164 [Chip: ]; ILMN_2130468 [Chip: ]; ILMN_1675413 [Chip: ]	
34	ILMN_1778104 [Chip: ]; 0005080068 [Chip: ]; ILMN_2053679 [Chip: ]	
340024	ILMN_3184670 [Chip: ]; 0106400575 [Chip: ]; ILMN_3259884 [Chip: ]; 0006290575 [Chip: ]; ILMN_1724021 [Chip: ]	
341	0002570398 [Chip: ]; ILMN_1789007 [Chip: ]	
3417	0001340671 [Chip: ]; ILMN_1696432 [Chip: ]; ILMN_2091347 [Chip: ]	
3418	0001660156 [Chip: ]; ILMN_1751753 [Chip: ]	
3419	ILMN_1698533 [Chip: ]; 0006220184 [Chip: ]	
341947	0006110746 [Chip: ]; ILMN_1744432 [Chip: ]	
3420	0000070100 [Chip: ]; ILMN_1721669 [Chip: ]; 0002650170 [Chip: ]; ILMN_2373632 [Chip: ]; ILMN_1774152 [Chip: ]; ILMN_1810400 [Chip: ]	
3421	ILMN_1682762 [Chip: ]; 0000840053 [Chip: ]; 0003390168 [Chip: ]	
3422	0006220064 [Chip: ]; ILMN_1755075 [Chip: ]	
3423	ILMN_1815445 [Chip: ]; 0003440427 [Chip: ]; ILMN_1758626 [Chip: ]; ILMN_1889451 [Chip: ]; ILMN_1798448 [Chip: ]; 0005910438 [Chip: ]; 0000870332 [Chip: ]	
3425	0006350025 [Chip: ]	
343	0000110450 [Chip: ]; ILMN_1713462 [Chip: ]	
344	ILMN_1802923 [Chip: ]; ILMN_1765605 [Chip: ]; 0004150082 [Chip: ]; 0004610440 [Chip: ]	
345	0000510019 [Chip: ]; ILMN_1722070 [Chip: ]	
347734	0003800039 [Chip: ]; ILMN_1789001 [Chip: ]; 0103390735 [Chip: ]	
348	0001090075 [Chip: ]; ILMN_1740938 [Chip: ]	
349565	ILMN_2153485 [Chip: ]; ILMN_1665123 [Chip: ]; 0002480242 [Chip: ]	
35	0004920390 [Chip: ]	
353	ILMN_1722491 [Chip: ]	
358	0005700441 [Chip: ]; ILMN_1776857 [Chip: ]; ILMN_1815081 [Chip: ]; 0000840041 [Chip: ]; ILMN_1681103 [Chip: ]	
359	0005700129 [Chip: ]; ILMN_1732149 [Chip: ]; ILMN_1773743 [Chip: ]	
36	ILMN_1740920 [Chip: ]; 0005290056 [Chip: ]; ILMN_1850115 [Chip: ]	
361	0004150088 [Chip: ]; ILMN_1676649 [Chip: ]; 0004150619 [Chip: ]; 0002970040 [Chip: ]; ILMN_1747683 [Chip: ]	
3612	0000630348 [Chip: ]; ILMN_1758811 [Chip: ]; 0105890372 [Chip: ]	
3613	0006220524 [Chip: ]; ILMN_2094061 [Chip: ]; ILMN_1727639 [Chip: ]	
3614	ILMN_1676515 [Chip: ]; 0000070161 [Chip: ]; 0002190594 [Chip: ]; ILMN_1690343 [Chip: ]; ILMN_2388363 [Chip: ]; ILMN_3306977 [Chip: ]	
3615	0002970452 [Chip: ]; ILMN_1705737 [Chip: ]	
362	0006180088 [Chip: ]	
3620	0000770446 [Chip: ]; ILMN_3239965 [Chip: ]; ILMN_1656310 [Chip: ]	
3628	0002970292 [Chip: ]; ILMN_1667239 [Chip: ]	
3631	0002570551 [Chip: ]; 0004670035 [Chip: ]; ILMN_1902209 [Chip: ]	
3632	ILMN_1735224 [Chip: ]; ILMN_1749269 [Chip: ]; ILMN_1664608 [Chip: ]; 0103170315 [Chip: ]; ILMN_1719273 [Chip: ]; 0002340039 [Chip: ]	
3633	0101410672 [Chip: ]; 0001580538 [Chip: ]; ILMN_1810116 [Chip: ]	
3635	0000360068 [Chip: ]; ILMN_1749920 [Chip: ]; ILMN_1676783 [Chip: ]; ILMN_1744212 [Chip: ]	
3636	0004810142 [Chip: ]; ILMN_1728426 [Chip: ]	
3658	0000870070 [Chip: ]; ILMN_1726554 [Chip: ]	
366	0003440047 [Chip: ]; ILMN_1715068 [Chip: ]	
37	ILMN_1806408 [Chip: ]; ILMN_2263466 [Chip: ]; 0007050139 [Chip: ]; ILMN_2352009 [Chip: ]	
3704	0000050692 [Chip: ]; ILMN_2407482 [Chip: ]; ILMN_1718334 [Chip: ]	
3706	ILMN_1776516 [Chip: ]; 0002100427 [Chip: ]	
3707	ILMN_1700432 [Chip: ]; 0005890433 [Chip: ]	
3712	0005570398 [Chip: ]; ILMN_1724207 [Chip: ]	
373156	ILMN_1725241 [Chip: ]; 0000520332 [Chip: ]	
374291	0002370129 [Chip: ]; ILMN_1669966 [Chip: ]	
374569	ILMN_3246037 [Chip: ]; ILMN_3310950 [Chip: ]; 0005720736 [Chip: ]	
374907	0005550411 [Chip: ]; ILMN_1741389 [Chip: ]	
375056	ILMN_1672043 [Chip: ]; ILMN_2312906 [Chip: ]	
3764	0004200154 [Chip: ]; ILMN_1735779 [Chip: ]	
376497	0000610156 [Chip: ]; 0001780750 [Chip: ]; ILMN_1787718 [Chip: ]	
3767	ILMN_1726679 [Chip: ]; 0000610494 [Chip: ]; ILMN_1699057 [Chip: ]	
377677	ILMN_1802414 [Chip: ]; 0003360040 [Chip: ]	
377841	ILMN_1706056 [Chip: ]; ILMN_2298988 [Chip: ]; 0003870048 [Chip: ]; ILMN_2416019 [Chip: ]	
3795	0002970601 [Chip: ]; 0003850100 [Chip: ]; 0005550154 [Chip: ]; 0005670167 [Chip: ]; ILMN_1678173 [Chip: ]; ILMN_1717888 [Chip: ]; ILMN_1706690 [Chip: ]; ILMN_1710916 [Chip: ]	
38	-	
383	0002810563 [Chip: ]; ILMN_1812281 [Chip: ]	
384	ILMN_1800898 [Chip: ]	
386757	ILMN_1707414 [Chip: ]; ILMN_1814229 [Chip: ]; ILMN_1654917 [Chip: ]; ILMN_1704446 [Chip: ]; 0004200605 [Chip: ]	
387775	ILMN_1772557 [Chip: ]; 0006020215 [Chip: ]; ILMN_1797119 [Chip: ]; ILMN_1768278 [Chip: ]	
387893	ILMN_3249006 [Chip: ]; ILMN_1651936 [Chip: ]; ILMN_3208881 [Chip: ]	
389015	0003850079 [Chip: ]; ILMN_1701975 [Chip: ]; 0102630026 [Chip: ]; ILMN_2112730 [Chip: ]; 0000510341 [Chip: ]	
39	ILMN_1708672 [Chip: ]; 0001050619 [Chip: ]; ILMN_2133799 [Chip: ]	
3906	ILMN_1728255 [Chip: ]; 0004670563 [Chip: ]	
3931	ILMN_1815102 [Chip: ]; 0006350088 [Chip: ]	
3938	ILMN_1749026 [Chip: ]; 0003120605 [Chip: ]; ILMN_2046073 [Chip: ]	
3939	0004730193 [Chip: ]; ILMN_3249748 [Chip: ]; ILMN_1807106 [Chip: ]; ILMN_3251145 [Chip: ]	
3945	0006590551 [Chip: ]; ILMN_1728132 [Chip: ]	
3948	ILMN_1745043 [Chip: ]; ILMN_2326324 [Chip: ]; 0003800184 [Chip: ]	
3988	0101660373 [Chip: ]; 0004060068 [Chip: ]; ILMN_1718063 [Chip: ]	
3990	ILMN_1812700 [Chip: ]; ILMN_2218002 [Chip: ]; 0003360519 [Chip: ]	
3992	ILMN_3308622 [Chip: ]; ILMN_1670134 [Chip: ]; 0007050132 [Chip: ]; 0100130102 [Chip: ]	
4017	0000670215 [Chip: ]; ILMN_1656802 [Chip: ]	
4023	0003130021 [Chip: ]; ILMN_1786444 [Chip: ]	
4025	ILMN_1670767 [Chip: ]; 0001500114 [Chip: ]	
4035	0001050494 [Chip: ]; ILMN_1669772 [Chip: ]	
4036	0000870041 [Chip: ]; ILMN_1723443 [Chip: ]	
4047	ILMN_1658271 [Chip: ]; ILMN_1687863 [Chip: ]; 0000870017 [Chip: ]; ILMN_1753269 [Chip: ]; ILMN_1715024 [Chip: ]	
4048	ILMN_1690342 [Chip: ]; 0006840632 [Chip: ]	
4051	ILMN_2089484 [Chip: ]; ILMN_3251260 [Chip: ]; 0005080110 [Chip: ]	
4056	ILMN_1813335 [Chip: ]; 0000060041 [Chip: ]; ILMN_1668247 [Chip: ]; 0000670619 [Chip: ]	
410	0006550441 [Chip: ]; ILMN_2047240 [Chip: ]	
411	ILMN_1712587 [Chip: ]; 0006840133 [Chip: ]; ILMN_1668727 [Chip: ]; ILMN_1722045 [Chip: ]; ILMN_1683312 [Chip: ]	
412	ILMN_1778956 [Chip: ]; 0004570040 [Chip: ]	
4121	ILMN_1742187 [Chip: ]; 0000510142 [Chip: ]	
4122	0002470332 [Chip: ]; ILMN_1815148 [Chip: ]	
4123	0003290079 [Chip: ]; ILMN_1717552 [Chip: ]	
4124	0006370133 [Chip: ]; ILMN_2147435 [Chip: ]; ILMN_2147440 [Chip: ]; ILMN_1809402 [Chip: ]	
4125	-	
4126	0006370288 [Chip: ]; ILMN_1800733 [Chip: ]	
4128	ILMN_1663640 [Chip: ]; ILMN_3238159 [Chip: ]; ILMN_1883352 [Chip: ]; 0002970494 [Chip: ]	
4129	ILMN_1727360 [Chip: ]; 0003060373 [Chip: ]	
4143	0002450332 [Chip: ]; ILMN_1767657 [Chip: ]	
4144	ILMN_1737298 [Chip: ]; 0001450592 [Chip: ]	
4166	ILMN_1670881 [Chip: ]	
4190	0000430131 [Chip: ]	
4191	ILMN_2079004 [Chip: ]; ILMN_1694795 [Chip: ]	
4199	0000450400 [Chip: ]; ILMN_1736042 [Chip: ]	
4200	0006770079 [Chip: ]; ILMN_2048636 [Chip: ]; ILMN_1675186 [Chip: ]	
4245	0003800731 [Chip: ]; ILMN_3272689 [Chip: ]; ILMN_3186439 [Chip: ]; ILMN_3239087 [Chip: ]; ILMN_1761912 [Chip: ]; ILMN_1899760 [Chip: ]	
4247	ILMN_1690925 [Chip: ]; ILMN_2346831 [Chip: ]; ILMN_1739151 [Chip: ]; ILMN_2342240 [Chip: ]; ILMN_1735751 [Chip: ]	
4248	ILMN_1818487 [Chip: ]; ILMN_1853824 [Chip: ]; ILMN_1766475 [Chip: ]	
4249	ILMN_1731049 [Chip: ]; 0104230484 [Chip: ]; 0002320575 [Chip: ]; ILMN_3238058 [Chip: ]	
4257	0003450093 [Chip: ]; ILMN_1781952 [Chip: ]; 0000520519 [Chip: ]; ILMN_1803033 [Chip: ]; ILMN_1694849 [Chip: ]; 0003710731 [Chip: ]; 0002470039 [Chip: ]; ILMN_2355168 [Chip: ]; ILMN_1687387 [Chip: ]	
4258	0006100128 [Chip: ]; ILMN_1802027 [Chip: ]	
4259	0000610279 [Chip: ]	
427	ILMN_1655509 [Chip: ]; 0002760242 [Chip: ]; 0005570021 [Chip: ]; 0005860138 [Chip: ]; ILMN_1684054 [Chip: ]	
4284	ILMN_1676490 [Chip: ]; ILMN_1715921 [Chip: ]; 0004920332 [Chip: ]	
43	0002690309 [Chip: ]; ILMN_1780485 [Chip: ]; ILMN_1669291 [Chip: ]; ILMN_2333219 [Chip: ]	
4329	ILMN_1785284 [Chip: ]; ILMN_2096985 [Chip: ]; 0000770300 [Chip: ]	
435	0001410451 [Chip: ]; ILMN_2379393 [Chip: ]; ILMN_1685037 [Chip: ]; ILMN_1685142 [Chip: ]	
4351	ILMN_1849485 [Chip: ]; 0002100670 [Chip: ]; ILMN_1761262 [Chip: ]	
4353	ILMN_1705183 [Chip: ]; 0006760139 [Chip: ]	
4357	0003290288 [Chip: ]; ILMN_1764596 [Chip: ]; ILMN_1800096 [Chip: ]; ILMN_1672879 [Chip: ]	
4363	0002260253 [Chip: ]; ILMN_2335302 [Chip: ]; ILMN_1802404 [Chip: ]	
438	0007050040 [Chip: ]; ILMN_1690595 [Chip: ]	
440	0006550315 [Chip: ]; ILMN_1796417 [Chip: ]; ILMN_2398107 [Chip: ]	
441024	0103850400 [Chip: ]; ILMN_1652434 [Chip: ]	
443	0005900438 [Chip: ]; ILMN_1692824 [Chip: ]	
445	ILMN_1688234 [Chip: ]; ILMN_1708778 [Chip: ]; 0000450184 [Chip: ]; ILMN_2395451 [Chip: ]	
4507	ILMN_1753639 [Chip: ]	
4512	0004610400 [Chip: ]; 0001050097 [Chip: ]; 0001170735 [Chip: ]	
4513	0000450102 [Chip: ]; 0001170735 [Chip: ]; 0004610400 [Chip: ]	
4514	0002030039 [Chip: ]; 0003190746 [Chip: ]	
4519	-	
4522	0104200128 [Chip: ]; 0007050500 [Chip: ]	
4524	0006520128 [Chip: ]; ILMN_1731434 [Chip: ]; ILMN_1734830 [Chip: ]	
4535	0004920075 [Chip: ]; 0005910053 [Chip: ]	
4536	0004920075 [Chip: ]	
4537	0004230487 [Chip: ]; 0002030039 [Chip: ]; 0003190746 [Chip: ]	
4538	0004230487 [Chip: ]	
4539	0002030039 [Chip: ]; 0003190746 [Chip: ]; 0004230487 [Chip: ]	
4540	0003830041 [Chip: ]	
4541	0001090670 [Chip: ]; ILMN_3308961 [Chip: ]	
4548	ILMN_1815141 [Chip: ]; ILMN_1670801 [Chip: ]; 0001090731 [Chip: ]	
4594	ILMN_1785113 [Chip: ]; 0006380484 [Chip: ]	
4597	0106840497 [Chip: ]; ILMN_1657550 [Chip: ]	
4598	0001660358 [Chip: ]; ILMN_1786310 [Chip: ]	
4668	ILMN_1784651 [Chip: ]; ILMN_1670734 [Chip: ]; 0001500095 [Chip: ]	
4669	ILMN_1694980 [Chip: ]; 0002370286 [Chip: ]	
4694	ILMN_1784286 [Chip: ]; 0004060010 [Chip: ]	
4695	ILMN_1767123 [Chip: ]; ILMN_3243890 [Chip: ]; 0006550154 [Chip: ]	
4696	0104010053 [Chip: ]	
4697	0001990528 [Chip: ]; ILMN_1751258 [Chip: ]	
4698	ILMN_1824709 [Chip: ]; 0002900609 [Chip: ]; ILMN_1759973 [Chip: ]; ILMN_1764095 [Chip: ]	
47	ILMN_1749014 [Chip: ]; 0005700037 [Chip: ]; ILMN_2371379 [Chip: ]	
4700	ILMN_1662458 [Chip: ]; ILMN_3238269 [Chip: ]; 0001500463 [Chip: ]	
4701	0003290400 [Chip: ]; ILMN_1675239 [Chip: ]	
4702	0005890647 [Chip: ]; ILMN_1759729 [Chip: ]	
4704	0006290079 [Chip: ]; ILMN_1760741 [Chip: ]; ILMN_1886478 [Chip: ]	
4705	ILMN_1791119 [Chip: ]; 0002850239 [Chip: ]; ILMN_3240326 [Chip: ]; 0103940048 [Chip: ]; ILMN_1758640 [Chip: ]	
4706	ILMN_1755521 [Chip: ]; ILMN_2179018 [Chip: ]	
4707	ILMN_1724367 [Chip: ]	
4708	ILMN_2117330 [Chip: ]; 0004120132 [Chip: ]	
4709	ILMN_1718428 [Chip: ]	
471	-	
4710	ILMN_1668027 [Chip: ]; ILMN_1770589 [Chip: ]; 0005290347 [Chip: ]; ILMN_1721719 [Chip: ]	
4711	0005890048 [Chip: ]; ILMN_1807397 [Chip: ]	
4712	ILMN_1763147 [Chip: ]; ILMN_2369924 [Chip: ]; 0000840039 [Chip: ]	
4713	0007100039 [Chip: ]	
4714	ILMN_1661170 [Chip: ]	
4715	0005290138 [Chip: ]; ILMN_3243859 [Chip: ]; ILMN_1666326 [Chip: ]	
4716	0004280408 [Chip: ]; ILMN_1811754 [Chip: ]	
4717	ILMN_2072101 [Chip: ]; ILMN_3236160 [Chip: ]	
4718	0006510519 [Chip: ]; ILMN_1694274 [Chip: ]	
4719	ILMN_1728810 [Chip: ]; 0001780092 [Chip: ]; ILMN_3221072 [Chip: ]	
4720	0006370286 [Chip: ]; ILMN_1789342 [Chip: ]	
4722	ILMN_3236945 [Chip: ]; 0003840164 [Chip: ]; ILMN_1756355 [Chip: ]; 0002350372 [Chip: ]	
4723	0000630332 [Chip: ]	
4724	0000670021 [Chip: ]	
4725	0005570324 [Chip: ]; ILMN_1776104 [Chip: ]	
4726	0000060707 [Chip: ]; ILMN_1706765 [Chip: ]	
4728	0002510687 [Chip: ]; ILMN_1794132 [Chip: ]	
4729	0005570162 [Chip: ]	
