PROBE_ID	cal27_1	cal27_2	cal27_3
ILMN_3249050	4.41075	5.19522	4.89083
ILMN_3242975	4.32442	5.27857	4.55555
ILMN_1767355	4.81678	5.28315	5.31584
ILMN_1658405	5.23929	5.40648	5.72839
ILMN_1691662	4.37032	3.71235	4.86337
ILMN_3243914	5.2213	4.97349	5.11592
ILMN_3262250	5.8629	6.05365	6.25602
ILMN_3185784	6.19844	5.85362	6.39901
ILMN_3268883	5.2122	4.54458	4.93712
ILMN_3176875	4.63377	4.2082	4.12416
ILMN_3273383	5.35631	5.28808	5.3349
ILMN_3255673	5.19055	4.55741	5.24381
ILMN_3271785	5.22952	5.15867	5.3273
ILMN_3183806	5.40744	5.39427	5.15318
ILMN_3243616	5.21014	4.88393	5.45352
ILMN_3187497	5.34553	4.88245	4.79458
ILMN_3271204	5.63879	5.8103	5.61723
ILMN_3188806	4.76277	5.51509	4.92551
ILMN_3185204	5.13199	5.22002	5.69176
ILMN_3261668	4.71754	4.49254	4.72621
ILMN_3257995	4.21172	4.8595	5.07015
ILMN_3193736	4.99166	5.08623	4.69821
ILMN_3273078	4.941	4.81666	4.7273
ILMN_3181333	5.29482	5.20959	4.99595
ILMN_3179038	4.44255	4.96173	4.47806
ILMN_3177122	4.40318	4.38194	4.99773
ILMN_3269572	5.43026	5.29796	4.82295
ILMN_3258772	4.90519	5.3284	4.8181
ILMN_3188005	6.46344	6.99849	6.9828
ILMN_3176771	5.50428	5.04021	5.74387
ILMN_3253235	4.9872	4.92326	5.43494
ILMN_3252941	8.63103	8.67631	8.70508
ILMN_3270511	4.7916	4.96015	4.16564
ILMN_3270661	4.96171	4.42899	5.0992
ILMN_3187869	4.48662	4.65337	4.73352
ILMN_3194949	5.78496	4.55336	5.19918
ILMN_3271412	6.28943	5.8906	5.70968
ILMN_3273317	4.73242	4.97738	4.5304
ILMN_3258262	5.0744	5.24719	4.91577
ILMN_3179946	5.23297	5.35429	5.76148
ILMN_3183383	4.5915	4.57148	5.32034
ILMN_3273890	5.48277	5.0587	5.00231
ILMN_3191780	4.88054	4.3653	4.90918
ILMN_3259920	5.45225	4.97617	4.72292
ILMN_3230370	5.43819	5.10644	5.38933
ILMN_3273286	4.73896	4.6246	4.92793
ILMN_3258283	4.70646	5.77906	5.77783
ILMN_3190604	4.25676	4.65711	4.9554
ILMN_3267074	5.1824	4.80785	5.12426
ILMN_3269797	4.27225	4.79968	3.86026
ILMN_3253857	4.84931	5.15586	4.37842
ILMN_3184894	4.2633	4.78761	5.10533
ILMN_3177974	5.73028	5.45018	5.07142
ILMN_3187425	9.29135	9.03715	8.96589
ILMN_3270378	5.41268	5.49328	4.99324
ILMN_3193911	8.75435	8.29166	8.62791
ILMN_3193142	4.55341	4.79738	4.45541
ILMN_3273885	4.7757	5.00629	5.33962
ILMN_3187619	4.70084	4.63902	5.04865
ILMN_3263363	5.03205	5.07964	4.81596
ILMN_3272465	4.81689	4.94734	5.31606
ILMN_3181457	4.89111	5.02044	4.74504
ILMN_3264164	4.93756	4.47903	4.98671
ILMN_3187694	5.53217	5.06933	5.23857
ILMN_3262025	12.7056	12.6948	12.7749
ILMN_3252771	6.14204	5.82266	5.4108
ILMN_3186410	5.80973	5.58837	5.25327
ILMN_3262876	5.50275	5.13806	5.26973
ILMN_3235239	5.30304	5.155	5.07092
ILMN_3180807	5.56634	4.53747	5.12937
ILMN_3257273	5.84573	5.27567	5.54756
ILMN_3179891	7.34603	7.85361	8.38499
ILMN_3261273	5.74025	5.22255	4.96905
ILMN_3187894	4.7139	4.47437	4.62303
ILMN_3187545	4.90187	4.90745	4.99386
ILMN_3184512	5.16266	5.00469	5.25218
ILMN_3255903	4.84966	4.95375	4.75177
ILMN_3187254	6.2338	6.39101	6.77806
ILMN_3265783	4.32036	4.13304	4.48143
ILMN_3267024	4.77695	4.87557	4.89049
ILMN_3184664	4.40143	5.22385	4.82408
ILMN_3187698	5.01556	5.11498	4.92277
ILMN_3179823	5.26492	4.95275	5.21761
ILMN_3255735	5.59056	4.90415	5.52631
ILMN_3178680	5.28996	4.84463	4.26201
ILMN_3179562	5.02812	5.01311	5.16407
ILMN_3256024	4.97773	5.31029	4.20734
ILMN_3260337	5.24002	5.4231	5.20203
ILMN_3191940	4.65711	4.84229	4.7488
ILMN_3260281	4.78563	5.3548	5.00789
ILMN_3195372	8.21847	8.33911	8.29818
ILMN_3262454	5.82864	5.7321	4.99939
ILMN_3188076	9.43516	9.70767	9.10674
ILMN_3264543	7.68146	7.55119	7.08299
ILMN_3260286	10.0179	10.0825	10.0726
ILMN_3271706	4.46658	4.50435	4.39607
ILMN_3182034	5.16048	5.2379	5.23808
ILMN_3272545	5.08115	4.11838	4.38404
ILMN_3267523	5.14315	5.09838	4.73135
ILMN_3182877	4.6416	4.90555	4.9531
ILMN_3180855	5.033	5.24995	5.40098
ILMN_3192813	4.1169	5.1277	4.78677
ILMN_3268414	3.97171	4.76616	5.11618
ILMN_3187612	11.4992	11.496	11.2575
ILMN_3260618	11.1934	11.1874	11.3309
ILMN_3180196	9.81561	9.51593	9.35631
ILMN_3261576	4.28655	4.64255	4.62655
ILMN_3269191	5.23254	5.34523	5.18057
ILMN_3273252	5.00915	5.43265	5.20158
ILMN_3268938	5.00173	5.15569	5.12782
ILMN_3179148	5.12799	4.91076	4.59374
ILMN_3184978	4.62874	4.95592	5.16346
ILMN_3261439	9.50005	8.66718	8.7177
ILMN_3194797	5.04387	4.21944	4.47618
ILMN_3178585	4.56192	4.90879	4.50299
ILMN_3252901	5.33638	5.0225	4.87365
ILMN_3242507	4.62308	5.22044	3.78553
ILMN_3271081	6.54044	6.39406	6.40152
ILMN_3178553	6.94352	5.96884	6.47897
ILMN_3269812	5.41465	5.37092	5.64784
ILMN_3257482	5.13843	5.8078	4.87675
ILMN_3254515	4.49224	4.88556	4.5329
ILMN_3178058	5.07894	5.03303	4.96462
ILMN_3262413	5.13332	5.1267	4.82698
ILMN_3175669	4.04262	4.88681	4.91373
ILMN_3272977	5.90516	4.37032	4.89879
ILMN_3179358	5.33369	4.9158	5.10266
ILMN_3271300	5.11376	4.76872	4.96758
ILMN_3263656	4.9857	4.79451	5.02687
ILMN_3182893	5.89913	5.24623	4.96928
ILMN_3257564	5.09237	5.61796	5.29463
ILMN_3237165	4.90643	4.7769	5.30407
ILMN_3258594	4.90627	4.97259	5.34378
ILMN_3270248	4.82829	4.45767	4.84975
ILMN_3259096	4.67787	4.53131	4.19163
ILMN_3255699	4.47733	5.00981	4.95769
ILMN_3266399	4.91434	5.10079	5.18122
ILMN_3239920	5.33603	4.81239	4.6041
ILMN_3176746	6.4603	6.82081	6.54972
ILMN_3266964	5.68525	5.5543	5.64263
ILMN_3255679	5.23984	5.94876	5.99987
ILMN_3193299	5.27968	4.49167	5.51096
ILMN_3266666	11.4034	11.0452	11.5794
ILMN_3189518	4.70282	4.54741	4.97456
ILMN_3269310	4.85544	5.00563	4.99306
ILMN_3263393	5.28542	4.84485	5.62037
ILMN_3252724	5.50608	5.68003	5.30541
ILMN_3193238	4.75639	4.67954	4.72335
ILMN_3270429	5.34857	4.89103	5.49317
ILMN_3189621	6.20893	7.2146	7.00966
ILMN_3265824	5.18134	5.44936	5.1064
ILMN_3266506	5.05562	4.06849	4.90093
ILMN_3175358	5.92505	5.51383	4.41827
ILMN_3188655	4.66204	4.809	4.90819
ILMN_3264651	5.11519	4.76465	4.77934
ILMN_3188180	5.53913	5.2251	5.11305
ILMN_3184980	4.74636	5.05778	4.40713
ILMN_3268403	4.77218	4.73584	4.84113
ILMN_3255805	5.04248	4.94679	4.45401
ILMN_3253646	4.91961	5.37639	5.39739
ILMN_3193186	4.94043	5.28861	4.95916
ILMN_3269652	4.82059	5.32378	5.40289
ILMN_3182017	4.66661	4.3923	4.8386
ILMN_3176840	5.81155	4.83614	5.70004
ILMN_3259251	5.122	5.17354	4.63246
ILMN_3260070	12.586	12.2767	12.0962
ILMN_3191695	11.7447	11.6453	11.8566
ILMN_3232823	4.76914	4.67563	3.92196
ILMN_3233698	4.17492	4.84656	5.14888
ILMN_3176790	5.99331	6.31988	6.55251
ILMN_3259829	4.43101	4.35512	4.17228
ILMN_3184457	4.97689	4.87523	4.74087
ILMN_3260920	4.154	4.81658	4.39224
ILMN_3253787	7.52858	7.23198	7.39466
ILMN_3244821	4.78096	4.62231	4.90995
ILMN_3181284	5.44683	4.33266	4.72286
ILMN_3231433	4.90407	5.34342	5.12419
ILMN_3235637	10.9575	9.46294	9.6483
ILMN_3258027	6.34576	6.265	5.83031
ILMN_3249338	5.74418	5.88219	6.10297
ILMN_3263384	5.04929	4.66275	4.51126
ILMN_3192493	6.71996	6.51329	6.50438
ILMN_3252969	5.37694	5.63706	5.53069
ILMN_3191149	4.61328	4.72704	4.582
ILMN_3267612	4.08	4.80171	5.05474
ILMN_3190417	4.79729	5.62713	5.65477
ILMN_3195497	6.32307	6.49524	6.25048
ILMN_3270922	5.01759	4.2077	4.50975
ILMN_3191971	4.6023	4.8557	4.58325
ILMN_3270021	4.70514	5.42384	4.6677
ILMN_3257496	5.10172	4.83072	4.89365
ILMN_3234291	2.8122	4.37954	5.42734
ILMN_3183620	9.41085	9.77979	9.76994
ILMN_3182005	4.67792	3.79443	4.67063
ILMN_3259726	4.0721	5.16516	3.79157
ILMN_3258951	4.91231	5.14754	5.3653
ILMN_3256986	4.55963	5.0993	5.23874
ILMN_3192482	4.80896	4.88014	4.75834
ILMN_3268954	4.55856	4.59911	4.62881
ILMN_3188467	5.37169	5.2769	5.31259
ILMN_3256789	4.86707	5.04959	5.02541
ILMN_3265761	7.73316	7.55804	7.52916
ILMN_3257233	5.53005	5.04843	5.52737
ILMN_3192102	4.57935	4.7718	5.51744
ILMN_3268165	11.2943	10.9556	10.7488
ILMN_3273431	5.06754	4.75146	5.23351
ILMN_3259741	5.90848	5.73461	5.43358
ILMN_3272826	5.00554	5.10519	4.98885
ILMN_3270760	4.96634	5.35308	5.52511
ILMN_3262960	4.8838	4.64115	5.37937
ILMN_3186497	5.19086	5.11161	5.4682
ILMN_3193560	5.18765	6.07089	5.41742
ILMN_3271065	4.66507	5.3436	5.15447
ILMN_3273788	4.69713	4.63139	4.68454
ILMN_3273990	5.61751	5.66302	4.97631
ILMN_3187133	4.88517	5.58435	5.52743
ILMN_3260388	5.27101	4.64787	5.06778
ILMN_3185087	4.68839	5.12581	5.36948
ILMN_3267162	4.6091	5.29859	4.70428
ILMN_3185045	3.95833	4.98828	5.02148
ILMN_3181473	5.99526	6.3026	6.30371
ILMN_3265228	5.97721	5.78294	5.97361
ILMN_3265147	4.88105	5.40762	5.18453
ILMN_3189113	4.16361	4.87313	3.98338
ILMN_3248207	4.93737	5.19218	5.11869
ILMN_3184148	5.38913	4.38	4.87717
ILMN_3232048	5.36487	4.83952	6.09984
ILMN_3261122	4.69489	5.17303	4.90135
ILMN_3192446	9.2565	8.84889	8.11458
ILMN_3268914	13.0662	13.1118	12.9554
ILMN_3264462	5.21822	5.34071	4.82478
ILMN_3266492	4.92422	4.92576	4.84496
ILMN_3176959	5.57202	5.29133	5.33196
ILMN_3263081	5.27645	5.05378	4.6098
ILMN_3177354	7.46771	7.17611	7.41369
ILMN_3247606	4.71121	4.97355	5.21316
ILMN_3262768	4.89277	4.70282	5.5384
ILMN_3184010	4.80603	4.70002	3.91976
ILMN_3260469	4.94333	4.9554	4.52942
ILMN_3191655	5.71949	5.94694	5.78622
ILMN_3268195	5.68565	5.42804	5.80303
ILMN_3176243	4.98014	4.36823	4.62078
ILMN_3187283	6.90642	6.66619	6.0487
ILMN_3179324	5.72035	5.16001	5.33837
ILMN_3264262	4.81351	4.96804	4.58019
ILMN_3187792	5.83333	6.18254	6.08137
ILMN_3249506	4.76787	5.00052	5.28319
ILMN_3256693	5.19696	5.32109	5.57976
ILMN_3259081	4.85164	5.17914	4.51598
ILMN_3192419	4.82574	5.03561	5.06032
ILMN_3256674	6.47851	7.13133	7.75194
ILMN_3176902	4.86993	4.56774	4.97899
ILMN_3231008	4.14479	4.72614	5.00709
ILMN_3256184	5.6535	5.76043	5.76862
ILMN_3255792	13.1234	12.8177	12.6647
ILMN_3233071	5.15561	4.16737	4.17639
ILMN_3268152	5.43015	5.45765	5.7409
ILMN_3262849	9.14956	8.02103	8.21813
ILMN_3186390	7.22847	6.97067	6.70016
ILMN_3253854	5.14366	4.85056	4.73038
ILMN_3188062	5.88923	5.52453	5.5057
ILMN_3262840	5.55151	4.80164	4.6763
ILMN_3186437	4.88228	5.0545	4.85354
ILMN_3262895	5.26682	4.57185	4.66586
ILMN_3183789	4.67322	5.38879	5.29975
ILMN_3270542	6.94986	6.90854	6.64187
ILMN_3193791	5.44038	5.66121	5.2048
ILMN_3266159	5.76093	5.46052	5.52788
ILMN_3268475	6.34921	6.20136	6.40118
ILMN_3192003	5.49515	4.77368	4.77622
ILMN_3262011	4.81739	4.97952	4.56433
ILMN_3234197	4.12395	4.74662	4.76713
ILMN_3185278	4.65236	4.86356	5.195
ILMN_3259174	5.01068	5.15017	5.19314
ILMN_3182712	5.16472	5.22133	5.27043
ILMN_3252093	5.36722	5.05364	5.54856
ILMN_3271849	5.16593	4.60273	4.40024
ILMN_3269291	5.1248	5.31317	5.15451
ILMN_3255765	4.23377	4.85358	4.84773
ILMN_3179304	5.53036	4.97508	5.49433
ILMN_3269369	4.71503	5.31692	4.9457
ILMN_3267085	4.42084	4.92167	4.64532
ILMN_3254685	4.97127	4.40862	4.54523
ILMN_3237079	5.19455	4.91826	4.31923
ILMN_3258678	4.74984	5.33289	4.80021
ILMN_3182215	5.32174	5.31827	5.51444
ILMN_3185495	4.9104	5.50725	5.61582
ILMN_3261963	5.10625	3.7891	4.14104
ILMN_3264481	4.66269	5.44221	5.26425
ILMN_3175415	7.41956	7.39181	7.06921
ILMN_3251868	4.365	4.74449	4.71418
ILMN_3189652	5.21142	5.02225	5.41206
ILMN_3190442	4.36512	4.34374	4.92085
ILMN_3271625	4.84094	4.51685	3.79443
ILMN_3192687	5.29606	5.29426	5.78992
ILMN_3269154	5.11611	5.10527	5.34809
ILMN_3182402	4.57669	4.5961	4.295
ILMN_3254306	4.52969	4.91882	5.16433
ILMN_3253038	5.22004	5.06763	4.76787
ILMN_3268752	5.29679	5.27591	4.6389
ILMN_3182189	4.70985	4.21631	4.70543
ILMN_3257162	4.63806	4.66292	4.96423
ILMN_3181452	6.72866	6.30282	6.41634
ILMN_3179067	5.83053	5.292	4.97858
ILMN_3251776	4.88524	5.36518	4.7776
ILMN_3235727	4.58547	3.97413	4.71788
ILMN_3183475	4.11414	4.74739	4.95003
ILMN_3254040	5.32211	4.73501	4.90574
ILMN_3190570	5.27954	5.18051	5.75192
ILMN_3263243	4.38461	5.64201	5.10631
ILMN_3186782	5.21928	4.67701	4.57895
ILMN_3273399	4.83636	5.03526	4.86298
ILMN_3177689	4.93363	4.88332	4.99668
ILMN_3254147	5.14121	4.88438	4.85701
ILMN_3253310	4.92804	5.14214	4.79676
ILMN_3185313	5.20005	4.63043	4.97401
ILMN_3261175	5.11577	5.24753	4.73242
ILMN_3251837	5.55158	5.29102	5.451
ILMN_3234152	4.66021	4.26463	4.28446
ILMN_3232908	5.54358	5.05031	5.06973
ILMN_3188342	4.91863	5.19121	5.06011
ILMN_3257342	4.84185	5.25563	4.99453
ILMN_3272723	5.03848	4.62004	5.14707
ILMN_3181828	5.12194	5.08916	5.37264
ILMN_3178298	4.91976	5.24016	5.40744
ILMN_3176954	5.14119	4.85838	5.2175
ILMN_3268083	8.71929	9.00626	8.75846
ILMN_3271711	4.84335	4.13833	5.42083
ILMN_3193231	4.77067	4.70688	4.68619
ILMN_3259973	4.87532	4.03236	3.9946
ILMN_3270368	5.88844	5.83608	5.31379
ILMN_3193903	5.0196	4.90003	5.76553
ILMN_3255555	5.02579	4.87338	5.54433
ILMN_3183065	5.73335	4.28469	4.68975
ILMN_3179628	5.15157	5.01307	5.13111
ILMN_3268398	4.48009	4.32771	4.75487
ILMN_3258717	5.64843	5.09994	4.82321
ILMN_3261747	6.29707	5.41343	5.83254
ILMN_3247452	11.8419	11.9269	11.5687
ILMN_3271218	6.30423	6.54916	6.14873
ILMN_3194755	5.22526	5.0318	5.01001
ILMN_3177323	5.55495	4.40495	4.95471
ILMN_3184595	4.6216	5.37745	5.00527
ILMN_3182822	5.38652	5.7485	5.84817
ILMN_3259283	5.77681	5.37728	5.36061
ILMN_3190337	5.02819	4.25518	4.49783
ILMN_3266802	5.38103	5.01265	4.80104
ILMN_3256636	4.77174	4.65672	5.37708
ILMN_3261554	5.20203	5.01092	4.2
ILMN_3185092	6.51061	7.17821	6.74562
ILMN_3238411	5.27882	5.19559	5.53156
ILMN_3187530	6.15862	6.47828	6.31534
ILMN_3232912	4.69721	4.50074	4.77854
ILMN_3185130	4.5233	5.14142	4.93715
ILMN_3261594	4.82747	5.65408	5.38286
ILMN_3187231	4.93878	4.98821	4.65337
ILMN_3263694	9.42155	9.04752	9.32665
ILMN_3271179	7.39383	7.22322	7.18352
ILMN_3191636	6.08395	6.15839	6.02022
ILMN_3255978	5.00903	5.49782	5.01463
ILMN_3267674	5.42573	5.05413	5.4604
ILMN_3258313	4.0882	5.27572	4.95071
ILMN_3268028	8.77429	8.60899	8.92669
ILMN_3185020	4.74215	4.91015	5.02435
ILMN_3266711	4.43881	5.03865	4.70579
ILMN_3190247	5.28847	4.99668	5.07328
ILMN_3187763	4.88884	4.39489	4.83059
ILMN_3266894	5.63258	5.81473	5.54963
ILMN_3177615	4.77142	4.77404	5.29133
ILMN_3249147	4.31726	4.68649	5.25901
ILMN_3195658	4.99331	5.02214	5.19644
ILMN_3272129	6.21981	5.34737	5.17271
ILMN_3191893	5.36556	5.10682	5.00954
ILMN_3270559	4.89971	5.15856	5.14219
ILMN_3195954	5.46829	5.04982	5.22709
ILMN_3272424	7.52748	7.55461	7.64034
ILMN_3181507	4.43032	3.90839	5.19006
ILMN_3270629	4.88921	4.81782	4.93154
ILMN_3253755	3.78792	5.34197	4.7849
ILMN_3181881	5.27951	5.13199	4.81173
ILMN_3252338	4.77636	4.30445	3.91866
ILMN_3186503	5.39578	4.66602	4.48766
ILMN_3255668	4.90442	4.52391	5.24214
ILMN_3181310	4.81693	5.17722	4.95119
ILMN_3256228	4.58561	4.88891	5.1216
ILMN_3258657	4.69649	4.66661	4.94038
ILMN_3188196	4.71162	5.38108	5.34124
ILMN_3178826	4.17668	4.93298	5.10355
ILMN_3255720	5.19627	4.94846	4.42289
ILMN_3181783	5.48081	5.51266	5.17693
ILMN_3265356	5.19933	4.67036	4.67919
ILMN_3263702	7.19243	7.65269	7.40937
ILMN_3176832	6.27369	6.24352	6.02481
ILMN_3258356	5.37858	6.064	5.44647
ILMN_3262020	5.11169	5.19843	5.13486
ILMN_3177454	4.49853	4.33041	4.32123
ILMN_3191393	4.90289	4.89053	5.25981
ILMN_3178013	4.67383	4.80603	4.53553
ILMN_3254481	5.22505	5.78611	5.11751
ILMN_3269225	4.69926	5.3098	5.40125
ILMN_3269484	7.17054	7.35916	8.51541
ILMN_3252158	5.17974	4.59677	5.40992
ILMN_3179994	5.21041	5.03813	5.56931
ILMN_3268238	4.95925	4.91078	4.85565
ILMN_3191192	4.99293	4.76222	4.87837
ILMN_3190192	4.38487	4.72228	5.12773
ILMN_3266851	4.90763	5.21249	5.25429
ILMN_3259884	5.24998	5.10467	4.92079
ILMN_3184670	5.07708	5.0802	5.35485
ILMN_3187648	5.7384	5.08287	5.22033
ILMN_3274006	5.41508	5.18006	4.41516
ILMN_3182863	4.8288	5.68116	5.21353
ILMN_3259761	4.38624	5.38324	5.09802
ILMN_3272347	5.34302	5.77616	4.95432
ILMN_3270473	6.52508	6.37797	7.01368
ILMN_3176146	7.68886	6.75997	7.60067
ILMN_3267831	5.31391	4.7939	4.93795
ILMN_3259909	4.80652	4.3793	4.70298
ILMN_3253031	4.12997	5.23099	4.48179
ILMN_3194493	4.06036	4.3829	4.86381
ILMN_3267760	12.2014	11.9926	11.8395
ILMN_3274024	4.78987	4.65576	4.69165
ILMN_3273247	3.81779	4.45319	4.90806
ILMN_3272764	5.43571	5.34128	4.81341
ILMN_3196296	4.73451	4.54729	4.88285
ILMN_3191588	4.97255	5.52791	5.50186
ILMN_3192439	5.45687	5.49154	4.47115
ILMN_3268911	5.22428	4.78778	4.95595
ILMN_3254108	5.10461	4.48628	5.39537
ILMN_3191831	4.72107	4.89543	4.46769
ILMN_3264549	4.82555	4.91897	4.47636
ILMN_3185144	4.69222	4.56564	4.73596
ILMN_3247434	4.95971	4.6582	5.2888
ILMN_3267275	4.87727	4.85387	4.93679
ILMN_3268547	4.67313	4.78338	5.00563
ILMN_3182304	4.67302	4.71893	4.80813
ILMN_3262300	4.73217	4.95615	5.06052
ILMN_3180294	6.5264	6.63928	6.17433
ILMN_3190167	5.06174	4.76108	4.58459
ILMN_3256009	5.38463	4.6723	4.70531
ILMN_3194711	5.08279	4.33947	4.70841
ILMN_3234254	4.89001	5.12612	5.06063
ILMN_3253692	4.3724	5.40348	5.15333
ILMN_3186462	5.49537	5.72035	5.00876
ILMN_3256029	5.36383	5.04585	5.12114
ILMN_3179565	5.02808	5.07546	5.30125
ILMN_3184502	4.70098	5.14269	5.10896
ILMN_3267429	4.10775	5.03665	4.5314
ILMN_3191918	5.06811	5.28636	4.88752
ILMN_3193858	5.96039	6.27121	5.84618
ILMN_3197504	4.48281	4.18172	4.98402
ILMN_3263423	6.38501	6.03607	6.4792
ILMN_3267017	12.0252	12.3374	12.0774
ILMN_3256725	4.8467	4.49903	3.63522
ILMN_3252750	5.22988	5.07956	5.21366
ILMN_3256478	6.4159	6.68429	6.99236
ILMN_3259977	4.93055	4.84737	4.87819
ILMN_3180843	4.13899	4.7366	4.04075
ILMN_3260101	5.23972	5.11396	4.85049
ILMN_3269995	4.94462	4.80451	4.86805
ILMN_3185118	4.92469	4.97392	5.39965
ILMN_3267076	4.29861	4.92476	4.91279
ILMN_3189463	4.5826	4.01147	5.15955
ILMN_3238491	5.63425	5.04082	5.67048
ILMN_3176268	4.83649	5.04736	4.66674
ILMN_3269108	4.33052	4.66	4.75055
ILMN_3268932	5.00893	4.88847	4.62316
ILMN_3192377	4.48515	4.68816	5.00385
ILMN_3191369	5.18566	5.25537	5.21329
ILMN_3176561	5.81129	5.87247	6.05008
ILMN_3235051	5.03261	5.02346	5.5511
ILMN_3188174	5.46948	6.29176	6.22315
ILMN_3187836	4.28233	4.92511	4.61266
ILMN_3264308	4.83487	4.43695	5.03883
ILMN_3234081	5.70121	6.38295	6.59591
ILMN_3189972	5.32786	5.09554	4.5792
ILMN_3247743	5.22678	4.75717	5.10801
ILMN_3192780	4.92245	4.92927	4.97683
ILMN_3269245	5.66345	4.73596	4.55178
ILMN_3187554	4.94993	4.37967	4.62102
ILMN_3262263	5.41242	4.10913	4.75401
ILMN_3187758	4.88915	5.25633	5.25515
ILMN_3236481	9.78341	9.58647	9.14881
ILMN_3191239	5.1122	4.58275	4.77016
ILMN_3263601	6.08084	6.44403	6.39128
ILMN_3187470	6.61417	6.27491	6.11675
ILMN_3176937	5.57085	5.63	4.91696
ILMN_3259148	4.01584	4.6648	5.00547
ILMN_3266304	4.37465	4.88694	5.04475
ILMN_3269351	5.11466	5.36937	4.80657
ILMN_3194581	5.04509	5.51739	5.20396
ILMN_3255144	5.3714	5.35259	5.45669
ILMN_3254973	5.31656	5.14483	5.45065
ILMN_3268199	4.73674	5.43893	4.56751
ILMN_3258424	10.7951	10.3801	10.2117
ILMN_3181963	4.91933	4.96228	5.16865
ILMN_3269377	4.88375	3.6794	4.72964
ILMN_3178471	4.58217	5.31852	4.71639
ILMN_3181833	5.07574	5.74361	5.38718
ILMN_3232519	4.9893	4.92371	5.22566
ILMN_3183143	4.60247	5.00554	4.71093
ILMN_3258046	5.84303	5.43828	5.56828
ILMN_3270676	4.70682	5.64351	5.87285
ILMN_3187873	5.0327	5.19038	4.61205
ILMN_3272996	14.2679	14.3884	14.3791
ILMN_3253891	4.83727	3.85694	4.99531
ILMN_3192046	4.56483	4.89192	4.89343
ILMN_3193999	5.63138	5.77891	5.07223
ILMN_3273996	5.56018	5.3631	5.16264
ILMN_3177833	5.15306	5.11654	5.05934
ILMN_3254292	5.30077	5.52425	4.96521
ILMN_3183318	4.28305	5.00246	3.66767
ILMN_3266482	14.5028	14.7148	14.8065
ILMN_3271724	5.2572	4.78015	5.29803
ILMN_3264711	4.7033	4.60035	4.97307
ILMN_3191541	4.16384	4.87295	4.55265
ILMN_3272441	5.26065	4.5652	4.39831
ILMN_3268023	5.33785	4.56192	5.15133
ILMN_3272518	4.86682	5.2048	6.0363
ILMN_3262156	5.23804	5.34062	4.54322
ILMN_3265193	5.55073	5.26695	5.04228
ILMN_3187210	4.2849	5.04447	4.82702
ILMN_3252359	5.68354	5.93185	6.05205
ILMN_3178830	5.11392	5.35503	4.80537
ILMN_3264753	4.82233	5.07938	4.74406
ILMN_3266669	4.85844	4.93723	5.6847
ILMN_3192289	6.13488	5.84717	6.03644
ILMN_3263099	7.58843	7.54325	6.55604
ILMN_3265014	4.89068	4.96118	4.19253
ILMN_3267304	4.47044	5.15535	5.06827
ILMN_3263918	7.47804	7.44586	7.43143
ILMN_3261514	4.51632	4.9023	4.6446
ILMN_3185052	6.20088	5.98979	5.51274
ILMN_3262669	5.18275	5.02812	4.41383
ILMN_3238053	9.47293	8.74906	8.9858
ILMN_3253120	5.11931	4.93845	5.35314
ILMN_3255642	4.25431	4.4128	4.03703
ILMN_3269123	4.76356	4.80155	4.59193
ILMN_3184315	5.6982	5.45909	5.33969
ILMN_3178278	4.32755	5.50089	5.45424
ILMN_3181759	4.27961	5.054	4.52595
ILMN_3268832	5.04752	4.29675	4.08125
ILMN_3191263	5.52389	5.25608	5.04027
ILMN_3261387	4.93899	4.91105	4.71835
ILMN_3191668	4.40295	4.46669	4.67098
ILMN_3192316	8.40732	8.78506	8.32752
ILMN_3268784	4.76323	4.29466	4.93221
ILMN_3260721	4.8783	4.93154	5.14716
ILMN_3259774	5.55789	4.69242	4.94468
ILMN_3267476	5.74798	5.83012	5.49406
ILMN_3253850	3.18558	5.24371	4.22616
ILMN_3259236	4.55992	4.84534	3.61719
ILMN_3260982	4.56715	4.43605	5.54095
ILMN_3184518	5.18327	4.70482	4.96478
ILMN_3191227	8.62384	7.20942	8.63415
ILMN_3265208	4.96269	4.836	4.92476
ILMN_3263940	6.15683	6.27987	5.58239
ILMN_3260111	7.31247	7.11922	7.54275
ILMN_3180420	8.87227	8.28283	8.94949
ILMN_3238067	4.96893	5.36166	4.31049
ILMN_3272227	5.29859	4.28524	5.10502
ILMN_3253314	5.23686	4.91774	4.86547
ILMN_3176853	4.06242	4.62544	4.81789
ILMN_3187273	5.28252	4.93094	4.84989
ILMN_3265183	5.05498	4.62855	5.18134
ILMN_3177042	4.8196	5.1475	5.31763
ILMN_3256017	4.66101	5.33546	4.55897
ILMN_3187741	5.43956	5.44537	4.809
ILMN_3178397	4.6727	4.83707	5.14041
ILMN_3270813	5.47308	6.10954	4.99676
ILMN_3244041	4.58628	4.48061	5.02527
ILMN_3255931	7.86393	7.94498	7.71239
ILMN_3255569	5.16099	5.77306	5.53414
ILMN_3191988	4.93284	4.93179	5.06413
ILMN_3273363	4.87958	4.57021	4.83334
ILMN_3268707	4.47185	4.27678	4.57459
ILMN_3259213	4.72609	5.42573	4.99664
ILMN_3272356	4.71593	5.18981	5.31426
ILMN_3176064	4.28749	4.58842	5.15322
ILMN_3187362	5.5681	4.55289	4.83731
ILMN_3255598	5.87007	5.73382	5.38403
ILMN_3261601	4.53234	5.2796	5.51632
ILMN_3256748	5.11718	5.36247	5.29046
