GENE,PPM
100,19.0
10005,8.0
10007,53.0
100137049,nan
10020,4.0
10026,2.0
100287639,nan
10050,nan
100507855,nan
100526794,nan
10057,nan
10060,nan
10087,3.0
10090,nan
10135,228.0
10157,3.0
10164,nan
10165,71.0
10166,nan
10195,0.34
10201,nan
10229,12.0
10246,nan
10249,nan
10257,0.3
102724197,nan
102724560,nan
10312,1.0
10317,nan
10327,342.0
10331,3.0
1036,nan
10380,27.0
10390,3.0
10396,62.0
1040,nan
10400,nan
10402,nan
10423,7.0
10449,186.0
10455,11.0
10476,205.0
10478,nan
10554,0.91
10555,nan
10558,12.0
10559,nan
1056,nan
10560,nan
10568,nan
10587,113.0
10588,2.0
10599,nan
10606,135.0
10610,nan
10632,1062.0
10654,28.0
10678,nan
10682,10.0
10690,5.0
107,nan
10720,nan
10723,0.47
10724,4.0
10728,208.0
10768,29.0
10786,nan
10797,2.0
108,nan
10840,2.0
10841,nan
10846,nan
10858,nan
10861,nan
10864,nan
10870,nan
10873,1.0
109,nan
10901,21.0
10905,9.0
10919,nan
10935,409.0
10948,nan
10965,nan
10975,30.0
10991,nan
10993,4.0
10998,nan
10999,0.71
11000,29.0
11001,nan
1103,nan
11041,3.0
11046,nan
1109,nan
111,nan
11112,86.0
11136,nan
11164,42.0
1118,4.0
11181,nan
11182,nan
11185,nan
1119,nan
112,nan
1120,8.0
11212,30.0
11226,65.0
11227,12.0
11238,nan
112483,nan
11253,3.0
11254,nan
112611,nan
112724,66.0
11282,nan
11283,nan
11285,nan
113,nan
113026,4.0
11309,nan
113189,nan
11320,nan
113235,nan
113278,nan
11332,27.0
11343,17.0
113451,nan
113675,21.0
114,nan
114112,nan
114134,nan
114805,nan
114971,0.67
115,nan
115019,nan
115111,nan
1152,1204.0
115286,nan
115584,nan
1158,40.0
1159,137.0
1160,52.0
116255,nan
116285,nan
116369,nan
117247,nan
117248,nan
117283,nan
1178,12.0
118881,5.0
12,430.0
1200,142.0
120103,nan
121260,nan
121278,nan
1215,49.0
122481,nan
122622,nan
122970,nan
123041,nan
123099,nan
123745,nan
124,nan
1244,nan
124583,7.0
124637,nan
124935,nan
124975,nan
125,1276.0
125061,3.0
125206,nan
125965,nan
126,921.0
126129,nan
126328,17.0
126410,nan
1267,74.0
126792,0.76
127,7.0
127124,nan
128,158.0
128869,5.0
129607,7.0
129642,nan
129807,nan
13,3.0
130,15.0
130013,nan
130367,nan
130752,nan
131,6.0
1312,62.0
131669,nan
132,41.0
132158,nan
1327,38.0
132789,8.0
1329,275.0
1337,nan
1339,nan
1340,472.0
1345,388.0
134526,nan
1346,43.0
1347,325.0
1349,nan
1350,11.0
1351,nan
135152,nan
1356,47.0
1357,nan
1358,2.0
1371,23.0
1373,33.0
1374,21.0
1375,nan
1376,53.0
137872,4.0
137964,nan
1384,12.0
140679,nan
140838,1.0
142680,1.0
1431,712.0
144193,nan
144195,nan
145226,1.0
146712,nan
1468,11.0
1491,3.0
15,nan
1503,13.0
150763,nan
151531,nan
153201,nan
1537,44.0
154091,nan
1543,nan
1544,nan
1545,nan
1548,nan
1549,nan
1551,nan
155184,nan
1553,nan
1555,nan
1557,nan
1558,nan
1559,nan
1562,4.0
1565,nan
1571,nan
1572,nan
1573,nan
157506,7.0
1576,nan
1577,10.0
1579,nan
158,35.0
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1588,nan
1589,nan
159,70.0
1591,nan
1592,nan
1593,3.0
1594,nan
1595,32.0
159963,nan
160287,nan
1603,328.0
160428,31.0
1606,7.0
1607,nan
160728,nan
1608,nan
160851,nan
1609,0.28
1610,nan
1621,nan
1622,487.0
162417,nan
162466,nan
1629,83.0
1632,151.0
1633,8.0
1635,26.0
1636,6.0
1638,nan
1644,44.0
1645,nan
1650,167.0
166012,nan
1666,226.0
166785,15.0
169355,nan
170712,nan
171425,6.0
1716,nan
1717,4.0
1718,10.0
1719,1.0
1723,30.0
1727,187.0
1737,27.0
1738,188.0
1743,507.0
175,6.0
1757,0.46
178,2.0
1786,1.0
1787,nan
1788,nan
1789,nan
1798,8.0
18,11.0
1800,nan
1806,4.0
1807,nan
1808,403.0
1809,170.0
1811,nan
1836,nan
1841,43.0
1854,17.0
189,nan
1890,351.0
1891,214.0
1892,280.0
19,nan
191,796.0
192134,nan
195814,16.0
1962,7.0
196743,nan
196883,nan
197257,72.0
197258,18.0
199974,nan
200010,nan
200576,nan
201288,nan
2023,5777.0
2026,69.0
2027,nan
203,54.0
2030,nan
204,375.0
205,42.0
2052,154.0
2053,8.0
206358,nan
2098,140.0
210,86.0
2108,432.0
2109,404.0
211,nan
2110,124.0
212,nan
213,70176.0
2131,nan
2132,nan
2134,nan
2135,nan
2137,nan
2147,54.0
215,nan
216,829.0
2168,48.0
217,1785.0
218,422.0
2180,23.0
2181,22.0
2182,17.0
2184,36.0
219,205.0
2194,32.0
220,13.0
2203,79.0
221,1.0
221823,nan
222,nan
2222,9.0
2224,71.0
222537,nan
223,347.0
2235,26.0
224,60.0
2243,106.0
225,nan
226,1308.0
2271,173.0
22856,nan
229,108.0
22928,38.0
22929,23.0
22934,18.0
22978,22.0
230,161.0
23007,11.0
23057,nan
231,95.0
23169,nan
23205,nan
23236,nan
2326,nan
2327,nan
2328,26.0
2329,nan
2330,22.0
23305,nan
23315,nan
23382,17.0
23396,nan
23417,38.0
23428,3.0
23430,nan
23439,nan
23443,nan
23464,nan
23475,19.0
23478,40.0
2348,nan
23483,nan
23498,64.0
2350,5.0
2352,nan
23530,143.0
23533,nan
23539,nan
23545,nan
23556,nan
2356,nan
23563,nan
23600,nan
23632,nan
23657,nan
23743,nan
23761,nan
239,nan
240,14.0
242,nan
245972,2.0
245973,nan
246,7.0
246213,nan
247,nan
248,nan
249,nan
2495,127.0
250,nan
251,nan
2512,128.0
2517,45.0
2519,3.0
2523,nan
2525,nan
2530,2.0
2531,18.0
253430,nan
2538,nan
2539,82.0
2542,nan
2548,16.0
256435,nan
257068,nan
2571,nan
2572,nan
257202,nan
25769,nan
25796,192.0
2581,nan
2582,109.0
25828,nan
2583,nan
25830,nan
2584,40.0
2585,8.0
2588,12.0
2589,2.0
2590,3.0
25902,4.0
2591,16.0
2592,29.0
259230,nan
2593,3.0
2595,6.0
2597,5015.0
26,47.0
26002,nan
260293,0.51
26035,nan
26061,nan
26062,nan
26063,nan
2618,19.0
262,nan
26227,256.0
26229,1.0
26266,nan
26275,54.0
26279,nan
2628,36.0
26289,nan
2629,11.0
26290,nan
26301,nan
2632,22.0
26330,nan
2638,38.0
2639,23.0
2643,nan
2645,nan
2650,3.0
26503,nan
2651,nan
2653,nan
266722,nan
267020,nan
2673,65.0
2678,nan
2679,nan
2683,7.0
2686,nan
2687,19.0
26873,2.0
2694,50.0
270,nan
27010,nan
27034,44.0
27068,54.0
27087,nan
27089,91.0
271,23.0
2710,nan
27109,11.0
27115,nan
2712,nan
27124,nan
2713,nan
27159,nan
27165,nan
2717,2.0
272,1.0
2720,33.0
27232,nan
27235,nan
2729,9.0
2730,14.0
27306,44.0
2731,nan
27349,3.0
2739,156.0
27430,22.0
2744,4.0
2745,203.0
2746,323.0
2747,nan
275,7.0
2752,205.0
276,nan
2762,160.0
2766,2.0
277,nan
278,nan
279,nan
2799,8.0
28,nan
280,nan
2805,348.0
2806,168.0
2819,10.0
2820,54.0
2821,1303.0
28231,nan
28232,nan
28234,nan
283871,27.0
284098,nan
284111,nan
284129,nan
284273,28.0
286016,nan
286297,nan
2875,21.0
2876,139.0
2877,106.0
2878,97.0
2879,51.0
2880,nan
2882,3.0
28965,nan
28972,nan
28976,15.0
28982,nan
290,5.0
291,55.0
29124,nan
292,869.0
293,99.0
2936,289.0
2937,118.0
2944,4.0
2954,21.0
2974,nan
2977,nan
2978,nan
29785,44.0
29796,88.0
2982,nan
2983,3.0
2984,nan
2986,nan
2987,26.0
29880,64.0
29881,nan
2990,13.0
29906,nan
2992,56.0
29920,14.0
29922,nan
29925,111.0
29926,166.0
29929,nan
29953,nan
29958,nan
29968,43.0
2997,4.0
2998,nan
29988,nan
30,25.0
3000,nan
30061,nan
3028,344.0
3029,20.0
3030,434.0
3032,727.0
3033,316.0
3034,nan
3036,nan
3037,nan
3038,nan
3067,nan
3073,34.0
3074,114.0
3081,34.0
30814,nan
30815,nan
30833,11.0
3098,167.0
3099,10.0
31,0.61
3101,22.0
