GENE,PPM
100,nan
10005,30.0
10007,211.0
100137049,nan
10020,nan
10026,12.0
100287639,nan
10050,nan
100507855,nan
100526794,nan
10057,nan
10060,nan
10087,nan
10090,nan
10135,277.0
10157,10.0
10164,nan
10165,358.0
10166,32.0
10195,nan
10201,100.0
10229,nan
10246,nan
10249,nan
10257,7.0
102724197,nan
102724560,nan
10312,nan
10317,nan
10327,261.0
10331,nan
1036,nan
10380,95.0
10390,11.0
10396,nan
1040,nan
10400,24.0
10402,nan
10423,68.0
10449,63.0
10455,219.0
10476,1148.0
10478,nan
10554,nan
10555,34.0
10558,121.0
10559,nan
1056,nan
10560,nan
10568,nan
10587,9.0
10588,nan
10599,nan
10606,733.0
10610,nan
10632,604.0
10654,531.0
10678,nan
10682,nan
10690,nan
107,4.0
10720,nan
10723,nan
10724,77.0
10728,1050.0
10768,117.0
10786,nan
10797,140.0
108,nan
10840,nan
10841,nan
10846,nan
10858,nan
10861,nan
10864,nan
10870,nan
10873,nan
109,nan
10901,323.0
10905,nan
10919,nan
10935,1725.0
10948,nan
10965,nan
10975,nan
10991,nan
10993,nan
10998,nan
10999,88.0
11000,nan
11001,nan
1103,nan
11041,nan
11046,nan
1109,nan
111,nan
11112,466.0
11136,nan
11164,349.0
1118,nan
11181,nan
11182,nan
11185,nan
1119,nan
112,nan
1120,nan
11212,70.0
11226,52.0
11227,nan
11238,nan
112483,nan
11253,40.0
11254,nan
112611,nan
112724,118.0
11282,nan
11283,nan
11285,nan
113,nan
113026,nan
11309,nan
113189,nan
11320,nan
113235,nan
113278,nan
11332,483.0
11343,32.0
113451,nan
113675,nan
114,nan
114112,nan
114134,nan
114805,nan
114971,116.0
115,4.0
115019,nan
115111,nan
1152,nan
115286,nan
115584,nan
1158,nan
1159,79.0
1160,11.0
116255,nan
116285,nan
116369,nan
117247,nan
117248,nan
117283,nan
1178,nan
118881,203.0
12,nan
1200,9.0
120103,nan
121260,nan
121278,nan
1215,nan
122481,nan
122622,nan
122970,nan
123041,nan
123099,nan
123745,nan
124,nan
1244,nan
124583,12.0
124637,nan
124935,nan
124975,nan
125,nan
125061,nan
125206,nan
125965,nan
126,nan
126129,nan
126328,214.0
126410,nan
1267,78.0
126792,nan
127,nan
127124,nan
128,40.0
128869,53.0
129607,nan
129642,18.0
129807,nan
13,nan
130,nan
130013,nan
130367,nan
130752,nan
131,nan
1312,353.0
131669,nan
132,445.0
132158,nan
1327,1464.0
132789,154.0
1329,930.0
1337,131.0
1339,nan
1340,1042.0
1345,1632.0
134526,nan
1346,nan
1347,nan
1349,nan
1350,nan
1351,nan
135152,nan
1356,nan
1357,nan
1358,nan
1371,222.0
1373,10.0
1374,270.0
1375,nan
1376,187.0
137872,nan
137964,nan
1384,nan
140679,nan
140838,nan
142680,nan
1431,554.0
144193,nan
144195,nan
145226,nan
146712,nan
1468,390.0
1491,nan
15,nan
1503,263.0
150763,nan
151531,nan
153201,nan
1537,809.0
154091,nan
1543,nan
1544,nan
1545,nan
1548,nan
1549,nan
1551,nan
155184,nan
1553,nan
1555,nan
1557,nan
1558,nan
1559,nan
1562,nan
1565,nan
1571,nan
1572,nan
1573,nan
157506,28.0
1576,nan
1577,nan
1579,nan
158,39.0
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1588,nan
1589,nan
159,138.0
1591,nan
1592,nan
1593,nan
1594,nan
1595,103.0
159963,nan
160287,nan
1603,297.0
160428,nan
1606,nan
1607,nan
160728,nan
1608,nan
160851,4.0
1609,nan
1610,nan
1621,nan
1622,687.0
162417,nan
162466,nan
1629,nan
1632,372.0
1633,87.0
1635,106.0
1636,nan
1638,nan
1644,nan
1645,nan
1650,407.0
166012,nan
1666,412.0
166785,nan
169355,nan
170712,nan
171425,nan
1716,nan
1717,117.0
1718,79.0
1719,25.0
1723,25.0
1727,543.0
1737,nan
1738,1244.0
1743,33.0
175,nan
1757,nan
178,21.0
1786,188.0
1787,nan
1788,nan
1789,11.0
1798,58.0
18,nan
1800,nan
1806,nan
1807,nan
1808,145.0
1809,326.0
1811,nan
1836,nan
1841,936.0
1854,460.0
189,nan
1890,nan
1891,207.0
1892,1082.0
19,nan
191,1813.0
192134,nan
195814,nan
1962,27.0
196743,nan
196883,nan
197257,nan
197258,nan
199974,nan
200010,nan
200576,nan
201288,nan
2023,10566.0
2026,11.0
2027,384.0
203,1153.0
2030,159.0
204,1243.0
205,861.0
2052,70.0
2053,nan
206358,nan
2098,321.0
210,29.0
2108,681.0
2109,1392.0
211,nan
2110,23.0
212,nan
213,8.0
2131,nan
2132,nan
2134,nan
2135,nan
2137,nan
2147,nan
215,70.0
216,nan
2168,nan
217,nan
218,21.0
2180,68.0
2181,508.0
2182,261.0
2184,34.0
219,232.0
2194,877.0
220,889.0
2203,72.0
221,nan
221823,nan
222,nan
2222,11.0
2224,198.0
222537,nan
223,197.0
2235,33.0
224,135.0
2243,nan
225,nan
226,4497.0
2271,894.0
22856,nan
229,nan
22928,11.0
22929,nan
22934,80.0
22978,65.0
230,135.0
23007,nan
23057,nan
231,nan
23169,nan
23205,nan
23236,nan
2326,nan
2327,nan
2328,nan
2329,nan
2330,nan
23305,nan
23315,nan
23382,nan
23396,nan
23417,nan
23428,nan
23430,nan
23439,nan
23443,nan
23464,nan
23475,nan
23478,489.0
2348,nan
23483,nan
23498,nan
2350,nan
2352,nan
23530,65.0
23533,nan
23539,nan
23545,nan
23556,nan
2356,25.0
23563,nan
23600,25.0
23632,nan
23657,nan
23743,nan
23761,nan
239,nan
240,nan
242,nan
245972,nan
245973,nan
246,nan
246213,nan
247,nan
248,nan
249,nan
2495,200.0
250,nan
251,nan
2512,nan
2517,nan
2519,nan
2523,nan
2525,nan
2530,nan
2531,nan
253430,nan
2538,nan
2539,358.0
2542,nan
2548,40.0
256435,nan
257068,nan
2571,nan
2572,nan
257202,nan
25769,nan
25796,983.0
2581,nan
2582,69.0
25828,231.0
2583,nan
25830,nan
2584,nan
2585,nan
2588,nan
2589,nan
2590,164.0
25902,291.0
2591,nan
2592,nan
259230,nan
2593,20.0
2595,nan
2597,10114.0
26,nan
26002,nan
260293,nan
26035,nan
26061,17.0
26062,nan
26063,17.0
2618,497.0
262,nan
26227,440.0
26229,14.0
26266,nan
26275,98.0
26279,nan
2628,nan
26289,nan
2629,36.0
26290,nan
26301,nan
2632,204.0
26330,nan
2638,nan
2639,33.0
2643,nan
2645,nan
2650,nan
26503,nan
2651,nan
2653,281.0
266722,nan
267020,nan
2673,182.0
2678,nan
2679,nan
2683,nan
2686,nan
2687,nan
26873,nan
2694,nan
270,nan
27010,nan
27034,nan
27068,560.0
27087,nan
27089,321.0
271,16.0
2710,9.0
27109,64.0
27115,nan
2712,nan
27124,nan
2713,nan
27159,nan
27165,nan
2717,nan
272,nan
2720,28.0
27232,nan
27235,nan
2729,29.0
2730,86.0
27306,nan
2731,5.0
27349,nan
2739,1277.0
27430,71.0
2744,434.0
2745,135.0
2746,363.0
2747,nan
275,nan
2752,13.0
276,nan
2762,76.0
2766,nan
277,nan
278,nan
279,nan
2799,51.0
28,nan
280,nan
2805,138.0
2806,1463.0
2819,nan
2820,322.0
2821,1412.0
28231,nan
28232,nan
28234,nan
283871,62.0
284098,nan
284111,nan
284129,nan
284273,40.0
286016,nan
286297,nan
2875,nan
2876,24.0
2877,nan
2878,nan
2879,nan
2880,nan
2882,nan
28965,nan
28972,29.0
28976,108.0
28982,nan
290,68.0
291,48.0
29124,nan
292,4136.0
293,1050.0
2936,151.0
2937,111.0
2944,21.0
2954,132.0
2974,nan
2977,nan
2978,nan
29785,nan
29796,nan
2982,nan
2983,nan
2984,nan
2986,nan
2987,855.0
29880,nan
29881,nan
2990,nan
29906,nan
2992,nan
29920,158.0
29922,nan
29925,13.0
29926,11.0
29929,nan
29953,nan
29958,5.0
29968,355.0
2997,nan
2998,nan
29988,nan
30,228.0
3000,nan
30061,nan
3028,2169.0
3029,141.0
3030,569.0
3032,197.0
3033,495.0
3034,nan
3036,nan
3037,nan
3038,nan
3067,nan
3073,nan
3074,67.0
3081,nan
30814,nan
30815,nan
30833,136.0
3098,860.0
3099,233.0
31,34.0
3101,nan
314,nan
3141,nan
3145,nan
3155,124.0
3156,nan
3157,46.0
3158,nan
316,nan
3162,nan
3163,280.0
3176,nan
3177,nan
318,252.0
32,nan
3242,nan
3251,1296.0
3283,nan
3284,nan
3290,nan
3291,nan
3292,nan
3293,nan
3294,25.0
3295,273.0
33,nan
3340,nan
335,nan
337876,nan
338,1.0
339221,nan
34,160.0
340024,nan
341,nan
3417,205.0
3418,94.0
3419,456.0
341947,nan
3420,352.0
3421,74.0
3422,161.0
3423,nan
3425,nan
343,nan
344,nan
345,nan
347734,22.0
348,nan
349565,nan
35,nan
353,1245.0
358,nan
359,nan
36,67.0
361,nan
3612,334.0
3613,nan
3614,48.0
3615,590.0
362,nan
3620,35.0
3628,nan
3631,nan
3632,nan
3633,nan
3635,nan
3636,nan
3658,nan
366,nan
37,475.0
3704,445.0
3706,nan
3707,5.0
3712,69.0
373156,1436.0
374291,203.0
374569,nan
374907,nan
375056,119.0
3764,nan
376497,nan
3767,nan
377677,nan
377841,nan
3795,nan
38,986.0
383,nan
384,nan
386757,nan
387775,nan
387893,nan
389015,nan
39,193.0
3906,nan
3931,nan
3938,nan
3939,3342.0
3945,971.0
3948,nan
3988,nan
3990,nan
3992,nan
4017,nan
4023,nan
4025,nan
4035,nan
4036,nan
4047,70.0
4048,260.0
4051,nan
4056,nan
410,nan
411,nan
412,nan
4121,nan
4122,nan
4123,nan
4124,nan
4125,19.0
4126,nan
4128,nan
4129,nan
4143,nan
4144,280.0
4166,nan
4190,510.0
4191,4425.0
4199,17.0
4200,49.0
4245,nan
4247,10.0
4248,nan
4249,6.0
4257,1357.0
4258,96.0
4259,546.0
427,36.0
4284,nan
43,nan
4329,9.0
435,nan
4351,nan
4353,nan
4357,64.0
4363,3.0
438,nan
440,82.0
441024,nan
443,nan
445,nan
4507,476.0
4512,nan
4513,nan
4514,nan
4519,nan
4522,1155.0
4524,nan
4535,nan
4536,nan
4537,nan
4538,nan
4539,nan
4540,nan
4541,nan
4548,nan
4594,38.0
4597,nan
4598,13.0
4668,nan
4669,nan
4694,nan
4695,49.0
4696,nan
4697,736.0
4698,749.0
47,430.0
4700,416.0
4701,211.0
4702,264.0
4704,50.0
4705,78.0
4706,nan
4707,nan
4708,nan
4709,140.0
471,501.0
4710,209.0
4711,244.0
4712,240.0
4713,259.0
4714,73.0
4715,195.0
4716,766.0
4717,nan
4718,299.0
4719,194.0
4720,101.0
4722,562.0
4723,31.0
4724,26.0
4725,170.0
4726,387.0
4728,448.0
4729,174.0
4731,nan
4758,nan
4759,nan
476,724.0
477,nan
478,nan
48,167.0
480,nan
481,45.0
482,nan
483,118.0
4830,2755.0
4831,736.0
4832,167.0
4833,nan
4837,nan
4842,nan
4843,nan
4846,nan
4860,843.0
4881,nan
4882,nan
4891,nan
490,80.0
4905,180.0
4907,nan
491,nan
492,nan
493,62.0
4942,252.0
495,5.0
4952,nan
4953,nan
496,nan
4967,78.0
498,1679.0
50,677.0
5009,nan
501,227.0
5019,132.0
5033,426.0
5034,1821.0
5048,57.0
50484,13.0
50487,nan
5049,540.0
5050,nan
50506,nan
5051,nan
50515,nan
5052,7874.0
5053,nan
506,2684.0
50614,nan
50617,nan
50700,nan
50808,478.0
50814,317.0
509,418.0
5091,49.0
5092,442.0
50940,5.0
5095,nan
5096,nan
51,242.0
51004,nan
51005,nan
51022,29.0
5105,nan
51056,784.0
5106,8.0
51071,nan
51079,636.0
51086,nan
51102,nan
51109,225.0
51146,nan
51166,nan
51179,nan
51181,102.0
51196,nan
51205,33.0
51227,nan
51251,84.0
51268,nan
51292,42.0
51296,nan
513,152.0
5130,25.0
51301,nan
51302,nan
5136,nan
5137,nan
5138,nan
51380,nan
51382,38.0
5139,nan
514,nan
5140,nan
5141,nan
5142,nan
5143,nan
5144,nan
51447,nan
5145,nan
5146,nan
5147,91.0
51477,9.0
51478,14.0
5148,nan
5149,nan
515,918.0
5150,nan
5151,nan
5152,nan
51529,nan
5153,nan
51540,nan
51550,nan
51557,nan
5158,nan
516,nan
5160,37.0
51604,16.0
51606,10.0
5161,nan
5162,135.0
5167,nan
5168,nan
5169,nan
517,nan
51700,nan
51703,nan
51706,109.0
5172,nan
51727,1338.0
51733,nan
518,nan
51805,nan
51809,nan
5184,58.0
5198,128.0
52,1147.0
5207,nan
5208,9.0
5209,nan
521,nan
5210,nan
5211,50.0
5213,187.0
5214,546.0
522,nan
5223,2432.0
5224,nan
5226,340.0
523,163.0
5230,4533.0
5232,24.0
5236,415.0
5238,53.0
5244,nan
525,nan
5250,2052.0
5251,nan
526,75.0
5264,nan
5265,nan
527,67.0
5277,nan
5279,nan
528,nan
5281,nan
5283,nan
5286,nan
5287,nan
5288,6.0
5289,nan
529,183.0
5290,nan
5291,nan
5293,nan
5294,nan
5295,nan
5296,nan
5297,nan
5298,35.0
53,nan
5305,23.0
5313,nan
5315,7640.0
5319,nan
5320,nan
5321,nan
5322,nan
533,nan
5330,nan
5331,8.0
5332,nan
5333,nan
5334,9.0
53343,14.0
5335,7.0
53354,nan
5336,nan
5337,nan
5338,nan
534,nan
5340,nan
535,nan
5351,235.0
5352,113.0
53630,nan
5372,nan
5373,208.0
539,1094.0
53905,nan
53919,nan
53947,nan
54,nan
54020,nan
5406,nan
5407,nan
5408,nan
5409,nan
54187,224.0
54344,nan
54363,nan
54407,9.0
54480,nan
54490,nan
54511,nan
54539,184.0
54575,nan
54576,nan
54577,nan
54578,44.0
54579,nan
54600,nan
5464,1560.0
54657,nan
54658,18.0
54659,nan
54675,nan
54677,nan
54682,nan
5471,83.0
54716,nan
5476,156.0
548596,79.0
54872,nan
54898,nan
549,30.0
54963,nan
54965,nan
5498,10.0
54981,nan
54995,33.0
55,nan
55065,nan
55089,nan
55163,195.0
55191,nan
55217,nan
55224,nan
55229,6.0
55268,nan
55276,70.0
55293,nan
55301,nan
55304,nan
55312,30.0
55315,nan
55326,25.0
55343,nan
55349,nan
55350,nan
55361,10.0
5538,217.0
55454,nan
55500,nan
55501,nan
55512,nan
55568,nan
55577,43.0
55586,nan
55627,17.0
55650,nan
55748,120.0
55790,nan
55808,nan
55811,nan
55825,nan
55902,7.0
55907,11.0
55967,310.0
56052,10.0
5625,nan
56267,nan
56301,nan
5631,290.0
5634,137.0
56474,8.0
56548,nan
56603,nan
56606,nan
56623,nan
56848,nan
56894,nan
56895,nan
56913,nan
56922,nan
56953,nan
56954,347.0
56994,nan
570,nan
57026,17.0
57030,nan
57084,nan
57094,nan
57127,nan
57134,nan
57171,nan
57194,3.0
5723,127.0
5728,nan
57282,nan
5730,nan
57379,nan
57393,nan
5740,nan
57419,nan
5742,nan
5743,nan
57468,nan
57486,46.0
57571,nan
57665,29.0
57678,nan
57733,nan
57818,nan
57834,nan
57835,nan
5805,nan
5825,49.0
5831,255.0
5832,851.0
5833,nan
5834,571.0
5836,503.0
5837,5.0
58508,2.0
58510,nan
586,nan
5860,206.0
587,12.0
59272,nan
593,nan
594,nan
5947,nan
5948,nan
5950,138.0
5959,nan
5973,nan
6005,nan
60386,60.0
60481,75.0
60482,nan
60490,nan
60496,208.0
60559,314.0
6120,85.0
6184,1014.0
6185,521.0
622,nan
6240,477.0
6241,47.0
6303,nan
6307,nan
6309,nan
6319,nan
6342,666.0
635,nan
6389,380.0
6390,436.0
6391,228.0
63917,nan
6392,nan
64064,nan
64077,nan
64078,nan
64080,nan
64087,113.0
64131,nan
64132,nan
641371,46.0
641372,nan
641649,nan
64220,nan
64240,nan
64241,nan
644,238.0
6448,19.0
64499,nan
645,528.0
645740,nan
64579,nan
64600,nan
6470,10.0
64711,nan
6472,645.0
6476,nan
64772,6.0
64781,nan
6480,nan
64802,nan
64816,nan
6482,14.0
6483,nan
64834,16.0
6484,nan
64841,563.0
64849,nan
64850,nan
6487,nan
6489,nan
64902,nan
65010,nan
6505,nan
6506,nan
6507,53.0
6508,nan
6509,nan
6510,572.0
6511,nan
6512,nan
6513,79.0
6514,nan
6515,nan
6517,nan
6518,nan
6519,nan
6520,1093.0
6521,nan
6522,16.0
65220,nan
6523,nan
6524,nan
6526,nan
65263,296.0
6528,nan
6529,nan
6530,nan
6531,nan
6532,nan
6533,nan
6534,nan
6535,nan
6536,nan
6538,nan
6539,nan
6540,nan
6541,nan
6542,nan
6543,nan
6546,nan
6547,nan
6548,nan
6549,nan
6550,nan
6553,nan
6554,nan
6555,nan
6556,nan
6557,nan
6558,44.0
6559,nan
6560,nan
6561,nan
6563,nan
6564,nan
6565,nan
6566,590.0
6567,nan
6568,nan
6569,nan
6570,nan
6571,nan
6572,nan
6573,nan
6574,nan
6575,nan
6576,62.0
6578,nan
6579,nan
6580,nan
6581,nan
6582,nan
6583,nan
6584,nan
65985,21.0
66002,nan
66035,nan
6609,nan
6610,nan
6611,193.0
6646,nan
6647,1599.0
6648,837.0
6649,nan
6652,166.0
6675,135.0
669,18.0
6697,416.0
6713,nan
6715,nan
6716,nan
6718,nan
6723,549.0
6783,nan
6785,nan
6799,nan
6817,nan
6818,nan
682,906.0
6820,nan
6821,9.0
6822,nan
6833,nan
6839,nan
686,nan
6888,707.0
6898,nan
6916,nan
6999,nan
7001,3491.0
7037,2264.0
7054,nan
7083,313.0
7084,nan
7086,2604.0
7108,nan
7166,nan
7167,2948.0
7173,nan
7177,nan
7263,111.0
7264,89.0
728441,nan
7295,2894.0
7296,704.0
7298,74.0
7299,nan
7306,nan
7350,nan
7351,nan
7352,nan
7355,nan
7357,nan
