GENE,PPM
100,74.0
10005,8.0
10007,973.0
100137049,nan
10020,60.0
10026,11.0
100287639,nan
10050,nan
100507855,nan
100526794,nan
10057,0.63
10060,nan
10087,17.0
10090,0.81
10135,432.0
10157,124.0
10164,nan
10165,132.0
10166,14.0
10195,nan
10201,24.0
10229,nan
10246,nan
10249,nan
10257,13.0
102724197,nan
102724560,nan
10312,4.0
10317,nan
10327,287.0
10331,nan
1036,nan
10380,156.0
10390,22.0
10396,nan
1040,nan
10400,nan
10402,nan
10423,28.0
10449,212.0
10455,138.0
10476,460.0
10478,21.0
10554,10.0
10555,49.0
10558,7.0
10559,nan
1056,nan
10560,6.0
10568,nan
10587,10.0
10588,16.0
10599,nan
10606,651.0
10610,nan
10632,476.0
10654,59.0
10678,nan
10682,57.0
10690,nan
107,nan
10720,nan
10723,0.9
10724,108.0
10728,981.0
10768,22.0
10786,nan
10797,325.0
108,nan
10840,7.0
10841,3.0
10846,nan
10858,nan
10861,nan
10864,nan
10870,nan
10873,2.0
109,nan
10901,11.0
10905,12.0
10919,3.0
10935,1128.0
10948,65.0
10965,nan
10975,nan
10991,nan
10993,nan
10998,nan
10999,67.0
11000,2.0
11001,47.0
1103,nan
11041,2.0
11046,nan
1109,nan
111,nan
11112,33.0
11136,nan
11164,800.0
1118,nan
11181,nan
11182,nan
11185,nan
1119,5.0
112,0.78
1120,nan
11212,146.0
11226,35.0
11227,nan
11238,nan
112483,nan
11253,7.0
11254,0.28
112611,nan
112724,10.0
11282,nan
11283,nan
11285,5.0
113,9.0
113026,2.0
11309,nan
113189,11.0
11320,nan
113235,nan
113278,nan
11332,281.0
11343,8.0
113451,nan
113675,59.0
114,nan
114112,nan
114134,nan
114805,nan
114971,21.0
115,nan
115019,nan
115111,nan
1152,6.0
115286,nan
115584,nan
1158,nan
1159,52.0
1160,nan
116255,nan
116285,nan
116369,nan
117247,nan
117248,nan
117283,nan
1178,nan
118881,nan
12,0.45
1200,nan
120103,nan
121260,nan
121278,nan
1215,nan
122481,nan
122622,nan
122970,nan
123041,nan
123099,nan
123745,nan
124,nan
1244,0.22
124583,34.0
124637,nan
124935,nan
124975,nan
125,nan
125061,nan
125206,nan
125965,nan
126,nan
126129,nan
126328,242.0
126410,nan
1267,38.0
126792,4.0
127,0.43
127124,nan
128,784.0
128869,5.0
129607,2.0
129642,19.0
129807,nan
13,nan
130,0.22
130013,nan
130367,nan
130752,nan
131,nan
1312,553.0
131669,nan
132,116.0
132158,nan
1327,126.0
132789,43.0
1329,87.0
1337,460.0
1339,nan
1340,582.0
1345,656.0
134526,nan
1346,nan
1347,336.0
1349,nan
1350,20.0
1351,nan
135152,nan
1356,nan
1357,nan
1358,nan
1371,249.0
1373,3.0
1374,14.0
1375,nan
1376,51.0
137872,nan
137964,nan
1384,78.0
140679,nan
140838,57.0
142680,nan
1431,58.0
144193,nan
144195,nan
145226,nan
146712,nan
1468,16.0
1491,87.0
15,nan
1503,184.0
150763,nan
151531,nan
153201,nan
1537,306.0
154091,nan
1543,nan
1544,nan
1545,nan
1548,nan
1549,nan
1551,nan
155184,nan
1553,nan
1555,nan
1557,nan
1558,nan
1559,nan
1562,nan
1565,nan
1571,nan
1572,nan
1573,nan
157506,6.0
1576,nan
1577,nan
1579,nan
158,216.0
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1588,nan
1589,nan
159,98.0
1591,nan
1592,nan
1593,0.43
1594,nan
1595,11.0
159963,nan
160287,nan
1603,1610.0
160428,0.44
1606,20.0
1607,nan
160728,nan
1608,nan
160851,0.67
1609,0.97
1610,nan
1621,nan
1622,1825.0
162417,nan
162466,nan
1629,82.0
1632,153.0
1633,160.0
1635,174.0
1636,nan
1638,nan
1644,nan
1645,nan
1650,336.0
166012,nan
1666,393.0
166785,2.0
169355,nan
170712,nan
171425,3.0
1716,128.0
1717,13.0
1718,159.0
1719,nan
1723,55.0
1727,148.0
1737,80.0
1738,382.0
1743,70.0
175,14.0
1757,0.97
178,nan
1786,26.0
1787,nan
1788,0.95
1789,nan
1798,31.0
18,nan
1800,nan
1806,0.37
1807,nan
1808,165.0
1809,3.0
1811,nan
1836,nan
1841,137.0
1854,188.0
189,nan
1890,71.0
1891,55.0
1892,382.0
19,nan
191,181.0
192134,nan
195814,nan
1962,3.0
196743,nan
196883,nan
197257,3.0
197258,6.0
199974,nan
200010,nan
200576,8.0
201288,nan
2023,289.0
2026,221.0
2027,3.0
203,1518.0
2030,10.0
204,714.0
205,284.0
2052,88.0
2053,nan
206358,nan
2098,341.0
210,13.0
2108,348.0
2109,488.0
211,nan
2110,52.0
212,nan
213,4.0
2131,nan
2132,5.0
2134,nan
2135,nan
2137,nan
2147,3.0
215,2.0
216,2.0
2168,0.19
217,324.0
218,0.18
2180,102.0
2181,47.0
2182,119.0
2184,43.0
219,128.0
2194,578.0
220,0.23
2203,0.13
221,2.0
221823,nan
222,nan
2222,9.0
2224,18.0
222537,nan
223,127.0
2235,55.0
224,45.0
2243,0.45
225,nan
226,1434.0
2271,180.0
22856,0.96
229,nan
22928,nan
22929,199.0
22934,110.0
22978,68.0
230,nan
23007,0.58
23057,nan
231,2.0
23169,nan
23205,nan
23236,nan
2326,nan
2327,nan
2328,nan
2329,nan
2330,0.75
23305,nan
23315,nan
23382,0.15
23396,nan
23417,26.0
23428,nan
23430,nan
23439,nan
23443,nan
23464,102.0
23475,2.0
23478,66.0
2348,nan
23483,nan
23498,nan
2350,nan
2352,nan
23530,3.0
23533,nan
23539,nan
23545,2.0
23556,3.0
2356,25.0
23563,nan
23600,2.0
23632,nan
23657,39.0
23743,nan
23761,nan
239,nan
240,nan
242,nan
245972,1.0
245973,nan
246,nan
246213,nan
247,nan
248,nan
249,nan
2495,125.0
250,nan
251,nan
2512,361.0
2517,4.0
2519,55.0
2523,nan
2525,nan
2530,4.0
2531,166.0
253430,nan
2538,nan
2539,122.0
2542,7.0
2548,32.0
256435,nan
257068,nan
2571,nan
2572,nan
257202,nan
25769,nan
25796,300.0
2581,nan
2582,139.0
25828,nan
2583,nan
25830,nan
2584,27.0
2585,35.0
2588,41.0
2589,4.0
2590,21.0
25902,79.0
2591,1.0
2592,15.0
259230,3.0
2593,26.0
2595,nan
2597,1717.0
26,nan
26002,nan
260293,0.65
26035,1.0
26061,12.0
26062,nan
26063,6.0
2618,675.0
262,4.0
26227,275.0
26229,5.0
26266,nan
26275,21.0
26279,nan
2628,nan
26289,nan
2629,nan
26290,nan
26301,nan
2632,51.0
26330,nan
2638,nan
2639,106.0
2643,nan
2645,nan
2650,nan
26503,nan
2651,nan
2653,655.0
266722,nan
267020,nan
2673,256.0
2678,2.0
2679,nan
2683,2.0
2686,nan
2687,nan
26873,105.0
2694,nan
270,nan
27010,nan
27034,8.0
27068,311.0
27087,nan
27089,2.0
271,26.0
2710,13.0
27109,3.0
27115,nan
2712,7.0
27124,nan
2713,nan
27159,nan
27165,nan
2717,12.0
272,nan
2720,nan
27232,nan
27235,nan
2729,19.0
2730,119.0
27306,nan
2731,0.76
27349,64.0
2739,626.0
27430,204.0
2744,101.0
2745,732.0
2746,494.0
2747,nan
275,nan
2752,51.0
276,nan
2762,9.0
2766,14.0
277,nan
278,nan
279,nan
2799,23.0
28,nan
280,nan
2805,279.0
2806,1054.0
2819,2.0
2820,135.0
2821,1156.0
28231,nan
28232,nan
28234,nan
283871,78.0
284098,0.09
284111,nan
284129,nan
284273,12.0
286016,nan
286297,nan
2875,nan
2876,40.0
2877,11.0
2878,nan
2879,3.0
2880,nan
2882,nan
28965,nan
28972,nan
28976,113.0
28982,4.0
290,0.12
291,45.0
29124,nan
292,450.0
293,639.0
2936,359.0
2937,21.0
2944,540.0
2954,15.0
2974,nan
2977,nan
2978,nan
29785,5.0
29796,311.0
2982,nan
2983,nan
2984,nan
2986,nan
2987,17.0
29880,32.0
29881,nan
2990,10.0
29906,nan
2992,17.0
29920,138.0
29922,13.0
29925,42.0
29926,78.0
29929,15.0
29953,nan
29958,nan
29968,nan
2997,206.0
2998,nan
29988,nan
30,75.0
3000,nan
30061,nan
3028,240.0
3029,124.0
3030,265.0
3032,319.0
3033,270.0
3034,nan
3036,nan
3037,nan
3038,nan
3067,nan
3073,nan
3074,47.0
