REACTION,KCAT [1/hr]
r2103_rev,nan
r2104_rev,nan
r2105_rev,nan
r2106_rev,nan
r2107_rev,nan
r2108_rev,nan
r2109_rev,nan
r2110_rev,nan
r2111_rev,nan
r2112_rev,nan
r2113_rev,nan
r2114_rev,nan
r2115_rev,nan
r2116_rev,nan
r2117_rev,nan
r2118_rev,nan
r2119_rev,nan
r2120_rev,nan
r2121_rev,nan
r2122_rev,nan
r2123_rev,nan
r2124_rev,nan
r2125_rev,nan
r2126_rev,nan
r2127_rev,nan
r2128_rev,nan
r2129_rev,nan
r2130_rev,nan
r2131_rev,nan
r2132_rev,nan
r2133_rev,nan
r2137_rev,nan
r2139_rev,nan
r2140_rev,nan
r2141_rev,nan
r2142_rev,nan
r2143_rev,nan
r2144_rev,nan
r2145_rev,nan
r2149_rev,nan
r2150_rev,nan
r2193_rev,nan
r2194_rev,nan
r2195_rev,nan
r2196_rev,nan
r2197_rev,nan
r2198_rev,nan
r2199_rev,nan
r2200_rev,nan
r2201_rev,nan
r2202_rev,nan
r2308_rev,nan
r2309_rev,nan
r2310_rev,nan
r2311_rev,nan
r2312_rev,nan
r2313_rev,nan
r2314_rev,nan
r2315_rev,nan
r2316_rev,nan
r2317_rev,nan
r2318_rev,nan
r2319_rev,nan
r2320_rev,nan
r2321_rev,nan
r2322_rev,nan
r2323_rev,nan
r2324_rev,nan
r2325_rev,nan
r2326_rev,nan
r2327_rev,nan
r2328_rev,nan
r2329_rev,nan
r2330_rev,nan
r2331_rev,nan
r2332_rev,nan
r2333_rev,nan
r2334_rev,nan
r2335_rev,nan
r2338_rev,nan
r2341_rev,nan
r2342_rev,nan
r2343_rev,nan
r2344_rev,nan
r2346_rev,nan
r2347_rev,nan
r2352_rev,nan
r2353_rev,nan
r2354_rev,nan
r2355_rev,nan
r2356_rev,nan
r2357_rev,nan
r2358_rev,nan
r2359_rev,nan
r2360_rev,nan
r2361_rev,nan
r2362_rev,nan
r2363_rev,nan
r2364_rev,nan
r2365_rev,nan
r2366_rev,nan
r2367_rev,nan
r2368_rev,nan
r2369_rev,nan
r2371_rev,nan
r2372_rev,nan
r2373_rev,nan
r2374_rev,nan
r2375_rev,nan
r2376_rev,nan
r2377_rev,nan
r2378_rev,nan
r2379_rev,nan
r2380_rev,nan
r2420_rev,nan
r2506_rev,nan
r2507_rev,nan
r2508_rev,nan
r2509_rev,nan
r2510_rev,nan
r2511_rev,nan
r2514_rev,nan
r2516_rev,nan
r2519_rev,nan
r2520_rev,nan
r2521_rev,nan
r2525_rev,nan
r2526_rev,nan
r2532_rev,nan
r2534_rev,nan
r2535_rev,nan
r2537_rev,nan
r2538_rev,nan
r2539_rev,nan
EX_no2(e)_rev,nan
EX_so3(e)_rev,nan
EX_sprm(e)_rev,nan
RE0124C_rev,10770.6
RE0344C_rev,172645.508571
RE0344M_rev,172645.508571
RE0344X_rev,172645.508571
RE0383C_rev,104940
RE0452M_rev,2384.55
RE0452N_rev,2384.55
RE0453C_rev,123240
RE0453M_rev,123240
RE0453N_rev,123240
RE0456M_rev,10192.2
RE0456N_rev,10192.2
RE0512C_rev,680.4
RE0512X_rev,680.4
RE0549C_rev,nan
RE0566C_rev,nan
RE0567C_rev,nan
RE0568C_rev,nan
RE0570C_rev,nan
RE0571C_rev,nan
RE0572N_rev,nan
RE0574C_rev,nan
RE0575C_rev,nan
RE0576C_rev,nan
RE0577C_rev,172645.508571
RE0577M_rev,172645.508571
RE0577X_rev,172645.508571
RE0578C_rev,172645.508571
RE0578M_rev,172645.508571
RE0578X_rev,172645.508571
RE0579C_rev,172645.508571
RE0579M_rev,172645.508571
RE0579X_rev,172645.508571
RE0581C_rev,nan
RE0581R_rev,nan
RE0582N_rev,nan
RE0583C_rev,nan
RE0583N_rev,nan
RE0691C_rev,nan
RE0702C_rev,2051100
RE0702E_rev,2051100
RE0702L_rev,2051100
RE0702M_rev,2051100
RE0702N_rev,2051100
RE0830C_rev,84600
RE0830N_rev,84600
RE0864C_rev,nan
RE0875C_rev,nan
RE0908C_rev,23328
RE0908G_rev,23328
RE0908R_rev,23328
RE0915C_rev,353129.142857
RE0915E_rev,353129.142857
RE0916C_rev,23328
RE0916G_rev,23328
RE0916R_rev,23328
RE0918C_rev,23328
RE0918G_rev,23328
RE0918R_rev,23328
RE0926C_rev,353129.142857
RE0926E_rev,353129.142857
RE0935C_rev,353129.142857
RE0935E_rev,353129.142857
RE0936C_rev,nan
RE0936E_rev,nan
RE0937C_rev,nan
RE0937E_rev,nan
RE0938C_rev,nan
RE0938E_rev,nan
RE0944C_rev,2088000
RE0944E_rev,2088000
RE0958C_rev,353129.142857
RE0958E_rev,353129.142857
RE1062C_rev,6737.674588
RE1062M_rev,6737.674588
RE1063C_rev,13372.2
RE1064C_rev,13372.2
RE1077C_rev,116496
RE1099C_rev,23328
RE1099G_rev,23328
RE1099L_rev,23328
RE1099R_rev,23328
RE1100C_rev,23328
RE1100G_rev,23328
RE1100L_rev,23328
RE1100R_rev,23328
RE1135C_rev,23328
RE1135G_rev,23328
RE1135L_rev,23328
RE1135R_rev,23328
RE1233C_rev,291360.162162
RE1233M_rev,291360.162162
RE1234C_rev,10770.6
RE1235C_rev,nan
RE1236C_rev,nan
RE1238X_rev,10770.6
RE1240C_rev,nan
RE1254C_rev,104362.517647
RE1317C_rev,1343828.571429
RE1342C_rev,658.8
RE1441G_rev,9972
RE1447M_rev,9972
RE1447N_rev,9972
RE1448N_rev,432
RE1448R_rev,432
RE1473C_rev,4140000
RE1508C_rev,nan
RE1514M_rev,2254.8
RE1514X_rev,2254.8
RE1516M_rev,3822046.296429
RE1516X_rev,3822046.296429
RE1517M_rev,3822046.296429
RE1517X_rev,3822046.296429
RE1518M_rev,3822046.296429
RE1518X_rev,3822046.296429
RE1519M_rev,3822046.296429
RE1519X_rev,3822046.296429
RE1520M_rev,5058800
RE1520X_rev,5058800
RE1521M_rev,5058800
RE1521X_rev,5058800
RE1522M_rev,5058800
RE1522X_rev,5058800
RE1523M_rev,5058800
RE1523X_rev,5058800
RE1525C_rev,680.4
RE1525M_rev,680.4
RE1525X_rev,680.4
RE1526C_rev,680.4
RE1526M_rev,680.4
RE1526X_rev,680.4
RE1527C_rev,680.4
RE1527M_rev,680.4
RE1527X_rev,nan
RE1530C_rev,5429.454545
RE1530M_rev,5429.454545
RE1531M_rev,3822046.296429
RE1531X_rev,3822046.296429
RE1532M_rev,3822046.296429
RE1532X_rev,3822046.296429
RE1533M_rev,3822046.296429
RE1533X_rev,3822046.296429
RE1534M_rev,3822046.296429
RE1534X_rev,3822046.296429
RE1573M_rev,338921.617021
RE1573X_rev,338921.617021
RE1627C_rev,730.8
RE1628C_rev,730.8
RE1629C_rev,730.8
RE1630C_rev,730.8
RE1630R_rev,730.8
RE1631C_rev,730.8
RE1635C_rev,1556828.6625
RE1635M_rev,1556828.6625
RE1635R_rev,1556828.6625
RE1635X_rev,1556828.6625
RE1651C_rev,3370.909091
RE1653C_rev,3370.909091
RE1691M_rev,936000
RE1709C_rev,84600
RE1709N_rev,84600
RE1711C_rev,17308800
RE1711M_rev,17308800
RE1796C_rev,4753840.2
RE1796M_rev,4753840.2
RE1796R_rev,4753840.2
RE1804C_rev,nan
RE1804M_rev,nan
RE1807C_rev,nan
RE1807M_rev,nan
RE1810M_rev,10.8
RE1815C_rev,1556828.6625
RE1815M_rev,1556828.6625
RE1815R_rev,1556828.6625
RE1815X_rev,1556828.6625
RE1816C_rev,1556828.6625
RE1816M_rev,1556828.6625
RE1816R_rev,1556828.6625
RE1816X_rev,1556828.6625
RE1817C_rev,1556828.6625
RE1817M_rev,1556828.6625
RE1817R_rev,1556828.6625
RE1817X_rev,1556828.6625
RE1818C_rev,1556828.6625
RE1818M_rev,1556828.6625
RE1818R_rev,1556828.6625
RE1818X_rev,1556828.6625
RE1819C_rev,874800
RE1819M_rev,874800
RE1819X_rev,874800
RE1827C_rev,nan
RE1827M_rev,nan
RE1829C_rev,nan
RE1829M_rev,nan
RE1830C_rev,nan
RE1830M_rev,nan
RE1834M_rev,172645.508571
RE1834X_rev,172645.508571
RE1835M_rev,172645.508571
RE1835X_rev,172645.508571
RE1836C_rev,759967.953
RE1836M_rev,759967.953
RE1845C_rev,759967.953
RE1845X_rev,759967.953
RE1846C_rev,759967.953
RE1846X_rev,759967.953
RE1860C_rev,239946.564706
RE1860E_rev,239946.564706
RE1897C_rev,618827.510204
RE1898C_rev,618827.510204
RE1899C_rev,618827.510204
RE1901R_rev,7740
RE1903R_rev,7740
RE1907C_rev,nan
RE1915C_rev,nan
RE1916C_rev,1556828.6625
RE1916X_rev,1556828.6625
RE1917C_rev,nan
RE1918C_rev,nan
RE1919C_rev,nan
RE1921C_rev,4590
RE1925C_rev,nan
RE1927C_rev,nan
RE1933C_rev,2021768.499512
RE1944C_rev,nan
RE1952C_rev,38600.64
RE1952R_rev,38600.64
RE1952X_rev,38600.64
RE1954C_rev,nan
RE1956C_rev,38600.64
RE1956R_rev,38600.64
RE1956X_rev,38600.64
RE1957G_rev,9972
RE1978C_rev,nan
RE2026C_rev,nan
RE2027C_rev,nan
RE2030M_rev,1800
RE2031M_rev,1800
RE2032M_rev,1800
RE2034C_rev,114508.8
RE2040C_rev,2581.885714
RE2041C_rev,2581.885714
RE2049C_rev,nan
RE2051C_rev,955800
RE2051G_rev,955800
RE2051R_rev,955800
RE2067C_rev,nan
RE2068C_rev,nan
RE2069C_rev,nan
RE2070C_rev,nan
RE2078M_rev,nan
RE2079R_rev,nan
RE2080C_rev,nan
RE2081C_rev,67800
RE2111M_rev,36283.68
RE2117M_rev,36283.68
RE2128C_rev,nan
RE2129C_rev,nan
RE2130C_rev,nan
RE2131C_rev,nan
RE2132C_rev,nan
RE2138C_rev,nan
RE2139C_rev,nan
RE2140C_rev,nan
RE2141C_rev,nan
RE2152C_rev,nan
RE2154C_rev,0.612
RE2156M_rev,1800
RE2202C_rev,nan
RE2203C_rev,nan
RE2223M_rev,1800
RE2250C_rev,nan
RE2251C_rev,nan
RE2252C_rev,nan
RE2269C_rev,178912
RE2269E_rev,178912
RE2270C_rev,92544.4
RE2270E_rev,92544.4
RE2272C_rev,7412846.856576
RE2272L_rev,7412846.856576
RE2273C_rev,92544.4
RE2273E_rev,92544.4
RE2292C_rev,nan
RE2296C_rev,1556828.6625
RE2296X_rev,1556828.6625
RE2304E_rev,944500.715493
RE2306C_rev,70020
RE2318C_rev,1556828.6625
RE2318M_rev,1556828.6625
RE2318R_rev,1556828.6625
RE2318X_rev,1556828.6625
RE2319C_rev,1556828.6625
RE2319M_rev,1556828.6625
RE2319R_rev,1556828.6625
RE2319X_rev,1556828.6625
RE2327C_rev,nan
RE2333C_rev,nan
RE2334C_rev,nan
RE2335C_rev,nan
RE2346C_rev,nan
RE2349C_rev,291360.162162
RE2349M_rev,291360.162162
RE2360C_rev,nan
RE2360N_rev,nan
RE2373C_rev,nan
RE2375C_rev,nan
RE2377C_rev,nan
RE2386C_rev,730.8
RE2407C_rev,nan
RE2410C_rev,638.64
RE2410N_rev,638.64
RE2426C_rev,nan
RE2427M_rev,36283.68
RE2428M_rev,36283.68
RE2429M_rev,36283.68
RE2440C_rev,nan
RE2442C_rev,nan
RE2443C_rev,1556828.6625
RE2443M_rev,1556828.6625
RE2444C_rev,nan
RE2445C_rev,266717.282927
RE2445E_rev,266717.282927
RE2452C_rev,nan
RE2453M_rev,3456
RE2454M_rev,3456
RE2459C_rev,17927266.736842
RE2476C_rev,nan
RE2513C_rev,1461720
RE2513E_rev,1461720
RE2513L_rev,1461720
RE2513N_rev,1461720
RE2514C_rev,1461720
RE2514E_rev,1461720
RE2514L_rev,1461720
RE2514N_rev,1461720
RE2520C_rev,3370.909091
RE2521C_rev,3370.909091
RE2522C_rev,1556828.6625
RE2522X_rev,1556828.6625
RE2523C_rev,1556828.6625
RE2523X_rev,1556828.6625
RE2524C_rev,1556828.6625
RE2524X_rev,1556828.6625
RE2525C_rev,1556828.6625
RE2525X_rev,1556828.6625
RE2526C_rev,3370.909091
RE2533C_rev,nan
RE2541C_rev,3368.571429
RE2541E_rev,3368.571429
RE2541L_rev,3368.571429
RE2563C_rev,nan
RE2594C_rev,nan
RE2596C_rev,nan
RE2601C_rev,nan
RE2624M_rev,112.95
RE2624X_rev,112.95
RE2625C_rev,nan
RE2625M_rev,nan
RE2626C_rev,nan
RE2626M_rev,nan
RE2633C_rev,nan
RE2633R_rev,nan
RE2635C_rev,759967.953
RE2635R_rev,759967.953
RE2637X_rev,759967.953
RE2638X_rev,759967.953
RE2640C_rev,175551.730875
RE2642C_rev,175551.730875
RE2644C_rev,135000
RE2649C_rev,172645.508571
RE2649X_rev,172645.508571
RE2651R_rev,nan
RE2655R_rev,nan
RE2658C_rev,nan
RE2658R_rev,nan
RE2659R_rev,nan
RE2660C_rev,nan
RE2660N_rev,84600
RE2705C_rev,nan
RE2717L_rev,7412846.856576
RE2759X_rev,112.95
RE2766C_rev,13680
RE2782C_rev,nan
RE2799C_rev,888.12
RE2813C_rev,1119060
RE2814M_rev,nan
RE2814R_rev,nan
RE2848C_rev,nan
RE2849C_rev,nan
RE2850C_rev,nan
RE2851C_rev,nan
RE2852C_rev,nan
RE2853C_rev,nan
RE2854C_rev,nan
RE2864C_rev,nan
RE2865C_rev,nan
RE2866C_rev,nan
RE2867C_rev,nan
RE2868C_rev,nan
RE2869C_rev,nan
RE2870C_rev,nan
RE2871C_rev,nan
RE2872C_rev,nan
RE2873C_rev,nan
RE2874C_rev,nan
RE2875C_rev,nan
RE2876C_rev,nan
RE2877C_rev,nan
RE2878C_rev,nan
RE2880C_rev,nan
RE2888C_rev,1461720
RE2888E_rev,1461720
RE2888N_rev,1461720
RE2897C_rev,nan
RE2899C_rev,nan
RE2908C_rev,86400
RE2908M_rev,86400
RE2908X_rev,86400
RE2909C_rev,680.4
RE2909M_rev,680.4
RE2909X_rev,680.4
RE2910C_rev,680.4
RE2910M_rev,680.4
RE2910X_rev,680.4
RE2912M_rev,2254.8
RE2912X_rev,2254.8
RE2913M_rev,3822046.296429
RE2913X_rev,3822046.296429
RE2914M_rev,3822046.296429
RE2914X_rev,3822046.296429
RE2915M_rev,3822046.296429
RE2915X_rev,3822046.296429
RE2916M_rev,3822046.296429
RE2916X_rev,3822046.296429
RE2917M_rev,3822046.296429
RE2917X_rev,3822046.296429
RE2919M_rev,5058800
RE2919X_rev,5058800
RE2920M_rev,5058800
RE2920X_rev,5058800
RE2921M_rev,5058800
RE2921X_rev,5058800
RE2948C_rev,nan
RE2954C_rev,1462884
RE2958C_rev,nan
RE2972G_rev,9972
RE2972R_rev,9972
RE2973C_rev,9972
RE2973G_rev,9972
RE2973N_rev,9972
RE2973R_rev,9972
RE2974C_rev,9972
RE2974G_rev,9972
RE2974N_rev,9972
RE2974R_rev,9972
RE2986X_rev,5058800
RE2987X_rev,680.4
RE2988X_rev,3822046.296429
RE2989X_rev,3822046.296429
RE2990X_rev,5058800
RE2991X_rev,680.4
RE2992M_rev,338921.617021
RE2992X_rev,338921.617021
RE2993X_rev,33120
RE2995M_rev,338921.617021
RE2995X_rev,338921.617021
RE2996X_rev,33120
RE2999M_rev,338921.617021
RE3000M_rev,nan
RE3001M_rev,33120
RE3002X_rev,338921.617021
RE3003M_rev,338921.617021
RE3004M_rev,5058800
RE3005M_rev,680.4
RE3006M_rev,3822046.296429
RE3010C_rev,4752
RE3010M_rev,4752
RE3010R_rev,4752
RE3010X_rev,4752
RE3011M_rev,778045.5
RE3011R_rev,778045.5
RE3012C_rev,23934.386441
RE3012M_rev,23934.386441
RE3012R_rev,23934.386441
RE3016R_rev,nan
RE3017R_rev,nan
RE3021C_rev,nan
RE3022C_rev,nan
RE3036C_rev,59040
RE3036N_rev,59040
RE3038C_rev,38600.64
RE3038N_rev,38600.64
RE3038R_rev,38600.64
RE3038X_rev,38600.64
RE3039C_rev,nan
RE3040C_rev,38600.64
RE3040R_rev,38600.64
RE3040X_rev,38600.64
RE3045C_rev,32101.796571
RE3050R_rev,7740
RE3051C_rev,nan
RE3072X_rev,nan
RE3073X_rev,5107.5
RE3074X_rev,2254.8
RE3075C_rev,3822046.296429
RE3075X_rev,3822046.296429
RE3076X_rev,5107.5
RE3079C_rev,nan
RE3079X_rev,nan
RE3081X_rev,5058800
RE3082X_rev,680.4
RE3083X_rev,112.95
RE3087X_rev,5058800
RE3088X_rev,680.4
RE3090X_rev,3822046.296429
RE3092X_rev,5058800
RE3093X_rev,680.4
RE3095C_rev,1461720
RE3095L_rev,1461720
RE3095X_rev,1461720
RE3097X_rev,3822046.296429
RE3104C_rev,nan
RE3104R_rev,nan
RE3106C_rev,nan
RE3106R_rev,nan
RE3108C_rev,151.097143
RE3111C_rev,2994
RE3111M_rev,2994
RE3111R_rev,2994
RE3112C_rev,nan
RE3112R_rev,nan
RE3113C_rev,nan
RE3113R_rev,nan
RE3114R_rev,2254.8
RE3119C_rev,nan
RE3119R_rev,nan
RE3121C_rev,nan
RE3121R_rev,nan
RE3122C_rev,nan
RE3122R_rev,nan
RE3123C_rev,nan
RE3123R_rev,nan
RE3125C_rev,nan
RE3125R_rev,nan
RE3126C_rev,nan
RE3126R_rev,nan
RE3129N_rev,nan
RE3132C_rev,2254.8
RE3132R_rev,2254.8
RE3134C_rev,638.64
RE3134R_rev,638.64
RE3136C_rev,1522.8
RE3139X_rev,3822046.296429
RE3140X_rev,5058800
RE3141X_rev,680.4
RE3146C_rev,2254.8
RE3146R_rev,2254.8
RE3147C_rev,nan
RE3147R_rev,nan
RE3150C_rev,nan
RE3150R_rev,nan
RE3152C_rev,nan
RE3152R_rev,nan
RE3153C_rev,nan
RE3153R_rev,nan
RE3154C_rev,nan
RE3154R_rev,nan
RE3155C_rev,nan
RE3155R_rev,nan
RE3156X_rev,680.4
RE3158X_rev,3822046.296429
RE3159X_rev,5058800
RE3160C_rev,2254.8
RE3160R_rev,2254.8
RE3162C_rev,nan
RE3162R_rev,nan
RE3163C_rev,nan
RE3163R_rev,nan
RE3164C_rev,nan
RE3164R_rev,nan
RE3166C_rev,nan
RE3166R_rev,nan
RE3167C_rev,nan
RE3167R_rev,nan
RE3168C_rev,nan
RE3168R_rev,nan
RE3169C_rev,nan
RE3169R_rev,nan
RE3171C_rev,nan
RE3171R_rev,nan
RE3172C_rev,nan
RE3172R_rev,nan
RE3173C_rev,nan
RE3173R_rev,nan
RE3175C_rev,nan
RE3175R_rev,nan
RE3176C_rev,nan
RE3176R_rev,nan
RE3177M_rev,680.4
RE3178M_rev,680.4
RE3179M_rev,680.4
RE3180C_rev,nan
RE3184M_rev,3822046.296429
RE3185M_rev,3822046.296429
RE3186M_rev,3822046.296429
RE3189M_rev,3822046.296429
RE3190M_rev,3822046.296429
RE3191M_rev,3822046.296429
RE3192M_rev,5058800
RE3193M_rev,5058800
RE3194M_rev,5058800
RE3195M_rev,112.95
RE3198C_rev,nan
RE3218C_rev,23328
RE3218L_rev,23328
RE3218R_rev,23328
RE3220C_rev,23328
RE3220L_rev,23328
RE3220R_rev,23328
RE3227C_rev,nan
RE3227R_rev,nan
RE3228C_rev,nan
RE3228R_rev,nan
RE3229C_rev,nan
RE3229R_rev,nan
RE3230C_rev,nan
RE3230R_rev,nan
RE3231C_rev,nan
RE3231R_rev,nan
RE3232C_rev,nan
RE3232R_rev,nan
RE3234C_rev,nan
RE3234R_rev,nan
RE3235C_rev,nan
RE3235R_rev,nan
RE3236C_rev,nan
RE3236R_rev,nan
RE3237C_rev,nan
RE3238C_rev,nan
RE3239C_rev,nan
RE3242C_rev,nan
RE3242R_rev,nan
RE3243C_rev,nan
RE3243R_rev,nan
RE3244C_rev,nan
RE3244R_rev,nan
RE3245C_rev,nan
RE3248M_rev,5058800
RE3248X_rev,5058800
RE3250C_rev,680.4
RE3250M_rev,680.4
RE3250X_rev,680.4
RE3252C_rev,nan
RE3258C_rev,38600.64
RE3258R_rev,38600.64
RE3259C_rev,38600.64
RE3259R_rev,38600.64
RE3263C_rev,nan
RE3268R_rev,432
RE3269C_rev,9972
RE3270C_rev,nan
RE3272N_rev,9972
RE3273C_rev,988.2
RE3273G_rev,988.2
RE3273R_rev,988.2
RE3295C_rev,nan
RE3301C_rev,988.2
RE3301G_rev,988.2
RE3301R_rev,988.2
RE3307C_rev,644400
RE3307M_rev,644400
RE3307X_rev,644400
RE3308C_rev,87127.2
RE3308M_rev,87127.2
RE3308R_rev,87127.2
RE3308X_rev,87127.2
RE3310C_rev,23760
RE3310R_rev,23760
RE3326M_rev,nan
RE3335C_rev,2254.8
RE3335M_rev,2254.8
RE3335R_rev,2254.8
RE3335X_rev,2254.8
RE3336M_rev,1388755.472727
RE3336X_rev,1388755.472727
RE3337M_rev,5058800
RE3337X_rev,5058800
RE3338C_rev,680.4
RE3338M_rev,680.4
RE3338X_rev,680.4
RE3339C_rev,172645.508571
RE3339M_rev,172645.508571
RE3339X_rev,172645.508571
RE3340C_rev,680.4
RE3340M_rev,680.4
RE3340X_rev,680.4
RE3342M_rev,1388755.472727
RE3342X_rev,1388755.472727
RE3343C_rev,172645.508571
RE3343M_rev,172645.508571
RE3343X_rev,172645.508571
RE3344M_rev,5058800
RE3344X_rev,5058800
RE3345C_rev,2254.8
RE3345M_rev,2254.8
RE3345R_rev,2254.8
RE3345X_rev,2254.8
RE3346C_rev,12600
RE3346R_rev,12600
RE3347C_rev,114
RE3352C_rev,nan
RE3372C_rev,1242
RE3381C_rev,3368.571429
RE3381E_rev,3368.571429
RE3381L_rev,3368.571429
RE3383M_rev,3822046.296429
RE3384M_rev,3822046.296429
RE3386M_rev,5058800
RE3387M_rev,680.4
RE3388M_rev,3822046.296429
RE3390M_rev,5058800
RE3391M_rev,33120
RE3392M_rev,33120
RE3393M_rev,680.4
RE3394M_rev,3822046.296429
RE3396M_rev,3822046.296429
RE3398M_rev,5058800
RE3399M_rev,680.4
RE3400M_rev,3822046.296429
RE3401M_rev,5058800
RE3402M_rev,680.4
RE3403M_rev,33120
RE3404M_rev,33120
RE3408C_rev,nan
RE3411C_rev,nan
RE3413C_rev,nan
RE3414C_rev,nan
RE3415C_rev,nan
RE3417C_rev,nan
RE3420C_rev,nan
RE3421M_rev,nan
RE3421R_rev,nan
RE3422C_rev,nan
RE3423C_rev,nan
RE3430C_rev,nan
RE3430M_rev,nan
RE3430X_rev,nan
RE3431C_rev,nan
RE3432C_rev,874800
RE3432M_rev,874800
RE3432X_rev,874800
RE3437C_rev,nan
RE3443M_rev,1388755.472727
RE3443X_rev,1388755.472727
RE3444C_rev,172645.508571
RE3444M_rev,172645.508571
RE3444X_rev,172645.508571
RE3446C_rev,2254.8
RE3446M_rev,2254.8
RE3446R_rev,2254.8
RE3446X_rev,2254.8
RE3447M_rev,5058800
RE3447X_rev,5058800
RE3448C_rev,680.4
RE3448M_rev,680.4
RE3448X_rev,680.4
RE3449C_rev,nan
RE3452C_rev,nan
RE3453C_rev,nan
RE3458C_rev,nan
RE3459C_rev,nan
RE3469C_rev,nan
RE3470C_rev,644400
RE3470M_rev,644400
RE3470X_rev,644400
RE3476C_rev,644400
RE3476M_rev,644400
RE3476X_rev,644400
RE3477C_rev,nan
RE3486C_rev,nan
RE3490C_rev,nan
RE3491C_rev,3103.2
RE3492C_rev,nan
RE3493C_rev,nan
RE3494C_rev,4140000
RE3495C_rev,14176.8
RE3496C_rev,166800
RE3496N_rev,166800
RE3499C_rev,nan
RE3500C_rev,38600.64
RE3500R_rev,38600.64
RE3500X_rev,38600.64
RE3501C_rev,38600.64
RE3501R_rev,38600.64
RE3501X_rev,38600.64
RE3502C_rev,644400
RE3502X_rev,644400
RE3515C_rev,nan
RE3519C_rev,38600.64
RE3519R_rev,38600.64
RE3519X_rev,38600.64
RE3520C_rev,869806.285714
RE3520E_rev,869806.285714
RE3520M_rev,869806.285714
RE3520N_rev,869806.285714
RE3521C_rev,1556828.6625
RE3521M_rev,1556828.6625
RE3521R_rev,1556828.6625
RE3521X_rev,1556828.6625
RE3524R_rev,nan
RE3532C_rev,1556828.6625
RE3532M_rev,1556828.6625
RE3532R_rev,1556828.6625
RE3533C_rev,1556828.6625
RE3533M_rev,1556828.6625
RE3533R_rev,1556828.6625
RE3534C_rev,1556828.6625
RE3534M_rev,1556828.6625
RE3534R_rev,1556828.6625
RE3535R_rev,nan
RE3536C_rev,2524.86
RE3537C_rev,2524.86
RE3551X_rev,778045.5
RE3552X_rev,23934.386441
RE3554C_rev,1556828.6625
RE3554M_rev,1556828.6625
RE3554R_rev,1556828.6625
RE3556C_rev,nan
RE3557C_rev,1556828.6625
RE3557M_rev,1556828.6625
RE3557R_rev,1556828.6625
RE3559M_rev,1388755.472727
RE3559X_rev,1388755.472727
RE3560C_rev,172645.508571
RE3560M_rev,172645.508571
RE3560X_rev,172645.508571
RE3562C_rev,2254.8
RE3562M_rev,2254.8
RE3562R_rev,2254.8
RE3562X_rev,2254.8
RE3563M_rev,5058800
RE3563X_rev,5058800
RE3564C_rev,680.4
RE3564M_rev,680.4
RE3564X_rev,680.4
RE3565C_rev,1388755.472727
RE3566C_rev,nan
RE3567C_rev,1388755.472727
RE3568C_rev,nan
RE3570C_rev,nan
RE3572X_rev,4539600
RE3573X_rev,4539600
RE3574X_rev,172645.508571
RE3575X_rev,1388755.472727
RE3577X_rev,2254.8
RE3578X_rev,5058800
RE3581X_rev,33120
RE3582X_rev,338921.617021
RE3583X_rev,5058800
RE3586X_rev,172645.508571
RE3587C_rev,166800
RE3587N_rev,166800
RE3596C_rev,874800
RE3596M_rev,874800
RE3596X_rev,874800
RE3597C_rev,874800
RE3597M_rev,874800
RE3597X_rev,874800
RE3627C_rev,1387465.875
RE3627M_rev,1387465.875
RE3627X_rev,1387465.875
RE3628M_rev,338921.617021
RE3630C_rev,nan
RE3631C_rev,nan
RE3633C_rev,nan
RE3636C_rev,nan
EX_prostgh2(e)_rev,nan
EX_prostgi2(e)_rev,nan
EX_ppi(e)_rev,nan
EX_cdp(e)_rev,nan
EX_dtdp(e)_rev,nan
EX_HC00955(e)_rev,nan
EX_HC00001(e)_rev,nan
EX_HC00002(e)_rev,nan
EX_HC00003(e)_rev,nan
EX_HC00004(e)_rev,nan
EX_citr_L(e)_rev,nan
EX_HC01787(e)_rev,nan
EX_C02470(e)_rev,nan
EX_HC01852(e)_rev,nan
EX_HC01939(e)_rev,nan
EX_HC01942(e)_rev,nan
EX_HC01943(e)_rev,nan
EX_HC01944(e)_rev,nan
EX_HC00822(e)_rev,nan
EX_C02528(e)_rev,nan
EX_HC02192(e)_rev,nan
EX_HC02193(e)_rev,nan
EX_HC02195(e)_rev,nan
EX_HC02196(e)_rev,nan
EX_HC02220(e)_rev,nan
EX_HC02154(e)_rev,nan
EX_HC02175(e)_rev,nan
EX_HC02176(e)_rev,nan
EX_HC02199(e)_rev,nan
EX_HC02200(e)_rev,nan
EX_HC02201(e)_rev,nan
EX_HC02172(e)_rev,nan
EX_HC02191(e)_rev,nan
EX_HC02194(e)_rev,nan
EX_HC02197(e)_rev,nan
EX_HC02198(e)_rev,nan
EX_HC02187(e)_rev,nan
EX_HC02180(e)_rev,nan
EX_HC02179(e)_rev,nan
EX_HC02202(e)_rev,nan
EX_HC02203(e)_rev,nan
EX_HC02204(e)_rev,nan
EX_HC02205(e)_rev,nan
EX_HC02206(e)_rev,nan
EX_HC02207(e)_rev,nan
EX_HC02208(e)_rev,nan
EX_HC02210(e)_rev,nan
EX_HC02213(e)_rev,nan
EX_HC02214(e)_rev,nan
EX_HC02216(e)_rev,nan
EX_HC02217(e)_rev,nan
EX_malcoa(e)_rev,nan
EX_arachcoa(e)_rev,nan
EX_coa(e)_rev,nan
EX_CE2250(e)_rev,nan
EX_CE1935(e)_rev,nan
