Gene ID	UniProt Accession	
6509	D6W5F0; B7Z3C0; P43007	
6510	Q15758; A8K9H5; B4DR77; Q59ES3; Q9UNP2; B4DWS4; E9PC01; Q9BWQ3; B7ZB81; O95720; Q96RL9; D0EYG6	
6511	P48664; B7Z7Q5; Q8N753	
6512	F1T0D4; Q969Z8; Q9BW45; F1T0D3; O00341; A0A087WUF9; Q5VVZ0; G1CT06	
6513	P11166; Q147X2; Q59GX2; A8K9S6; D3DPX0; B2R620; O75535	
6514	P11168; A8K481; F8W8V8; B2R936; Q6PAU8; B7Z547; Q9UCW9	
6515	B2R606; D3DUU6; Q6I9U2; P11169; Q9UG15	
6517	P14672; Q05BQ3; Q14CX2	
6518	Q8IVB3; P22732; Q5T977; A0A140VJK5; Q14770	
6519	B8ZZK1; Q07837; Q4J6B5; Q52M94; Q4J6B4; Q4J6B9; Q15295; A0A0S2Z4E1; A8K0S1; O00658; Q4J6B7; Q4J6B6; Q52M92; Q4J6B8	
6520	P08195; Q13543; J3KPF3	
6521	Q1ZZ45; Q9UCY7; Q9UDJ1; G4V2I6; Q4VB84; Q4KKW9; P02730; P78487	
6522	B2R6T0; F8W682; D3DX05; Q59GF1; P04920; Q45EY5; Q969L3; B4DIT0	
65220	A0A024R058; A6NNN3; Q6PJ22; A8K296; Q5QPS4; B7Z434; F5GXR5; Q9H931; A0A0A0MR98; O95544; Q9H2P2	
6523	B7ZA69; P13866; B2R7E2; B7Z4Q9	
6524	P31639; A2RRD2	
6526	P53794	
65263	Q53H96; B3KMB5; Q9H896; B4DVT6; H0Y6C3; Q96HX4; A0A0A0MQS1; Q8N3N9	
6528	Q92911; Q2M335; O43702; Q9NYB6	
6529	A0A024R2G0; Q8N4K8; P30531	
6530	B2R707; B4DX48; Q96KH8; P23975; A0A024R6T9; H3BRE9	
6531	A2RUN4; Q01959; Q14996	
6532	P31645; Q5EE02; B2R7Y7	
6533	Q9BRI2; A0A087WY96; P31641; Q9BXB0; B4E140; B2RNU7; Q59GD7	
6534	Q99884; Q0VG81; Q52LU6	
6535	B4DIA3; Q59EV7; X5D9C4; E9PFC0; B2KY47; Q13032; P48029; Q66I36	
6536	Q5TAB9; B7Z3W8; A6NII2; A6NNZ8; A6NDH1; Q5TAB8; Q5TAC0; P48067	
6538	P48066; Q8IYC9; B2R6U6	
6539	A0AV52; P48065; B2R992; D3DUN8	
6540	B4DJL1; Q8WW56; Q8TCC2; Q9NSD5	
6541	A0A024RDQ9; P30825; Q5JR50	
6542	Q14CQ6; Q6NSZ7; B7ZL54; O15292; O15291; P52569; Q86TC6	
6543	Q9UPR5; B4DYQ9	
6546	Q9UKX6; O95849; Q9UBL8; Q9UDN2; D6W595; Q9UD55; P32418; A8K6N1; Q4QQG6; Q59GN4; Q4QQH3; Q587I6; Q9UDN1	
6547	Q5K3P6; Q96QG1; Q96QG2; B3KU59; Q5K3P7; Q8IUF0; Q8IUE9; P57103; Q8NFI7	
6548	B1ALD6; Q96EM2; B2RAH2; P19634; D3DPL4	
6549	Q9UBY0; B2RMS2	
6550	B7ZKR2; P48764; E9PF67; Q3MIW3	
6553	Q14940; Q9NSW9; A5PKY7; Q9Y626	
6554	Q2TU29; Q14973; B2RA41; B9EGB6	
6555	Q13839; A1L4F4; Q12908	
6556	P49279; C0H5Y3; A0A024R474	
6557	Q8IUN5; A8JYA2; Q13621; B4DPF4; E9PDW4	
6558	Q8N713; Q8WWH7; P55011; B7ZM24; Q53ZR1	
6559	A8MSJ2; J3QSS1; P55017; C9JNN9	
6560	Q9UP95; Q13953; F5H066; F5H3C0; Q96LD5; O75893; B4DF30; B4DF69; B4DR04; B7ZAV0; F5H0S9; B4DZ82; O60632	
6561	Q9BZW2; Q2NKK0; Q9H5Z0; A4D0X1	
6563	C9EHF2; B4DHU3; G0W2N5; Q86VM5; E7EQN3; B4DFJ8; A8K0P3; B3KR62; Q13336; B3KVX3; F5GWS2	
6564	Q5VW82; P46059; B2CQT6	
6565	B4E2A7; A8K1A5; Q16348	
6566	Q9NSJ9; Q49A45; Q5T8R6; B4DKS0; P53985; A0A024R0H1	
6567	P36021; Q7Z797	
6568	O60761; Q5MJP8; Q3MIP5; Q96KL8; Q13783; Q14916; A8K418; Q5TB83	
6569	Q86VN6; Q7Z725; B4DPE3; Q06495; A0A024R7R9	
6570	E9PDJ5; Q96GL6; P54219; Q9BRE4	
6571	Q05940; Q9H3P6; D3DRC4; Q15876; Q4G147; B2RC96; Q5VW49	
6572	B2R7S1; Q16572	
6573	O60227; D3DSM6; B2R7U8; O00553; Q9BTX8; B7Z8C3; E9PFY4; P41440; Q13026	
6574	A7LNJ1; Q8WUM9; Q6DHX8; Q08344; Q9UQ82	
6575	Q08357; B4DJ71; B2RBR4	
6576	P53007; A8K8E8; B4DP62; Q9BSK6; D9HTE9	
6578	Q92959; Q8IUN2; Q86V98	
6579	P46721; Q9UL38; A0A024RAT5; Q9UGP7	
6580	Q9NQD4; C9JSU6; A6NFF3; O15245; A8K1H2; O15395	
6581	Q9UP02; Q5SYN6; O75751	
6582	O15244; Q5T7Q6; Q8NG62; Q9NQB9; Q6PIQ8	
6583	Q9H015; O14546	
6584	Q96EH6; A2Q0V1; D3DQ87; B2R844; O76082; Q6ZQZ8	
65985	Q49AB9; Q8IWD2; Q8NEW5; Q9H829; Q49AC3; Q9HA19; A0A024RBV2; Q9BSJ9; Q658Q8; Q86V21	
66002	A0A0A0MR49; Q5JPJ7; Q9HCS2; O60389; Q9HCS1; E7ET51	
66035	Q8WXF9; Q6PJ99; A0A087X018; Q9BYW1; Q542Y4; B7Z6F0; Q8WYM4; Q6ICJ5; E9PH55	
6609	Q8IUN0; E9LUE9; A8K8M3; P17406; Q13811; Q16837; E9LUE8; Q16841; Q59EN6; E9PKS3; P17405	
6610	Q5TED1; O60906; Q9BWR3	
6611	P52788; O00544; A6NHA7; A6NI34; B2R9M0; Q9UQS1	
6646	A8K3P4; A6NC40; B4DU95; Q8N1E4; P35610; A9Z1V7; Q5T0X4	
6647	Q16838; Q16711; Q16839; A6NHJ0; D3DSE4; V9HWC9; P00441; Q16840; Q16669; Q6NR85	
6648	G5E9P6; B4E3K9; P78434; Q16792; B2R7R1; P04179; Q9P2Z3; B3KUK2; E1P5A9; Q96AM7; A0A0C4DFU2; B4DL20; A0A0C4DG56; A0A0C4DFU1; Q9UG59; Q5TCM1; Q96EE6	
6649	A0A140VJU8; Q6FHA2; Q5U781; P08294	
6652	Q00796; B7Z3A6; Q9UMD6; Q16682; J3JZZ5; B2R655	
6675	A0A140VKC0; Q5VTA9; Q5VTB0; Q96GM2; Q16222; B2R6R8; Q5VTB1	
669	A4D1N9; A0A024R782; P07738	
6697	D6W5H2; P35270; A8K741; Q53GI9; Q9UBB1	
6713	Q9UNR6; Q5HYI4; Q14534; Q9UEK6	
6715	B7Z4D8; B2R7Q1; Q9UP37; P18405; Q9UHY4; Q9UP36	
6716	B2RE87; Q9BYE6; P31213; Q2M1R4	
6718	A1L4P6; B4DPN3; B4DPN8; P51857; A8K060	
6723	Q15511; B1AKP9; P19623	
6783	Q8N6X5; P49888; Q53X91	
6785	Q5TCS2; Q86YJ1; B2R6B5; Q9GZR5; Q9H139	
6799	P78393; Q14CJ7; P50226; A9QY25; E9PKW4	
6817	Q2NL71; Q92818; P50225; Q86U58; Q9UGG7; Q9BVU6	
6818	P0DMN0; B4DNV0; O95603; P0DMM9; P50224; Q6ZWJ5; Q1ET66; Q1ET61	
682	Q54A51; A6NJW1; Q7Z796; Q8IZL7; P35613; D3YLG5	
6820	O75814; O00205; O00204	
6821	A0A024RB79; P51687	
6822	Q06520; A8K015	
6833	E3UYX6; O75948; Q16583; Q09428; A6NMX8	
6839	B2R6E8; B4DST0; O43463; Q6FHK6; Q53G60	
686	B7Z7C9; Q96EM9; A6NHF2; B2R865; F8W1Q3; P43251; B4DFX1; B4DLJ9	
6888	B2R8M2; P37837; Q8WZ45; A0A140VK56; Q8WV32; O00751	
6898	B2R8I1; D3DWS2; A0A140VKB7; P17735	
6916	Q16843; Q8IUN1; Q9HD81; Q9HD83; Q9HD84; Q16844; E7ESB5; Q9GZW4; Q9HD78; Q96CN2; A0A0A0MSK3; Q9HD77; Q9HD79; Q9HD80; E7EP08; B4DVP1; P24557; B4DJG6; Q9HD82; E7EMU9; O14987; Q53F23; A0A0C4DH47	
6999	P48775; A8K053	
7001	P35701; P32118; P32119; P31945; Q6FHG4; A8K0C0; Q9UC23; Q92763; V9HW12	
7037	Q1HE24; A8K6Q8; Q9UCN0; D3DXB0; Q9UCU5; Q7Z3E0; B7Z2I6; P02786; Q59G55; Q9UDF9; G3V0E5; Q9UK21	
7054	B7ZL70; B7ZL73; Q2M3B4; Q15589; Q15588; Q0PWM2; P78428; P07101; Q0PWM3; Q15585	
7083	Q9UMG9; P04183; B2RC58; Q969V0	
7084	B4DIW4; B7ZAB1; A5PLM0; O15238; B4E0Z4; B4DGJ7; B4DZK7; Q8IZR3; E9PH08; A4IF54; O00142	
7086	V9HWD9; A8K089; B4DE31; Q8TBA3; P29401; E7EPA7; A0A0B4J1R6; Q96HH3	
7108	A8K4H0; Q96GZ1; O76062; Q8IY06; O95982; A0A024R577; Q96E64	
7166	O95188; O95189; P17752; Q3KPG8; D3DQX6; Q16736	
7167	Q96AG5; V9HWK1; D3DUS9; P60174; B7Z5D8; Q6FHP9; Q53HE2; Q8WWD0; P00938; Q6IS07	
7173	P09935; Q8NF95; Q8NF97; Q8NF94; Q8NF96; Q6P534; P07202; P09934; Q8IUL0; Q8TCI9; Q502Y3	
7177	Q9UQI1; P15157; O95827; Q9UQI7; Q15663; D2E6S1; D2E6S2; Q15664; Q15661; Q6B052; Q9UQI6; D2E6R9; Q9H2Y4; Q9H2Y5; P20231; D2E6S0	
7263	Q16762; B3KRM1; Q6IB06	
7264	Q567Q9; B2R8Y7; A0A140VKC8; Q13630; D3DWK5; Q9UDG7	
728441	B5MD39; E7ETR7; C9JIY6; E7EVF8; P19440; E7EM62; E7ETU4; B5MC34; E9PHP2; E7ETN1; B5MC36; E7ET76; E7ESL5; C9JGF3; E7ENJ5; E7ETJ6; E7ERN9; B5MCK8; P36268	
7295	Q53X69; O60744; H9ZYJ2; B1ALW1; Q96KI3; P10599; Q9UDG5	
7296	Q99475; Q6VBP2; Q6YNQ1; B7Z3Y8; Q6VB40; Q6VBP3; Q6VBP4; Q6VBP5; Q6VBQ0; Q8WVC8; Q6FI31; B7Z2S5; Q16881; Q9UES8; Q9UH79; B7Z904; Q7LA96; B7Z1F4; Q6VBP9; E9PMY9; Q6VB41; Q76P53; F5H780; Q6VB42	
7298	Q8WYK4; Q53Y97; P04818; Q8WYK3	
7299	P14679; L8B082; Q15675; Q15676; Q8TAK4; Q9BYY0; Q9BZX1; Q15680	
7306	Q13721; P17643; P78469; P78468; Q15679	
7350	Q13218; Q4KMT7; Q4KMZ3; Q68G66; P25874	
7351	Q4PJH8; P55851; Q53HM3; A0A024R5N5	
7352	O60475; Q96HL3; P55916; A0A0S2Z4G5	
7355	B4DE11; B4DPT2; A6NFI1; Q8IV21; A8K9V1; A6NKM8; A8K2L9; B4DE15; P78381; E7EW45; Q92553	
7357	A0A024R157; Q16739; Q5T258	
7358	B3KUU2; O60589; O60701; B4DN25	
7360	Q16851; Q9BU15; Q07131; Q86Y81; A0A140VKE1; Q0P6K2	
7363	G5E9X8; O60867; O75614; A6NCP7; Q6QQX7; B4DT75; P36538; Q1HBF9; P06133; O60731	
7364	B2R810; E9PBP8; P16662; Q6GTW0	
7365	A8K9M3; B4DPP1; Q14CR8; P36537	
7366	P54855; B7ZW53; Q9UK63; A8K054; P23765; A6NDX0; A6NNJ4	
7367	O75795	
7368	O00196; B3KXU7; Q16880	
7371	Q7KZV3; Q9BU42; Q9BZX2; Q96KG5; A0A024R912; Q5VV91; Q92528	
7372	P11172; Q9H3Q2; B5LY68; O00758; B5LY72; O00760; O00759; Q16862; Q9UG49; A8K5J1	
7378	Q86Y75; B4DND0; D3DVM4; Q16831; Q15362	
7381	E5RJU0; P14927; Q6FGD1	
7384	B2R7R8; P31930; Q96DD2	
7385	P22695; B3KSN4; Q9BQ05	
7386	A8K519; Q9UPH2; P47985; Q6NVX5	
7388	Q567R0; D3DQ18; P07919; B2R4V9; Q5TDF6; Q9BQ91; Q6LDB8	
7389	A8K762; P06132; Q6IB28; Q9BUZ0; Q16883; Q53YB8; Q16863; Q53ZP6	
7390	A0A0S2Z4T8; D3DRF7; Q9H2T1; P10746; Q5T3L8; B2RC13; A0A0S2Z5C5	
7498	Q16681; Q4PJ16; P47989; Q16712	
759	V9HWE3; P00915	
760	V9HW21; B2R7G8; P00918; Q96ET9; Q6FI12	
761	B2R867; B3KUC8; P07451; O60842; V9HWA3	
762	B4DQA4; Q6FHI7; P22748	
763	P35218; B2RPF2	
765	P23280; Q5FBW3; Q96QX8; Q5FC00; B4DUH8; E7EMQ1; Q9UF03	
766	P43166; Q86YU0; Q541F0	
767	P35219; A8K0A5; B3KQZ7; Q32MY2	
768	A0A0S2Z3D0; Q16790; Q5T4R1; A0A0S2Z341	
771	B2RE24; O43570; Q53YE5; B3KUB4; Q9BWG2	
7779	Q0VAK9; Q9Y6M5; Q9BZF6	
7841	Q58F09; Q13724; A8K938; Q17RN9; Q8TCT5; F5H6D0	
788	Q9UIQ2; B2R7F4; O43772	
790	F8VPD4; D6W552; Q6P0Q0; P27708; Q96CK3	
79017	B2RDN0; O75223; B8ZZN4; B8ZZR8; Q9BS37; A0A090N7V5	
79053	O60860; A0A024R5K5; Q9BVK2; A6NDW6	
79071	Q4W5L0; Q8NCD1; A0A024RDK5; Q9H5J4	
79077	Q9H773	
79087	A6PWM1; Q96AA4; Q9BV10; Q4KMH4; A0A024R4V6; Q8NG10	
7915	P51649; G5E949; Q8N3W6; B2RD26; X5DQN2; Q546H9; X5D299	
79178	Q9BU02; D3DS50; G3V4J3; G3V5Q5	
7923	Q9UIQ1; A6NLX7; Q92506; Q5STP7	
79369	Q96QH5; Q8WWR5; Q8N934; Q9C0J1; Q8N5W4; Q8WY02; A0A024RBT1; Q8ND21	
7941	Q13093; Q8IVA2; A5HTT5; Q15692; Q5VTT1	
79581	Q9HAB3; Q86UT1; G1UCY1; A8K6B6; D3DWL8	
79586	Q9H618; Q6UXD6; Q9H0F8; Q7L4G1; Q8IZ52; B4DXU0	
79611	Q9H6R3; A0A0B4J1R2; Q8NC66	
79623	Q96FL9; Q9BRH1; Q53SU1; B3KV89; Q53TJ0; Q4ZG75; Q9H827; Q9H9J8; Q8IVI4	
79646	Q7RTX4; Q9H999; Q53FJ9; D3DQL1	
79695	Q96CT9; Q8IXK2; Q5TCF7; Q9H771; Q8NG54	
79717	Q3KQT2; Q5VVM0; Q9HAB8	
79723	D3DRT4; Q6I9Y3; Q5JSS5; Q9H5I1; Q8ND06; Q5JSS4	
79751	C9J1H6; E9PJD3; E9PKB2; Q9H936; E9PP01; E9PNQ3; A8K366; E9PN26; E9PR97; Q8TBU8; E9PL68	
79813	B1AQ58; Q8TCN7; Q9H9B1; B1AQ59; Q96JF1; Q86X08; Q96F53; Q96KH4	
79814	Q9BSE5; Q5TDH1; Q9H5J3; A0A024QZ78	
79837	B3KQV3; B4DY44; E7ERY6; Q8TBX8; B2RDL3; B4DM11; Q9H6N2	
79896	Q8IYQ7; D3DRV3; Q9H6P9; B3KWL1; Q5VV21	
79901	Q6P147; Q9H0Q8; Q53TN4; B2RE79; Q6KC16; B4DWD7; Q9H5G5; Q6KC17; Q6ZR51	
7991	Q14911; A8MSM0; D3DSP2; Q13454; Q14912; Q96FW0	
79966	Q86UC8; Q4W5Q5; Q86SK9; Q8NDS0; B2RPG0; Q9H7D1	
80025	Q5T7I4; Q7RTX5; Q9HAF2; D3DVZ0; Q5T7I2; Q6P1K9; Q8N7Q4; D3DVZ1; Q9BZ23; B1AK33; B2Z3X0; Q8TCR5; Q9BYW5	
80055	Q4G0R8; Q6AW92; Q4ZG47; Q53SM0; Q9HA24; Q75T13; Q6UWV4	
80142	B3KPZ2; Q9H7Z7; Q53EW9; Q5SYV6; Q96GL2; Q96GI0; B4DWP1; A6NHH0	
80146	Q8NBX3; Q9H5C2; Q8NBZ7	
80150	Q6P1P0; B2R7Q0; Q567Q4; A0A024R573; Q7L266; Q8NI34; Q9H6F7	
80162	Q8TEG9; A0A024R1Z9; Q32M88; Q658X8; Q9H635	
80168	A8K7I3; Q3SYC2; Q86UH6; Q3SYC1; Q6ZQZ2; Q9H630	
80201	Q5VTC7; Q9H5Y9; Q96EH2; B5MDN9; B3KT70; Q2TB90; Q7Z373; Q2TB91; Q8WU37	
80235	B4DL68; Q86VD9; Q9H9G6	
80270	Q96M28; Q9H2F3; Q9BSN9	
80271	Q9UE25; Q96DU7; Q9Y475; A0A024R0N8	
8029	Q96RU9; Q5VTA6; O60494; B0YIZ4	
80308	Q8NFF5; Q8N686; Q9HBN6; Q8N5J1; Q8WUJ4; Q99764; Q8WU93; Q96CR8	
80339	B2RCL3; B0QYI0; Q96CB4; Q9NST1; Q6P1A1; B3KW00	
8034	P16260; B4DPV4; B4DHV9; Q8N2U1	
80347	Q13057; B4DLU0; Q6GS23; Q8WXD4; Q8NEW1; Q9NRM3; Q8NBM7; B2RA78	
8050	E9PB14; Q96FV8; O00330; Q99783; B4DW62; D3DR11; E9PBP7; O60221	
80704	Q9BZV2	
80724	Q6JQN1; Q8N828; G3XAJ0; Q8NAP2; Q96BX5	
80854	Q8WTS6; B5WWL3; Q4W5A9; Q9C0E6; B5MCZ8; D6RJA0; Q0VAH3	
81031	Q3MIX5; Q9H4I6; O95528; A8K4J6	
8140	Q8IV97; Q9UBN8; Q9UP15; Q9UQC0; Q01650	
81490	Q9BVG9; A0A024RC97	
81537	B2RAH0; Q9BX95; Q9H189	
81539	Q8NC61; Q9H2H9; Q8NCF8; Q96JX2; Q9H2Q2; F8VX04; A0A024R124	
81579	Q9BZM1; Q9BZ89; Q542Y6	
81616	Q9H0C4; Q96M36; A0A140VJD4; Q5FVE4; B3KSF2; Q8WW03; B4DYU1; Q6UWJ3; Q7Z5A0; Q9BYZ3	
81693	B3KP64; Q9BXJ7; Q6UX83	
8170	Q96PH5; Q15849; A8K8Q7; Q2TBD6	
81849	B4DV27; B1AK82; Q9BVH7	
8228	P41247; A8K1H3; B4E362; A0A024RBU8; Q8WW83	
8260	B7Z9N2; P41227; A6NM98	
8277	Q8TC75; A8K896; B7Z7I0; P51854; Q5TYJ9; Q5TYJ8	
8288	Q4TVP3; P11678	
8309	A6NF16; B2R8U5; Q99424	
8310	Q96AJ8; O15254	
83549	Q5JT10; Q9HA47; Q5JT09; Q5JT12; Q5JT13; Q96BJ0; Q6IA74; A0A0S2Z5Y6; A0A024R8E7	
83594	B4E1W3; Q9BQG2; B3KUW2; E7EM93; Q8TAL7	
83697	D3DQD5; E9PDK1; Q9BXN3; B7ZL63; Q96RM5; D3DQD4; Q9BXF2; Q96Q91; D3DQD6	
8372	Q96E56; Q8NFK2; Q8NFK3; Q8NFK4; O60540; Q9BRW9; A0A024R2Y7; O43820	
83733	A0A024R0W0; Q9H1K4	
83852	Q5TC65; Q5W0A7; Q659A7; Q5TC66; Q86UD6; Q96T68; Q96AI6	
83884	Q9BXI2; Q496C1; Q8NFZ2; Q6XUI0	
8394	A6PW57; B4DIN0; Q99754; Q99756; A8K4Q0; Q99755	
8395	O14986; P78519; Q5T5K8; Q7KYT5; A8K9L9; Q92749; B4DIG7; Q5VZ00; Q7KYT6; P78518; Q8NHQ5; Q5T5K6; Q5T5K9	
8396	P78356; Q8TBP2; Q5U0E8	
8398	Q8N452; Q9Y671; A8K460; O60733; A8K597; Q9UIT0; B7Z6K3; E7EQU0; B0QYE8; Q9UG29; O75645	
8399	Q6NT23; O15496; Q14DU3	
84002	Q9BYG0; Q59FE3; Q8WWP9; D3DNS5; Q7L9Z5	
8402	Q6IBH0; Q02978; O75537; F5GY65; Q969P7	
84076	Q8NCT0; A4FVB4; Q96M82; A0A140VKC2; Q9H0I9	
84105	Q9H0N5; Q8TD40	
84129	Q6ZND2; Q709F0; Q08AF0; Q658Y2; Q658N9; Q9H9R3; Q8WUT6	
8418	-	
8424	O75936; D3DQZ1; Q6IBJ2; B2R8L7	
84264	D3DU64; Q59FX8; Q9BT45; A6NCC4; Q96NR5; B4DED4; Q96BZ3; Q96S11; Q6PII5	
8435	I6L9H9; Q9UNR2; F5H7W4; Q96TD4; Q4VB99; O75908; Q4VBA1	
8443	B4DNM9; Q5TBH7; O15228; Q9BWC2	
84444	Q8TEK3; Q96JL1; O60379	
84532	Q8IV99; Q8N234; Q1RMZ4; B3KXL2; Q9NU28; Q96JI1; D3DW48; F5H6F4; B4DJZ3; F8W7Y1; Q9NUB1; Q96JX6; Q5TF42	
84569	Q8WW16; Q5T921; A0A080YUZ8; Q6UWQ5	
84618	Q5TG98; Q3SYB9; Q9BWT8; Q9BXI3	
84649	Q96PD7; Q8NDB7; Q68CL3; Q68DJ0; A6ND76; Q9BYE5; Q5U810; Q96BS0	
84679	Q5JXP9; A0A024R176; A0A087WXD1; Q96T83; O75827	
84693	Q8WW63; Q53TP1; Q96PE7	
847	Q2M1U4; P04040; Q9UC85; Q9BWT9; A8K6C0; B2RCZ9; D3DR07; Q4VXX5	
84701	Q96KJ9; Q6GTF4; Q9H0Z4; H6SG14	
84706	A0A024R6R2; Q8TD30; Q8N9E2	
84720	B1AML3; Q96CS9; Q8TEQ8; Q6P154; Q8TDS8; Q9BVN9; Q9Y4B0; Q6UX80	
84735	Q2TBG0; Q6UWK2; Q14D40; Q9BT98; Q17S05; Q96KN2	
8479	O75707; Q9BW71; O75708; H3BSR3	
84803	Q53EU6; Q6GPI6; A0A024RDG5; Q68CJ4; Q96NA3	
84812	Q53FS8; Q9BRC7	
84889	Q8N185; Q8WY07; D3DVU7; Q8NCA7; Q5JQR2; Q96SZ7	
84890	B3KXN9; Q96SZ5; B1AL29	
84912	A6NNS4; Q53GQ7; Q8TCU7; Q969S0; A4D1P3; Q96K33	
84920	Q5BKT4; Q96DU0; Q6NS98; Q96SM6	
8501	O75387; A0A024R4Y3	
8503	B4DXM8; Q92569; O60482; D3DQ12; Q5T4P1; Q7Z3W2; Q68CY7; Q8N381; F6TDL0; B2R9C1; Q5T4P2	
8509	B4E139; S4R438; Q59H89; Q2TB32; B4DU70; P52849	
8513	P07098; F5H1P4; Q658L8; B7Z723; Q5VXI7; Q5VXI8; Q2M1P6	
8525	Q13574; E9PPW4; J3KNJ6; O00542; Q6ZVG7; G3V0F6; F6UCU9; B7Z2M9; B7Z6M3; Q8IVW9	
8526	P52429; Q9UKQ3; Q8TBM4; A1L4Q0	
8527	Q16760; Q8NG53; Q6PK55; Q14158; A0A024R495	
8528	Q99489; Q5JXM6; A8KAG4; Q5JXM5; Q5JXM4; Q8N552	
8529	A0A024R7K3; A8K425; Q6NWT4; Q9NNZ0; P78329; B4DV75; Q6NWT6; Q9UIU8; Q16677	
85320	Q8TDJ0; Q9BX80; A0A024R6R9; A0A024R6Q6; Q96J66; Q96JA6	
8534	D3DQP2; O43916	
85365	A2A2Y0; Q9H553; A0A024R184; Q8NBX2; Q8NC39	
8540	O00116; Q2TU35; B7Z3Q4; A5D8U9	
85465	Q63ZE3; Q9C0D9	
8560	A0A024R3P1; O15121	
8564	O15229; Q5SY07; A2A2U8; A2A2U9; A2A2V0; Q5SY08; Q5SY09; A8K693	
8566	Q7Z2Y0; V9HWC3; O00764; F2Z2Y4; Q9BS02	
8574	O43488; V9HWA2; O75749; B4DZX4; Q5TG63	
8604	O75746; B3KR64; Q96AM8	
8608	Q9UNV2; Q59FX7; O75452	
8611	O60457; A0A024QZU7; G3XA95; Q17RZ4; O60463; A0A024QZS3; B7ZKN8; O14494	
8612	O43688; A6NLV0; E9PAY8	
8613	Q99782; B2R651; D3DQ52; Q96GW0; O14495; Q5U0F7	
8622	Q8N3T2; Q8IUJ8; Q86XK8; B3KN77; Q8IUJ9; Q8IUJ7; Q5J7V7; O95263; Q8IUK0	
8639	Q45F94; L0L8N9; B2RCI5; Q9UEU7; Q16853; K7ESB3	
8647	Q53TL2; Q9UNB2; O95342	
8654	O76074; Q86V66; O75887; A8K2C4; Q9Y6Z6; G5E9C5; A0AV69; O75026; Q86UI0	
8659	Q9UDI6; Q8IZ38; D2D4A3; Q53HU4; P30038; Q96IF0; A8K1Q7; Q16882; Q5JNV6; A0A024RAD8; B4DGE4	
8671	Q8NEJ2; Q9NRZ1; A0A024RD97; A5JJ20; Q9Y6R1; Q9UP50; Q9UIC0; Q9UIC1; O15153; Q9H262; C4B714	
8693	Q8N4A0; B2R775; O00208; B4DMX6	
8694	O75907; D3DWL6; Q96BB8; B2RWQ2	
8703	Q9BPZ4; D3DVG3; O60512; O60910; A8K5Z0; Q9H8T2	
8704	Q9NSY7; O60511; Q5T4X5; D3DPY6; Q4V9L9; Q9BUP6; O60909; B4DE14; B3KTP0; Q5T4Y5; D3DPY7	
8705	B3KQP5; O96024; Q5STJ7	
8706	Q7L9G8; Q49AT3; Q6IAI5; Q8NFM9; B3KTQ4; D3DNM4; Q3Y531; Q8NFM8; O75752; Q9HA06; Q8TDY1	
8714	B2RPA9; O75621; O60922; Q9UN52; O95289; D3DTX9; O95078; O95290; O15438; O60265; Q86X85; Q86VN9	
873	Q3LHW8; B2RBZ7; P16152; B4DFK7	
8733	Q9UQ31; O43292; Q9NSS0	
874	O75828; Q6FHP2; V9HW40	
875	Q9BWC5; P0DN79; B7Z2D6; P35520; Q9NTF0; D3DSK4; B2R993; Q99425	
8760	Q5TDY2; Q5TDY5; D3DW04; Q5TDY3; Q5TDY4; Q9NTT2; O95674; B2RDC6; Q9BYK5	
8776	Q9UBX6; B7Z3D5; Q8NEC6; Q9UEM0; Q9UQD5; Q13613; F8WA39; A0A024RC07	
8781	-	
8789	Q6FI53; Q17R39; O00757	
8790	E9PNQ2; A0A0A0MRP2; A6NMH3; B4E2Y7; B4DRX2; Q8N5J7; O14772	
8801	A0A024R325; Q86VX8; O95195; Q6NUH7; C9JVT2; Q96I99; Q8WUQ1	
8802	Q9UNP6; Q9BWB0; P53597	
8803	Q9P2R7; Q9NV21; Q5T9Q4; Q5T9Q6; Q9Y4T0; O95194; Q9NVP7; B2RDE7; E5KS60	
8813	A0A0S2Z4Y5; Q5QPK2; O60762; Q6IB78; Q96HK0; O15157	
8818	O94777; Q5XKK9; Q6FGH3	
8821	Q6PJB4; Q2TAI2; O15327; Q5XLE7; Q6IN59; E7EQN9	
8824	Q16859; Q8TCP8; O00748; Q5MAB8; A0A024R6X1; A8K367; Q7Z366; Q8IUP4	
883	Q5T275; Q8N191; Q16773; A8K563; B7Z4W5	
8833	P49915; F8W720; B4DXV7; A0A140VJK6; A8K639	
8836	Q92820	
8854	H0YM00; Q8NHQ4; Q9UFY0; B3KY52; O94788; Q2PJS6; Q9UBR8; B4DZR2; F5H2Y9	
8867	O43425; Q4KMR1; O43426; C9JFZ1; J3KQV8; A0A0D9SGJ6; B9EGN3; Q05CZ1; O94984	
8869	Q6NZX4; O94902; B3KM82; Q9UNP4; D6W5L9; Q6YFL1; Q53QU1	
8871	O15056; Q5TA13; Q5TA16; Q86XK0; Q9H226; B4DG94; Q5TA19; Q8IZA8	
8875	B2DFZ0; A0AUZ3; B2DFZ3; Q9UMW2; Q9UJF3; A6NDY1; B2DFZ1; F6XL73; A8K7W0; B2DFZ2; O95498; Q2XUN1; A8K4E3	
8876	Q9UJF4; A8K310; Q4JFW6; Q4VAS9; O95497; Q4VAS7; Q4VAS8; Q9UF16	
8877	Q9NYA1; Q9NY70; Q96GK1; Q8N632; Q9HD92; Q53ZR5; Q9NYL3	
