ILMN_1762337	5.38079	27	6.328489	0.1506494
ILMN_2055271	5.6494	25	8.44149	0.05194805
ILMN_1736007	5.10523	27	5.542594	0.3467532
ILMN_2383229	4.84807	26	4.253132	0.5688311
ILMN_1806310	4.8335	13	8.749376	0.5818182
ILMN_1779670	5.1582	18	7.143566	0.3116883
ILMN_1653355	5.11311	16	7.948893	0.3376623
ILMN_1717783	4.96221	13	8.828017	0.4714286
ILMN_1705025	4.64718	15	3.802392	0.6961039
ILMN_1814316	5.27231	19	6.770842	0.225974
ILMN_2359168	4.49353	29	4.127509	0.8051948
ILMN_1731507	4.58343	21	6.435555	0.7467533
ILMN_1787689	4.70452	24	5.474061	0.6701299
ILMN_3241953	7.44124	19	15.34522	0
ILMN_1745607	4.73358	26	5.795249	0.651948
ILMN_2136495	4.31966	21	4.798631	0.8714285
ILMN_1668111	5.16454	23	6.030626	0.3090909
ILMN_2295559	5.14774	17	6.445134	0.3220779
ILMN_1735045	6.73979	22	7.982902	0
ILMN_1680754	5.14276	14	8.07459	0.3246753
ILMN_2375184	5.11825	24	6.378178	0.3350649
ILMN_1659452	5.95212	22	10.43722	0.01038961
ILMN_1767388	5.49501	28	6.68257	0.0961039
ILMN_1675204	3.33338	17	3.325472	0.9961039
ILMN_1673870	4.62303	23	5.933061	0.7220779
ILMN_1755321	7.57078	21	12.3861	0
ILMN_1698554	8.34027	14	24.20625	0
ILMN_1814092	5.40693	20	8.556061	0.1324675
ILMN_1760414	5.70636	25	7.468105	0.03636364
ILMN_2061446	9.11123	19	54.82953	0
ILMN_1676336	8.87181	20	33.67937	0
ILMN_1752884	4.9061	25	6.72244	0.5090909
ILMN_1660703	4.85296	24	5.232248	0.5649351
ILMN_1668851	4.6985	27	5.819428	0.674026
ILMN_2270015	4.91322	22	3.841462	0.5051948
ILMN_1809959	4.45661	22	5.175302	0.8220779
ILMN_2357031	4.30956	26	3.760581	0.8727273
ILMN_1726986	5.46692	21	7.962734	0.1090909
ILMN_3237396	8.4537	32	19.68133	0
ILMN_1688755	5.36668	28	5.556773	0.161039
ILMN_1880387	4.87589	20	5.723394	0.5441558
ILMN_1689211	5.13957	13	7.26014	0.3272727
ILMN_1653165	9.48869	20	28.15054	0
ILMN_1729835	4.08525	20	5.141477	0.9324675
ILMN_1662364	12.5118	19	395.3484	0
ILMN_1674698	8.6259	17	30.4665	0
ILMN_1700461	9.49975	22	46.15338	0
ILMN_1784269	6.54813	41	6.605742	0
ILMN_1698189	7.28524	27	11.24204	0
ILMN_2096191	8.82446	20	54.05117	0
ILMN_1678323	6.76066	14	11.31961	0
ILMN_2157219	6.2203	29	6.422263	0.001298701
ILMN_1703743	10.0034	27	49.68929	0
ILMN_1687609	5.31733	21	6.041393	0.1922078
ILMN_2068874	4.68442	28	4.070269	0.6818182
ILMN_1699334	6.4641	22	6.675404	0.001298701
ILMN_1670117	5.26065	20	5.767914	0.2311688
ILMN_1805104	4.86743	29	6.224279	0.5558441
ILMN_2404407	4.77254	17	7.85332	0.6298701
ILMN_1766054	7.84202	27	13.41816	0
ILMN_1753388	5.34236	15	7.245873	0.1753247
ILMN_2070570	5.70613	21	9.0917	0.03636364
ILMN_2232084	6.1766	19	9.353215	0.001298701
ILMN_1750250	4.16249	19	5.584291	0.912987
ILMN_2361400	5.07735	26	3.886942	0.3714286
ILMN_1704579	4.43765	21	5.381454	0.8311688
ILMN_1687636	5.22984	21	6.549718	0.2558441
ILMN_1747627	6.34693	24	10.45709	0.001298701
ILMN_1758523	5.5414	19	7.995481	0.08181818
ILMN_1794965	5.22552	35	5.944977	0.2571429
ILMN_1722286	4.45738	16	6.596479	0.8220779
ILMN_1784176	4.87069	18	6.277017	0.5506493
ILMN_1749001	4.04294	19	5.12414	0.938961
ILMN_1701551	4.55681	17	4.654368	0.7675325
ILMN_1795507	5.66645	29	8.379869	0.04805195
ILMN_1729894	4.53525	22	5.383349	0.7805195
ILMN_1743205	7.04935	25	11.6753	0
ILMN_2259319	4.97229	27	4.476419	0.4623377
ILMN_2129886	5.33243	23	7.040454	0.1831169
ILMN_1796801	5.65725	19	9.011228	0.05064935
ILMN_1720501	5.78496	27	5.578468	0.02727273
ILMN_1668446	4.55371	26	5.389975	0.7688312
ILMN_1812070	5.18094	26	5.811688	0.2883117
ILMN_2094875	3.59178	18	3.451653	0.9857143
ILMN_1665730	8.37146	17	23.03833	0
ILMN_2232066	5.81004	16	12.7188	0.02077922
ILMN_1767349	4.40929	18	4.821773	0.8454546
ILMN_1658257	4.38057	12	7.390904	0.8597403
ILMN_2193980	8.62509	20	21.77172	0
ILMN_1687840	8.39715	12	26.46235	0
ILMN_2102422	5.85431	23	7.081663	0.01688312
ILMN_1788928	5.21949	13	10.48392	0.2584416
ILMN_2343047	7.34304	29	9.742497	0
ILMN_2343048	8.8935	19	39.98863	0
ILMN_2335302	5.17466	24	4.551568	0.2961039
ILMN_1802404	5.71524	24	4.986883	0.03246753
ILMN_1776119	6.86527	22	13.86588	0
ILMN_2358714	4.72857	21	5.644022	0.6558442
ILMN_1732140	5.21346	24	5.558524	0.2675325
ILMN_1713008	4.56243	20	5.107745	0.7636364
