ILMN_1762337	5.65275	25	5.284934	0.04155844
ILMN_2055271	5.35146	27	4.963623	0.1571429
ILMN_1736007	4.75397	27	4.466045	0.6649351
ILMN_2383229	5.21036	23	5.343777	0.2675325
ILMN_1806310	5.14572	29	5.036355	0.3194805
ILMN_1779670	5.39636	25	4.795131	0.1337662
ILMN_1653355	5.43838	19	9.366336	0.1194805
ILMN_1717783	4.35623	24	4.602705	0.8688312
ILMN_1705025	5.38364	9	4.943672	0.1402597
ILMN_1814316	5.06676	19	5.325781	0.3831169
ILMN_2359168	4.77751	27	5.27762	0.638961
ILMN_1731507	4.22501	14	3.054198	0.9220779
ILMN_1787689	4.50255	17	5.395161	0.8077922
ILMN_3241953	7.4958	19	16.22477	0
ILMN_1745607	4.18118	24	5.380311	0.9285714
ILMN_2136495	4.23227	19	3.758154	0.9220779
ILMN_1668111	4.66317	27	4.3894	0.7155844
ILMN_2295559	4.91789	23	4.858732	0.5298702
ILMN_1735045	6.96101	32	7.086439	0
ILMN_1680754	5.19985	18	6.302662	0.2714286
ILMN_2375184	4.58471	27	3.374861	0.7506493
ILMN_1659452	5.2914	27	5.148805	0.2025974
ILMN_1767388	5.19737	22	5.621668	0.2714286
ILMN_1675204	4.79581	19	6.003601	0.6220779
ILMN_1673870	4.58664	20	4.218108	0.7493507
ILMN_1755321	7.09685	20	13.87456	0
ILMN_1698554	8.22224	24	16.87593	0
ILMN_1814092	5.46105	16	6.200796	0.1051948
ILMN_1760414	5.15072	29	4.370577	0.3142857
ILMN_2061446	8.73858	18	31.74557	0
ILMN_1676336	8.756	26	32.73542	0
ILMN_1752884	5.15776	22	5.766011	0.3090909
ILMN_1660703	4.78149	26	4.906652	0.6376624
ILMN_1668851	4.90507	16	6.843298	0.5428572
ILMN_2270015	4.80335	22	4.676457	0.6181818
ILMN_1809959	4.33454	26	3.637393	0.8844156
ILMN_2357031	4.0882	18	4.52926	0.9454545
ILMN_1726986	5.25497	26	5.000909	0.2324675
ILMN_3237396	8.66816	37	15.75302	0
ILMN_1688755	6.99153	23	12.63619	0
ILMN_1880387	5.04379	17	7.199072	0.4038961
ILMN_1689211	5.91269	14	9.554221	0.01038961
ILMN_1653165	9.54977	24	48.29662	0
ILMN_1729835	4.07974	22	3.557382	0.9467533
ILMN_1662364	12.5498	17	435.1599	0
ILMN_1674698	8.505	25	30.86388	0
ILMN_1700461	9.54333	27	45.72242	0
ILMN_1784269	5.89651	28	5.155374	0.01298701
ILMN_1698189	7.38698	10	16.66675	0
ILMN_2096191	8.64674	18	43.59141	0
ILMN_1678323	6.66336	17	9.69959	0
ILMN_2157219	6.10225	20	9.889712	0.001298701
ILMN_1703743	10.4241	32	65.07182	0
ILMN_1687609	5.17429	21	6.907434	0.2909091
ILMN_2068874	4.98772	15	7.390631	0.4597403
ILMN_1699334	6.55704	22	10.22196	0
ILMN_1670117	4.83738	19	5.056804	0.5948052
ILMN_1805104	4.50344	19	5.465414	0.8077922
ILMN_2404407	4.99049	19	6.052637	0.4597403
ILMN_1766054	7.53281	18	10.88367	0
ILMN_1753388	4.97033	23	4.980861	0.4766234
ILMN_2070570	5.20764	15	8.606528	0.2675325
ILMN_2232084	6.19305	24	9.676001	0
ILMN_1750250	5.05697	29	4.380877	0.3922078
ILMN_2361400	5.01395	24	6.180318	0.4311688
ILMN_1704579	4.21944	19	3.764567	0.9220779
ILMN_1687636	4.61447	22	5.451224	0.7402598
ILMN_1747627	5.93309	19	9.623476	0.009090909
ILMN_1758523	5.01389	23	6.570775	0.4311688
ILMN_1794965	4.9523	20	5.721296	0.4974026
ILMN_1722286	4.49418	20	3.538893	0.8116883
ILMN_1784176	4.50337	30	4.568708	0.8077922
ILMN_1749001	4.41733	25	5.079452	0.8402597
ILMN_1701551	4.19639	15	5.220438	0.9272727
ILMN_1795507	5.71762	26	5.612949	0.02727273
ILMN_1729894	5.41133	17	9.609112	0.1272727
ILMN_1743205	7.06066	24	11.15267	0
ILMN_2259319	4.64509	21	6.869457	0.7220779
ILMN_2129886	4.96511	19	4.896713	0.4831169
ILMN_1796801	5.62136	34	6.373521	0.04805195
ILMN_1720501	5.23226	23	4.688118	0.2532468
ILMN_1668446	3.83281	8	1.323034	0.974026
ILMN_1812070	4.9618	17	6.35908	0.4896104
ILMN_2094875	1.79941	14	4.178737	1
ILMN_1665730	8.54269	12	37.35931	0
