ILMN_1762337	5.82712	19	8.17487	0.01428571
ILMN_2055271	6.00031	20	9.72238	0.005194805
ILMN_1736007	4.41992	22	5.664543	0.8623376
ILMN_2383229	5.62517	19	11.57912	0.04935065
ILMN_1806310	4.47868	20	3.722929	0.825974
ILMN_1779670	4.99866	23	4.00876	0.4831169
ILMN_1653355	4.83711	16	3.8297	0.6194805
ILMN_1717783	3.77176	21	4.713306	0.9766234
ILMN_1705025	4.86547	15	4.642711	0.5961039
ILMN_1814316	5.52065	22	7.559934	0.08961039
ILMN_2359168	4.52718	30	2.856217	0.7987013
ILMN_1731507	3.93304	29	4.982455	0.9714286
ILMN_1787689	4.55321	24	4.82771	0.787013
ILMN_3241953	7.11385	22	13.38642	0
ILMN_1745607	4.68527	16	8.126991	0.7103896
ILMN_2136495	4.94202	25	4.729506	0.5363637
ILMN_1668111	4.89899	16	5.662589	0.5766234
ILMN_2295559	5.08338	15	10.90451	0.3961039
ILMN_1735045	6.67501	29	8.352398	0
ILMN_1680754	5.61326	24	7.73744	0.05194805
ILMN_2375184	5.31207	26	6.939744	0.2051948
ILMN_1659452	5.3562	22	5.097421	0.1714286
ILMN_1767388	4.84387	19	5.279592	0.6077922
ILMN_1675204	4.73071	22	4.833462	0.6805195
ILMN_1673870	4.64647	20	4.340309	0.7337663
ILMN_1755321	7.06174	34	10.51544	0
ILMN_1698554	8.38397	21	23.40656	0
ILMN_1814092	5.11628	20	5.746824	0.3688312
ILMN_1760414	5.66335	24	4.644013	0.04545455
ILMN_2061446	9.04356	20	49.78107	0
ILMN_1676336	9.21687	27	51.77714	0
ILMN_1752884	4.82566	22	5.57173	0.6272727
ILMN_1660703	5.34582	17	9.549822	0.1766234
ILMN_1668851	3.93858	12	3.305972	0.9701298
ILMN_2270015	4.31889	14	4.565844	0.9103896
ILMN_1809959	4.31699	30	3.667463	0.9103896
ILMN_2357031	4.17639	22	4.277291	0.9441559
ILMN_1726986	5.89123	20	9.145651	0.009090909
ILMN_3237396	8.7232	24	31.9791	0
ILMN_1688755	6.84091	23	9.620357	0
ILMN_1880387	5.13468	28	4.86991	0.3506494
ILMN_1689211	4.67003	27	4.191082	0.7168831
ILMN_1653165	9.47992	25	63.17222	0
ILMN_1729835	3.51971	24	3.880008	0.9896104
ILMN_1662364	12.3814	28	357.0649	0
ILMN_1674698	8.25551	13	28.24455	0
ILMN_1700461	9.3007	19	39.10385	0
ILMN_1784269	6.22717	24	7.262094	0.001298701
ILMN_1698189	7.08881	18	13.68425	0
ILMN_2096191	8.98846	19	45.85955	0
ILMN_1678323	6.62907	29	7.566297	0
ILMN_2157219	5.70065	17	6.028739	0.03376623
ILMN_1703743	9.86752	29	60.32276	0
ILMN_1687609	5.58663	22	7.541036	0.06493507
ILMN_2068874	4.61312	20	7.71138	0.7532467
ILMN_1699334	6.35454	21	10.95611	0
ILMN_1670117	5.48135	26	6.855024	0.1090909
ILMN_1805104	4.79229	24	6.203395	0.6441559
ILMN_2404407	4.43851	23	5.503797	0.8532467
ILMN_1766054	7.40363	20	19.29918	0
ILMN_1753388	4.49152	20	5.031795	0.8155844
ILMN_2070570	4.94722	26	4.470733	0.5298702
ILMN_2232084	6.43152	25	10.95676	0
ILMN_1750250	4.31004	32	3.835578	0.912987
ILMN_2361400	5.57531	38	5.278381	0.06753246
ILMN_1704579	4.27208	29	4.346543	0.9194805
ILMN_1687636	4.75034	33	3.94108	0.6688312
ILMN_1747627	5.86646	28	8.001442	0.009090909
ILMN_1758523	5.03488	24	4.139577	0.4428571
ILMN_1794965	5.23393	24	7.450903	0.2623377
ILMN_1722286	4.92661	22	5.154518	0.5493507
ILMN_1784176	4.47204	16	4.858016	0.8311688
ILMN_1749001	4.52133	12	12.65626	0.8
ILMN_1701551	5.18695	20	7.74431	0.3012987
ILMN_1795507	4.92771	24	5.876142	0.548052
ILMN_1729894	4.36631	18	4.753809	0.8883117
ILMN_1743205	6.88814	24	9.363804	0
ILMN_2259319	5.35512	18	6.047715	0.1714286
ILMN_2129886	4.96144	9	5.013123	0.5155844
ILMN_1796801	5.06613	14	7.794107	0.4103896
ILMN_1720501	6.07596	25	6.054423	0.003896104
ILMN_1668446	5.33907	21	8.500688	0.1857143
ILMN_1812070	5.2509	21	6.937637	0.2493507
ILMN_2094875	4.58138	19	5.773835	0.7636364
ILMN_1665730	8.12063	23	18.78322	0
ILMN_2232066	5.37679	30	6.174143	0.161039
ILMN_1767349	4.98836	20	6.437663	0.4961039
ILMN_1658257	4.45518	21	4.873352	0.8441558
ILMN_2193980	8.65843	37	28.07033	0
ILMN_1687840	8.47485	15	29.45848	0
ILMN_2102422	6.16458	17	11.32821	0.002597403
ILMN_1788928	5.71478	19	8.824546	0.03246753
ILMN_2343047	7.28139	34	12.52917	0
ILMN_2343048	8.61761	23	33.31433	0
ILMN_2335302	5.96377	21	8.287554	0.006493506
ILMN_1802404	6.28342	29	9.278427	0.001298701
ILMN_1776119	6.62682	30	9.191899	0
ILMN_2358714	4.39153	25	4.155092	0.8818182
ILMN_1732140	5.60966	27	5.579477	0.05584415
ILMN_1713008	4.94133	19	6.164874	0.5363637
ILMN_1762093	4.53212	33	4.301403	0.7961039
ILMN_1709092	4.24278	29	4.122102	0.9246753
ILMN_1678409	4.77209	26	4.130876	0.6571429
ILMN_1774344	5.38256	40	4.704816	0.1584416
ILMN_1676278	4.82468	19	5.101205	0.6285715
ILMN_1717466	5.40051	15	3.067677	0.1441558
ILMN_1677814	8.27924	29	24.37193	0
ILMN_1788457	7.90054	33	14.71766	0
ILMN_2194009	7.75609	19	23.21731	0
ILMN_2302358	4.96735	25	6.307168	0.512987
ILMN_1706531	8.35153	30	22.38525	0
ILMN_1651964	8.065	21	26.67957	0
ILMN_1725675	5.10944	24	7.470867	0.3766234
ILMN_1778352	4.49286	20	5.467364	0.8155844
ILMN_1725414	5.05367	27	4.303899	0.4272727
ILMN_2293902	5.37038	16	9.953685	0.1662338
ILMN_1801521	5.30263	21	7.408419	0.2155844
ILMN_2406654	5.41368	25	5.917	0.1415584
ILMN_3246902	4.88988	28	4.715838	0.5792208
ILMN_3244070	5.8959	24	6.840919	0.009090909
ILMN_1767129	4.37901	26	4.307987	0.8857143
ILMN_1746196	5.09617	11	5.943508	0.387013
ILMN_2366473	5.71735	17	9.081921	0.03246753
ILMN_1751453	4.36734	25	3.28647	0.8883117
ILMN_1772189	6.46767	28	8.761004	0
ILMN_1652959	4.93371	16	6.938274	0.5415584
ILMN_2198897	4.51946	21	7.723985	0.8
ILMN_1674032	7.71803	20	20.13132	0
ILMN_1737656	5.62683	26	7.267029	0.04935065
ILMN_2343917	4.64324	19	3.689794	0.7350649
ILMN_1746032	4.93592	27	6.123081	0.5415584
ILMN_1651501	5.2796	23	7.748263	0.2272727
ILMN_2330267	9.82098	28	68.92066	0
ILMN_1676846	9.55031	23	58.45251	0
ILMN_2392635	9.75743	18	79.52679	0
ILMN_1763875	11.5008	22	188.4233	0
ILMN_2284941	4.61995	15	6.709396	0.7506493
ILMN_1781999	9.0762	28	40.51285	0
ILMN_1669201	7.05281	29	10.69668	0
ILMN_1810085	7.37505	24	15.81445	0
ILMN_2262362	5.3894	19	6.663006	0.1558442
ILMN_1743638	4.7718	28	4.244112	0.6571429
ILMN_1658176	6.47255	24	11.88992	0
ILMN_2329927	5.25001	30	5.986356	0.2519481
ILMN_1794782	6.49132	23	9.590144	0
ILMN_1695968	5.03634	30	5.509908	0.4428571
ILMN_1789641	4.78037	30	4.607734	0.648052
ILMN_1779470	5.23282	21	8.033459	0.2623377
ILMN_1716592	4.66643	18	4.636958	0.7181818
ILMN_1680309	5.02971	25	7.054365	0.448052
ILMN_1743371	5.21233	23	6.400032	0.2779221
ILMN_1770031	9.36794	22	60.3799	0
ILMN_2338268	7.24419	36	11.8686	0
ILMN_1753912	4.94009	21	3.702567	0.5376623
ILMN_1737475	6.92661	18	10.75112	0
ILMN_1745116	8.49954	18	34.11921	0
ILMN_2318685	7.99967	21	16.4039	0
ILMN_2245305	8.31008	29	21.58779	0
ILMN_1707925	5.39918	23	5.601703	0.1467533
ILMN_1698311	5.93309	22	9.059525	0.007792208
ILMN_2367487	4.42367	18	4.807099	0.861039
ILMN_1785285	5.27886	21	5.940541	0.2272727
ILMN_2073969	4.99817	28	4.783983	0.4857143
ILMN_1794213	6.56421	23	8.459886	0
ILMN_2227533	6.15079	19	8.549334	0.002597403
ILMN_1769390	6.90698	17	13.49756	0
ILMN_2403446	6.62422	21	9.692121	0
ILMN_1787618	4.43008	23	4.422061	0.8571429
ILMN_1723662	6.9747	23	11.6971	0
ILMN_1801767	8.27171	22	28.15433	0
ILMN_1700633	7.67377	17	20.87696	0
ILMN_1655702	7.44778	23	16.79947	0
ILMN_1706344	7.80823	24	17.82291	0
ILMN_1719498	7.33116	18	21.97389	0
