GENE,PPM
100,2.0
10005,nan
10007,117.0
100137049,nan
10020,nan
10026,4.0
100287639,nan
10050,nan
100507855,nan
100526794,nan
10057,nan
10060,nan
10087,2.0
10090,nan
10135,76.0
10157,0.33
10164,nan
10165,10.0
10166,nan
10195,1.0
10201,nan
10229,2.0
10246,nan
10249,nan
10257,3.0
102724197,nan
102724560,nan
10312,1.0
10317,nan
10327,118.0
10331,nan
1036,7.0
10380,15.0
10390,1.0
10396,nan
1040,nan
10400,nan
10402,nan
10423,35.0
10449,39.0
10455,15.0
10476,137.0
10478,nan
10554,4.0
10555,nan
10558,8.0
10559,nan
1056,nan
10560,nan
10568,nan
10587,5.0
10588,0.28
10599,nan
10606,17.0
10610,nan
10632,44.0
10654,13.0
10678,nan
10682,20.0
10690,nan
107,nan
10720,nan
10723,nan
10724,4.0
10728,60.0
10768,19.0
10786,nan
10797,nan
108,nan
10840,27.0
10841,nan
10846,nan
10858,nan
10861,nan
10864,nan
10870,nan
10873,5.0
109,nan
10901,8.0
10905,4.0
10919,0.05
10935,338.0
10948,nan
10965,nan
10975,nan
10991,nan
10993,nan
10998,nan
10999,1.0
11000,2.0
11001,nan
1103,nan
11041,nan
11046,nan
1109,nan
111,0.73
11112,16.0
11136,nan
11164,5.0
1118,nan
11181,nan
11182,nan
11185,5.0
1119,nan
112,nan
1120,2.0
11212,27.0
11226,nan
11227,nan
11238,nan
112483,nan
11253,nan
11254,nan
112611,nan
112724,3.0
11282,nan
11283,nan
11285,nan
113,nan
113026,3.0
11309,0.37
113189,nan
11320,nan
113235,nan
113278,nan
11332,2.0
11343,10.0
113451,nan
113675,nan
114,nan
114112,0.36
114134,nan
114805,nan
114971,nan
115,nan
115019,nan
115111,nan
1152,3306.0
115286,nan
115584,nan
1158,100.0
1159,5.0
1160,0.1
116255,nan
116285,2.0
116369,nan
117247,nan
117248,nan
117283,nan
1178,nan
118881,nan
12,2977.0
1200,35.0
120103,nan
121260,nan
121278,nan
1215,592.0
122481,nan
122622,nan
122970,nan
123041,nan
123099,nan
123745,nan
124,nan
1244,nan
124583,nan
124637,nan
124935,nan
124975,nan
125,1461.0
125061,nan
125206,nan
125965,nan
126,487.0
126129,nan
126328,23.0
126410,0.13
1267,22.0
126792,nan
127,nan
127124,nan
128,565.0
128869,nan
129607,nan
129642,nan
129807,nan
13,nan
130,nan
130013,nan
130367,nan
130752,nan
131,1.0
1312,60.0
131669,nan
132,4.0
132158,nan
1327,114.0
132789,19.0
1329,38.0
1337,nan
1339,nan
1340,26.0
1345,103.0
134526,nan
1346,32.0
1347,64.0
1349,10.0
1350,9.0
1351,2.0
135152,nan
1356,218.0
1357,nan
1358,nan
1371,0.84
1373,nan
1374,7.0
1375,nan
1376,2.0
137872,nan
137964,nan
1384,8.0
140679,nan
140838,nan
142680,0.23
1431,132.0
144193,nan
144195,nan
145226,nan
146712,nan
1468,nan
1491,nan
15,nan
1503,89.0
150763,nan
151531,nan
153201,nan
1537,59.0
154091,nan
1543,nan
1544,nan
1545,1.0
1548,nan
1549,nan
1551,nan
155184,nan
1553,nan
1555,nan
1557,nan
1558,nan
1559,nan
1562,nan
1565,nan
1571,nan
1572,nan
1573,nan
157506,0.76
1576,nan
1577,nan
1579,nan
158,9.0
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1588,nan
1589,nan
159,4.0
1591,nan
1592,nan
1593,4.0
1594,nan
1595,1.0
159963,nan
160287,nan
1603,67.0
160428,3.0
1606,3.0
1607,0.21
160728,nan
1608,0.59
160851,0.09
1609,nan
1610,nan
1621,1.0
1622,9.0
162417,nan
162466,nan
1629,6.0
1632,50.0
1633,nan
1635,5.0
1636,3.0
1638,nan
1644,nan
1645,14.0
1650,19.0
166012,nan
1666,22.0
166785,nan
169355,nan
170712,nan
171425,4.0
1716,nan
1717,0.62
1718,nan
1719,nan
1723,1.0
1727,909.0
1737,12.0
1738,82.0
1743,41.0
175,2.0
1757,nan
178,8.0
1786,1.0
1787,nan
1788,0.26
1789,nan
1798,3.0
18,2.0
1800,nan
1806,9.0
1807,nan
1808,314.0
1809,1170.0
1811,nan
1836,0.56
1841,13.0
1854,7.0
189,nan
1890,14.0
1891,63.0
1892,259.0
19,0.04
191,180.0
192134,nan
195814,1.0
1962,nan
196743,nan
196883,nan
197257,nan
197258,7.0
199974,nan
200010,nan
200576,nan
201288,nan
2023,2288.0
2026,140.0
2027,16.0
203,365.0
2030,4.0
204,101.0
205,46.0
2052,358.0
2053,17.0
206358,nan
2098,298.0
210,19.0
2108,119.0
2109,43.0
211,nan
2110,10.0
212,nan
213,53944.0
2131,nan
2132,nan
2134,nan
2135,nan
2137,nan
2147,68.0
215,0.75
216,162.0
2168,nan
217,226.0
218,2.0
2180,16.0
