GENE,PPM
100,92.0
10005,52.0
10007,341.0
100137049,nan
10020,46.0
10026,26.0
100287639,nan
10050,nan
100507855,nan
100526794,nan
10057,0.3
10060,nan
10087,66.0
10090,0.48
10135,528.0
10157,42.0
10164,nan
10165,206.0
10166,6.0
10195,nan
10201,17.0
10229,3.0
10246,nan
10249,nan
10257,11.0
102724197,nan
102724560,nan
10312,43.0
10317,nan
10327,366.0
10331,nan
1036,nan
10380,29.0
10390,11.0
10396,nan
1040,nan
10400,nan
10402,nan
10423,60.0
10449,107.0
10455,179.0
10476,512.0
10478,18.0
10554,20.0
10555,8.0
10558,9.0
10559,nan
1056,nan
10560,nan
10568,nan
10587,13.0
10588,5.0
10599,nan
10606,266.0
10610,nan
10632,246.0
10654,47.0
10678,nan
10682,384.0
10690,nan
107,nan
10720,nan
10723,1.0
10724,48.0
10728,749.0
10768,90.0
10786,nan
10797,25.0
108,nan
10840,nan
10841,3.0
10846,nan
10858,nan
10861,nan
10864,nan
10870,nan
10873,68.0
109,nan
10901,15.0
10905,15.0
10919,3.0
10935,485.0
10948,8.0
10965,nan
10975,nan
10991,nan
10993,nan
10998,nan
10999,21.0
11000,nan
11001,7.0
1103,nan
11041,4.0
11046,nan
1109,nan
111,nan
11112,103.0
11136,nan
11164,209.0
1118,nan
11181,nan
11182,14.0
11185,nan
1119,4.0
112,0.57
1120,nan
11212,18.0
11226,3.0
11227,nan
11238,nan
112483,nan
11253,35.0
11254,nan
112611,nan
112724,11.0
11282,5.0
11283,nan
11285,13.0
113,nan
113026,5.0
11309,nan
113189,7.0
11320,nan
113235,nan
113278,nan
11332,154.0
11343,2.0
113451,nan
113675,43.0
114,nan
114112,nan
114134,nan
114805,nan
114971,14.0
115,2.0
115019,nan
115111,nan
1152,4.0
115286,0.31
115584,nan
1158,nan
1159,16.0
1160,nan
116255,nan
116285,nan
116369,nan
117247,nan
117248,nan
117283,nan
1178,nan
118881,nan
12,0.47
1200,nan
120103,nan
121260,nan
121278,nan
1215,nan
122481,nan
122622,nan
122970,nan
123041,nan
123099,nan
123745,nan
124,nan
1244,0.3
124583,37.0
124637,nan
124935,nan
124975,nan
125,nan
125061,nan
125206,nan
125965,nan
126,nan
126129,nan
126328,287.0
126410,nan
1267,154.0
126792,4.0
127,1.0
127124,nan
128,437.0
128869,29.0
129607,0.8
129642,17.0
129807,nan
13,nan
130,0.27
130013,nan
130367,nan
130752,nan
131,nan
1312,617.0
131669,nan
132,242.0
132158,nan
1327,251.0
132789,55.0
1329,197.0
1337,150.0
1339,nan
1340,175.0
1345,479.0
134526,nan
1346,nan
1347,119.0
1349,nan
1350,19.0
1351,nan
135152,nan
1356,0.49
1357,nan
1358,nan
1371,100.0
1373,5.0
1374,40.0
1375,nan
1376,58.0
137872,nan
137964,nan
1384,78.0
140679,nan
140838,24.0
142680,nan
1431,231.0
144193,nan
144195,nan
145226,nan
146712,nan
1468,22.0
1491,11.0
15,nan
1503,120.0
150763,nan
151531,nan
153201,nan
1537,261.0
154091,nan
1543,nan
1544,0.74
1545,nan
1548,nan
1549,nan
1551,nan
155184,nan
1553,nan
1555,nan
1557,nan
1558,nan
1559,nan
1562,nan
1565,nan
1571,nan
1572,nan
1573,nan
157506,1.0
1576,nan
1577,nan
1579,nan
158,92.0
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1588,nan
1589,nan
159,63.0
1591,0.24
1592,nan
1593,0.67
1594,nan
1595,41.0
159963,nan
160287,20.0
1603,508.0
160428,0.29
1606,23.0
1607,nan
160728,nan
1608,nan
160851,0.64
1609,0.16
1610,nan
1621,nan
1622,2159.0
162417,nan
162466,nan
1629,79.0
1632,129.0
1633,33.0
1635,33.0
1636,nan
1638,nan
1644,nan
1645,nan
1650,406.0
166012,nan
1666,101.0
166785,0.86
169355,nan
170712,nan
171425,1.0
1716,14.0
1717,170.0
1718,403.0
1719,nan
1723,27.0
1727,710.0
1737,154.0
1738,297.0
1743,33.0
175,0.82
1757,6.0
178,nan
1786,19.0
1787,nan
1788,2.0
1789,0.63
1798,22.0
18,nan
1800,nan
1806,0.78
1807,nan
1808,543.0
1809,286.0
1811,nan
1836,2.0
1841,128.0
1854,164.0
189,2.0
1890,2.0
1891,71.0
1892,492.0
19,nan
191,391.0
192134,nan
195814,nan
1962,2.0
196743,nan
196883,nan
197257,0.72
197258,0.64
199974,nan
200010,nan
200576,2.0
201288,nan
2023,551.0
2026,350.0
2027,4.0
203,934.0
2030,7.0
204,578.0
205,273.0
2052,475.0
2053,nan
206358,nan
2098,379.0
210,58.0
2108,169.0
2109,188.0
211,nan
2110,20.0
212,nan
213,nan
2131,0.47
2132,10.0
2134,nan
2135,nan
2137,nan
2147,0.54
215,17.0
216,3.0
2168,0.16
217,111.0
218,0.05
2180,81.0
2181,214.0
2182,421.0
2184,22.0
219,199.0
2194,982.0
220,292.0
2203,0.13
221,2.0
221823,nan
222,nan
2222,731.0
2224,411.0
222537,nan
223,88.0
2235,46.0
224,29.0
2243,0.41
225,nan
226,931.0
2271,193.0
22856,2.0
229,nan
22928,nan
22929,99.0
22934,17.0
22978,129.0
230,nan
23007,0.5
23057,nan
231,1015.0
23169,nan
23205,nan
23236,nan
2326,nan
2327,nan
2328,nan
2329,nan
2330,2.0
23305,nan
23315,nan
23382,3.0
23396,nan
23417,11.0
23428,nan
23430,nan
23439,nan
23443,32.0
23464,16.0
23475,3.0
23478,70.0
2348,nan
23483,nan
23498,nan
2350,nan
2352,nan
23530,71.0
23533,nan
23539,nan
23545,2.0
23556,3.0
2356,2.0
23563,nan
23600,0.9
23632,nan
23657,nan
23743,nan
23761,nan
239,nan
240,nan
242,nan
245972,nan
245973,nan
246,nan
246213,nan
247,nan
248,nan
249,nan
2495,287.0
250,nan
251,nan
2512,61.0
2517,23.0
2519,24.0
2523,nan
2525,nan
2530,29.0
2531,31.0
253430,2.0
2538,nan
2539,934.0
2542,nan
2548,29.0
256435,nan
257068,nan
2571,nan
2572,nan
257202,nan
25769,nan
25796,511.0
2581,nan
2582,248.0
25828,nan
2583,0.22
25830,nan
2584,38.0
2585,5.0
2588,25.0
2589,4.0
2590,153.0
25902,12.0
2591,3.0
2592,nan
259230,4.0
2593,9.0
2595,nan
2597,2640.0
26,nan
26002,20.0
260293,0.45
26035,6.0
26061,3.0
26062,nan
26063,6.0
2618,225.0
262,nan
26227,35.0
26229,11.0
26266,nan
26275,56.0
26279,nan
2628,1.0
26289,nan
2629,nan
26290,nan
26301,nan
2632,82.0
26330,nan
2638,nan
2639,30.0
2643,nan
2645,nan
2650,nan
26503,nan
2651,nan
2653,146.0
266722,nan
